Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),Environment:Site Mains Water Temperature [C](Hourly),INTERIOR LIGHTS:Lights Electricity Rate [W](Hourly),ELECTRIC_MELS1:Electric Equipment Electricity Rate [W](Hourly),GAS_MELS1:Gas Equipment NaturalGas Rate [W](Hourly),LIVING:Zone Mean Air Temperature [C](Hourly),ATTIC:Zone Mean Air Temperature [C](Hourly),CRAWLSPACE:Zone Mean Air Temperature [C](Hourly),FAN:Fan Electricity Rate [W](Hourly),DX_COOLING_COIL:Cooling Coil Electricity Rate [W](Hourly),DX_HEATING_COIL:Heating Coil Electricity Rate [W](Hourly),DX_HEATING_COIL:Heating Coil Defrost Electricity Rate [W](Hourly),DX_HEATING_COIL:Heating Coil Crankcase Heater Electricity Rate [W](Hourly),HEATING_RESISTANCE_BACKUP:Heating Coil Electricity Rate [W](Hourly)
 01/01  01:00:00,9.083333333333334,8.822222222,0.0,253.58562010096583,0.0,22.82120377881216,10.022907172693118,19.076367694350377,36.10592686968979,0.0,544.4096699526791,0.0,123.80592582179183,0.0
 01/01  02:00:00,10.0,8.822222222,0.0,285.4030785107529,0.0,22.823555599554112,10.508753448829154,18.777374524518958,36.689652997274216,0.0,558.784895774094,0.0,0.0,0.0
 01/01  03:00:00,10.350000000000001,8.827777778,0.0,323.0592303886331,0.0,22.830398628657907,10.780153835640526,18.689255013711982,35.987388902777774,0.0,550.3044359792963,0.0,0.0,0.0
 01/01  04:00:00,10.600000000000001,8.827777778,0.0,326.67656926571414,0.0,22.818635887439836,10.99224905394693,18.51317619517449,35.77380014078657,0.0,548.5289679508269,0.0,0.0,0.0
 01/01  05:00:00,10.891666666666666,8.833333333,0.0,312.8263078662298,0.0,22.831933650511626,11.156786600922556,18.41227013671247,35.287121056932705,0.0,542.9623767469737,0.0,0.0,0.0
 01/01  06:00:00,11.1,8.833333333,0.0,312.56444489112204,0.0,22.822994234998816,11.141360432784802,18.341261546108786,34.02362674663369,0.0,524.7743767541988,0.0,0.0,0.0
 01/01  07:00:00,11.1,8.838888889000001,0.0,405.52526149434146,0.0,22.82768477228179,11.168256774286741,18.25839735263206,33.46412586625815,0.0,516.156969325938,0.0,0.0,0.0
 01/01  08:00:00,11.1,8.844444444000002,0.0,1158.0966902645516,0.0,22.838481272492945,10.725786228258118,18.286520608808022,27.692139849837762,0.0,427.2221404133502,0.0,0.0,0.0
 01/01  09:00:00,11.1,8.85,0.0,1704.048171641891,0.0,22.818506190407803,10.163993476086576,18.067862272874414,20.22894192907022,0.0,312.01037966209486,0.0,0.0,0.0
 01/01  10:00:00,11.1,8.85,0.0,1545.0493541842063,0.0,22.828482185697755,9.384482583897936,17.893581369639236,18.680407032116815,0.0,288.1355239813199,0.0,0.0,0.0
 01/01  11:00:00,11.1,8.855555556,0.0,1190.0100404204895,0.0,22.810173225525073,9.139416072376887,17.69108522488557,19.35072776987256,0.0,298.39850489094493,0.0,0.0,0.0
 01/01  12:00:00,11.741666666666667,8.861111111,0.0,902.0957976028527,0.0,22.845703666725242,10.363140453174566,17.70890804240499,17.595497595240563,0.0,273.4403552140146,0.0,0.0,0.0
 01/01  13:00:00,11.908333333333331,8.861111111,0.0,780.538705486705,0.0,22.806169190562173,11.667660243359771,17.604597396821504,16.17971991221868,0.0,251.90069520932016,0.0,0.0,0.0
 01/01  14:00:00,11.991666666666665,8.861111111,0.0,674.2479959053194,0.0,22.83120993494191,13.319037927395994,17.408381983908825,12.626587300958349,0.0,196.79987085472075,0.0,0.0,0.0
 01/01  15:00:00,12.200000000000001,8.861111111,0.0,579.7791962821019,0.0,22.823133435990183,14.45739566626793,17.299459259616963,10.06527796126069,0.0,157.3039769467321,0.0,0.0,0.0
 01/01  16:00:00,11.558333333333332,8.861111111,0.0,547.4639113344191,0.0,22.83095512575646,14.092387641031403,17.389655339605106,11.971900957819713,0.0,185.6333192471337,0.0,0.0,0.0
 01/01  17:00:00,10.458333333333334,8.861111111,0.0,659.0693914212244,0.0,22.82486634727405,12.085856796339494,17.39911955456718,17.14908302198594,0.0,262.46106995510985,0.0,0.0,0.0
 01/01  18:00:00,9.65,8.861111111,0.0,1241.8524736968714,0.0,22.815759726655276,10.395387933995492,17.223270470560763,20.613334500348618,0.0,312.6444470978235,0.0,170.68557694640765,0.0
 01/01  19:00:00,9.4,8.861111111,0.0,1296.9570325535353,0.0,22.83645817627549,10.053544179245646,17.195212073365983,20.648346549990766,0.0,312.42128461222376,0.0,170.63578597080564,0.0
 01/01  20:00:00,9.108333333333333,8.861111111,0.0,1095.7870863320552,0.0,22.821992412718558,9.995184699890192,17.23065559958625,21.477374765007983,0.0,323.8553899450106,0.0,169.45681690017963,0.0
 01/01  21:00:00,8.549999999999999,8.861111111,0.0,862.3554412869056,0.0,22.821161367727967,10.051084042801468,17.256612249422883,25.4992578628176,0.0,382.1595382012801,0.0,163.7372579128023,0.0
 01/01  22:00:00,8.008333333333333,8.866666667000002,0.0,789.8571397121578,0.0,22.816079265265,10.038780690954853,17.127396675827356,30.671257951022074,0.0,457.00772793781,0.0,156.3821063910396,0.0
 01/01  23:00:00,8.091666666666667,8.866666667000002,0.0,667.525775414124,0.0,22.820724739607503,10.018653052673946,16.879374289651025,34.8065952524556,0.0,519.1364782426999,0.0,150.50120307957036,0.0
 01/01  24:00:00,8.008333333333333,8.866666667000002,0.0,315.62528394283345,0.0,22.833771242301527,10.036440743972955,17.009646502835878,37.07776917778946,0.0,552.6463422542001,0.0,147.27134459770278,0.0
 01/02  01:00:00,7.45,8.866666667000002,0.0,74.15605818750682,0.0,22.823191086053498,9.828048356670985,17.19513350986009,41.56807216828357,0.0,615.8432283857854,0.0,140.8856411347367,0.0
 01/02  02:00:00,7.2,8.866666667000002,0.0,83.46043947014941,0.0,22.821090268802042,9.870244480142446,17.194282380992238,45.44716260389686,0.0,671.6131206333657,0.0,135.36914897812858,0.0
 01/02  03:00:00,7.2,8.872222222,0.0,94.47223023597384,0.0,22.82511480974969,9.64430550151179,17.036448709235238,46.91963416209675,0.0,693.40305900146,0.0,133.27513288428776,0.0
 01/02  04:00:00,7.2,8.872222222,0.0,95.53004886206924,0.0,22.821114059172185,9.513254959955068,16.849173648736553,48.28240689222088,0.0,713.4855780219876,0.0,131.33712055852448,0.0
 01/02  05:00:00,7.2,8.872222222,0.0,91.47981608529186,0.0,22.830325542829712,9.517975944990402,16.858380799229547,48.46204817952337,0.0,716.2523224356852,0.0,131.08165094036113,0.0
 01/02  06:00:00,6.908333333333334,8.872222222,0.0,91.40323947968032,0.0,22.82075852484358,9.662125028350426,16.900893262968548,49.95872264160562,0.0,736.0384726386964,0.0,128.95321566201036,0.0
 01/02  07:00:00,6.991666666666667,8.872222222,0.0,118.5877766882246,0.0,22.82209399095568,9.651719525343587,16.698015907820544,50.393732879309425,0.0,743.1320957569959,0.0,128.33458338102363,0.0
 01/02  08:00:00,6.558333333333334,8.872222222,0.0,338.66228501373143,0.0,22.823323468094713,9.849555607681912,16.743589567021463,50.64389360191194,0.0,743.5873086264265,0.0,127.97882738950084,0.0
 01/02  09:00:00,6.45,8.872222222,0.0,498.31490965567303,0.0,22.832779203876374,10.534130859409808,16.68140149536516,41.919215181914005,0.0,614.8999912618381,0.0,140.38627724706956,0.0
 01/02  10:00:00,7.341666666666666,8.877777778,0.0,451.81887587251805,0.0,22.83007297752168,12.101846405883238,16.70802888998763,36.14991016411515,0.0,535.0310503233104,0.0,148.59086190629142,0.0
 01/02  11:00:00,8.091666666666667,8.877777778,0.0,347.9947079254871,0.0,22.819648278017908,13.697095819971684,16.575255893304213,33.225708396049704,0.0,495.552681296299,0.0,152.7493976212037,0.0
 01/02  12:00:00,8.941666666666668,8.877777778,0.0,263.7999285255517,0.0,22.82161726848544,14.855179488442921,16.376387645700568,31.970912968372513,0.0,481.1530053664178,0.0,154.5338543771944,0.0
