Date/Time,LIVING:AFN Zone Infiltration Air Change Rate [ach](RunPeriod),ATTIC:AFN Zone Infiltration Air Change Rate [ach](RunPeriod),Facility:Facility Heating Setpoint Not Met Time [hr](RunPeriod),Facility:Facility Cooling Setpoint Not Met Time [hr](RunPeriod),DX_HEATING_COIL:Heating Coil Electricity Energy [J](RunPeriod),DX_HEATING_COIL:Heating Coil Defrost Electricity Energy [J](RunPeriod),DX_HEATING_COIL:Heating Coil Crankcase Heater Electricity Energy [J](RunPeriod),HEATING_RESISTANCE_BACKUP:Heating Coil Electricity Energy [J](RunPeriod),Electricity:Facility [J](RunPeriod),Heating:Electricity [J](RunPeriod),Cooling:Electricity [J](RunPeriod),Fans:Electricity [J](RunPeriod),Pumps:Electricity [J](RunPeriod),WaterSystems:Electricity [J](RunPeriod),InteriorLights:Electricity [J](RunPeriod),ExteriorLights:Electricity [J](RunPeriod),InteriorEquipment:Electricity [J](RunPeriod),electric_mels:InteriorEquipment:Electricity [J](RunPeriod),NaturalGas:Facility [J](RunPeriod),InteriorEquipment:NaturalGas [J](RunPeriod),gas_mels:InteriorEquipment:NaturalGas [J](RunPeriod)
 July,0.09441873685701334,2.0622802451664179,0.0,0.0,0.0,0.0,0.0,0.0,194680727.02617405,0.0,9571776.111683675,914987.694813483,0.0,25557717.40020942,60536245.81946747,43200000.0,54900000.0,54900000.0,0.0,0.0,0.0
 December,0.12186063374234176,0.7458126212844128,0.0,0.0,0.0,0.0,17280000.0,245833575.77902467,473939475.06838706,263113575.77902464,0.0,16383318.6215837,0.0,35806334.848311398,60536245.81946747,43200000.0,54900000.0,54900000.0,0.0,0.0,0.0
 December,0.10363502903331318,1.6103729450827427,0.0,0.0,4118822659.3123209,222967411.02902738,2809412811.2484138,4112164481.4376375,81823193273.31993,11263367363.027382,650638126.0773417,680933826.5140668,0.0,11326024233.604149,22095729724.107828,15768000000.0,20038500000.0,20038500000.0,0.0,0.0,0.0
