Date/Time,LIVING:AFN Zone Infiltration Air Change Rate [ach](RunPeriod),ATTIC:AFN Zone Infiltration Air Change Rate [ach](RunPeriod),Facility:Facility Heating Setpoint Not Met Time [hr](RunPeriod),Facility:Facility Cooling Setpoint Not Met Time [hr](RunPeriod),HEATING_RESISTANCE_MAIN:Heating Coil Electricity Energy [J](RunPeriod),Electricity:Facility [J](RunPeriod),Heating:Electricity [J](RunPeriod),Fans:Electricity [J](RunPeriod),InteriorLights:Electricity [J](RunPeriod),ExteriorLights:Electricity [J](RunPeriod),InteriorEquipment:Electricity [J](RunPeriod),electric_mels:InteriorEquipment:Electricity [J](RunPeriod),NaturalGas:Facility [J](RunPeriod),InteriorEquipment:NaturalGas [J](RunPeriod),gas_mels:InteriorEquipment:NaturalGas [J](RunPeriod)
 January,0.44965740022062917,5.104785095338501,0.0,0.0,3144031396.415672,3364841696.1910405,3144031396.4156723,37671099.77536713,0.0,0.0,183139200.0000003,183139200.0000003,0.0,0.0,0.0
 July,0.1823706189432799,4.070956602167876,0.0,97.83333333333333,0.0,263954700.00000027,0.0,0.0,0.0,0.0,263954700.00000027,263954700.00000027,0.0,0.0,0.0
 December,0.27804591193686434,4.092771905165066,0.0,2842.6666666666656,38006689310.75231,52710593555.039825,38006689310.75229,455387877.73843414,0.0,0.0,14248516366.549866,14248516366.549866,0.0,0.0,0.0
