Date/Time,Electricity:Facility [J](RunPeriod),Heating:Electricity [J](RunPeriod),Cooling:Electricity [J](RunPeriod),Fans:Electricity [J](RunPeriod),InteriorLights:Electricity [J](RunPeriod),ExteriorLights:Electricity [J](RunPeriod),InteriorEquipment:Electricity [J](RunPeriod),electric_mels:InteriorEquipment:Electricity [J](RunPeriod),NaturalGas:Facility [J](RunPeriod),InteriorEquipment:NaturalGas [J](RunPeriod),gas_mels:InteriorEquipment:NaturalGas [J](RunPeriod)
 August,603542536.7990421,48428.13768069389,446081379.5272583,41252429.13410319,0.0,0.0,116160300.00000037,116160300.00000037,0.0,0.0,0.0
 December,2081576331.154515,1376009272.3392184,0.0,100576258.81529835,0.0,0.0,604990800.0000018,604990800.0000018,0.0,0.0,0.0
 December,48865151222.96934,19057639391.227432,9480270100.414606,2405443414.6049857,0.0,0.0,17921798316.722424,17921798316.722424,0.0,0.0,0.0
