Date/Time,LIVING:AFN Zone Infiltration Air Change Rate [ach](RunPeriod),ATTIC:AFN Zone Infiltration Air Change Rate [ach](RunPeriod),Facility:Facility Heating Setpoint Not Met Time [hr](RunPeriod),Facility:Facility Cooling Setpoint Not Met Time [hr](RunPeriod),DX_HEATING_COIL:Heating Coil Electricity Energy [J](RunPeriod),DX_HEATING_COIL:Heating Coil Defrost Electricity Energy [J](RunPeriod),DX_HEATING_COIL:Heating Coil Crankcase Heater Electricity Energy [J](RunPeriod),HEATING_RESISTANCE_BACKUP:Heating Coil Electricity Energy [J](RunPeriod),Electricity:Facility [J](RunPeriod),Heating:Electricity [J](RunPeriod),Cooling:Electricity [J](RunPeriod),Fans:Electricity [J](RunPeriod),InteriorLights:Electricity [J](RunPeriod),ExteriorLights:Electricity [J](RunPeriod),InteriorEquipment:Electricity [J](RunPeriod),electric_mels:InteriorEquipment:Electricity [J](RunPeriod),NaturalGas:Facility [J](RunPeriod),InteriorEquipment:NaturalGas [J](RunPeriod),gas_mels:InteriorEquipment:NaturalGas [J](RunPeriod)
 August,0.12608903149897463,0.7234884602353118,0.0,0.0,48428.13768069389,0.0,0.0,0.0,603542536.7990421,48428.13768069389,446081379.5272583,41252429.13410319,0.0,0.0,116160300.00000037,116160300.00000037,0.0,0.0,0.0
 December,0.4090156945767962,0.9794167102511244,0.0,0.0,1042339944.1623602,65938239.900622584,29474650.52242262,238256437.7538127,2081576331.154515,1376009272.3392184,0.0,100576258.81529835,0.0,0.0,604990800.0000018,604990800.0000018,0.0,0.0,0.0
 December,0.2752501286237117,0.5916633853164907,0.16666666666666666,61.83333333333333,15045535298.466026,1001415748.2521005,2385698400.7363977,624989943.7728752,48865151222.96934,19057639391.227432,9480270100.414606,2405443414.6049857,0.0,0.0,17921798316.722424,17921798316.722424,0.0,0.0,0.0
