Date/Time,LIVING:AFN Zone Infiltration Air Change Rate [ach](RunPeriod),ATTIC:AFN Zone Infiltration Air Change Rate [ach](RunPeriod),CRAWLSPACE:AFN Zone Infiltration Air Change Rate [ach](RunPeriod),Facility:Facility Heating Setpoint Not Met Time [hr](RunPeriod),Facility:Facility Cooling Setpoint Not Met Time [hr](RunPeriod),DX_HEATING_COIL:Heating Coil Electricity Energy [J](RunPeriod),DX_HEATING_COIL:Heating Coil Defrost Electricity Energy [J](RunPeriod),DX_HEATING_COIL:Heating Coil Crankcase Heater Electricity Energy [J](RunPeriod),HEATING_RESISTANCE_BACKUP:Heating Coil Electricity Energy [J](RunPeriod),Electricity:Facility [J](RunPeriod),Heating:Electricity [J](RunPeriod),Cooling:Electricity [J](RunPeriod),Fans:Electricity [J](RunPeriod),InteriorLights:Electricity [J](RunPeriod),ExteriorLights:Electricity [J](RunPeriod),InteriorEquipment:Electricity [J](RunPeriod),electric_mels:InteriorEquipment:Electricity [J](RunPeriod),NaturalGas:Facility [J](RunPeriod),InteriorEquipment:NaturalGas [J](RunPeriod),gas_mels:InteriorEquipment:NaturalGas [J](RunPeriod)
 February,0.39938377801526653,1.5288034475070293,1.6749497323826328,0.0,0.0,730487326.4350036,41646494.69177935,40517589.34721905,198243776.28599632,2154178780.0357323,1010895186.7599983,1234010.8310726495,63326682.44465912,0.0,0.0,1078722900.0000045,1078722900.0000045,0.0,0.0,0.0
 June,0.1070646225622902,0.5952579352103781,1.0109460020903218,0.0,37.49999999999999,0.0,0.0,0.0,0.0,1638992391.0167289,0.0,632761136.822793,53788254.19393778,0.0,0.0,952443000.0000015,952443000.0000015,0.0,0.0,0.0
 December,0.23100434105637258,0.5762928388558043,0.8027455680795377,0.0,196.49999999999997,7966874140.113187,290595036.4843916,1601280540.895177,301689501.1643437,70362882233.01656,10160439218.657125,8167812521.76276,1429856462.8669822,0.0,0.0,50604774029.72993,50604774029.72993,0.0,0.0,0.0
