Date/Time,Electricity:Facility [J](RunPeriod),Heating:Electricity [J](RunPeriod),Cooling:Electricity [J](RunPeriod),Fans:Electricity [J](RunPeriod),InteriorLights:Electricity [J](RunPeriod),ExteriorLights:Electricity [J](RunPeriod),InteriorEquipment:Electricity [J](RunPeriod),electric_mels:InteriorEquipment:Electricity [J](RunPeriod),NaturalGas:Facility [J](RunPeriod),InteriorEquipment:NaturalGas [J](RunPeriod),gas_mels:InteriorEquipment:NaturalGas [J](RunPeriod)
 February,2154178780.0357323,1010895186.7599983,1234010.8310726495,63326682.44465912,0.0,0.0,1078722900.0000045,1078722900.0000045,0.0,0.0,0.0
 June,1638992391.0167289,0.0,632761136.822793,53788254.19393778,0.0,0.0,952443000.0000015,952443000.0000015,0.0,0.0,0.0
 December,70362882233.01656,10160439218.657125,8167812521.76276,1429856462.8669822,0.0,0.0,50604774029.72993,50604774029.72993,0.0,0.0,0.0
