Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),Environment:Site Mains Water Temperature [C](TimeStep),INTERIOR LIGHTS:Lights Electricity Rate [W](TimeStep),ELECTRIC_MELS1:Electric Equipment Electricity Rate [W](TimeStep),GAS_MELS1:Gas Equipment NaturalGas Rate [W](TimeStep),LIVING:Zone Mean Air Temperature [C](TimeStep),ATTIC:Zone Mean Air Temperature [C](TimeStep),FAN:Fan Electricity Rate [W](TimeStep),DX_COOLING_COIL:Cooling Coil Electricity Rate [W](TimeStep),DX_HEATING_COIL:Heating Coil Electricity Rate [W](TimeStep),DX_HEATING_COIL:Heating Coil Defrost Electricity Rate [W](TimeStep),DX_HEATING_COIL:Heating Coil Crankcase Heater Electricity Rate [W](TimeStep),HEATING_RESISTANCE_BACKUP:Heating Coil Electricity Rate [W](TimeStep)
 01/01  01:00:00,-8.3,8.822222222,0.0,449.71410205278596,0.0,18.614616746036244,-4.8801863401355,21.192146428855807,0.0,340.236331707074,10.332290886073803,177.31770434553107,0.0
 01/01  02:00:00,-8.3,8.822222222,0.0,449.71410205278596,0.0,18.575869937528957,-3.8016573670661966,40.211784256285114,0.0,645.0225238539704,19.61485912602977,156.9605665706233,0.0
 01/01  03:00:00,-8.9,8.827777778,0.0,449.71410205278596,0.0,18.587868918828544,-2.8178559123144122,54.74229543240595,0.0,871.9228256363347,28.925102874025626,141.31020543764444,0.0
 01/01  04:00:00,-8.9,8.827777778,0.0,449.71410205278596,0.0,18.587122060403157,-2.252314787994231,63.728271421315966,0.0,1015.1211584734841,33.657232082845894,131.67666344774503,0.0
 01/01  05:00:00,-8.9,8.833333333,0.0,449.71410205278596,0.0,18.60436533725325,-1.5787191672054308,69.12557852461579,0.0,1106.0605546238705,31.572290958608306,126.02375118797673,0.0
 01/01  06:00:00,-8.9,8.833333333,0.0,449.71410205278596,0.0,19.68294847135756,0.682527177375598,109.77169064654703,0.0,1787.0557369986868,50.140046939753326,82.51810447570963,0.0
 01/01  07:00:00,-10.0,8.838888889,0.0,449.71410205278596,0.0,19.636395592571,0.5499414459824145,113.08395925591833,0.0,1826.4784842611655,60.38985316722135,78.56679584022245,0.0
 01/01  08:00:00,-9.4,8.844444444,0.0,449.71410205278596,0.0,19.72296907599376,1.4509246004270064,114.62623269681573,0.0,1863.8259684970142,55.9898930503121,77.1531214026883,0.0
 01/01  09:00:00,-6.7,8.85,0.0,449.71410205278596,0.0,19.74166691919986,2.341692673731426,84.72498988939606,0.0,1413.7741261380083,36.0687161940854,109.5744178668204,0.0
 01/01  10:00:00,-5.0,8.85,0.0,449.71410205278596,0.0,19.72735146279615,4.332374180896489,64.69707599798646,0.0,1097.921971223739,23.86397333319792,131.11358078726428,0.0
 01/01  11:00:00,-3.9,8.855555556,0.0,449.71410205278596,0.0,19.725432791045733,6.352022967519436,52.48730637124025,0.0,900.3955294082218,17.697019888189466,144.18129231882054,0.0
 01/01  12:00:00,-3.9,8.861111111,0.0,449.71410205278596,0.0,19.724225592317,8.570166238300896,44.16420331593878,0.0,753.4605042773782,18.348207684217538,152.97688887438852,0.0
 01/01  13:00:00,-1.1,8.861111111,0.0,449.71410205278596,0.0,19.723883971103774,11.806690551666813,27.794707677484137,0.0,485.11118787582666,11.24768452481074,170.4652809134628,0.0
 01/01  14:00:00,-1.1,8.861111111,0.0,449.71410205278596,0.0,19.723251173800122,14.225245426782422,20.184236372863072,0.0,352.29186679614645,8.167955282759761,178.55218429574813,0.0
 01/01  15:00:00,-0.6,8.861111111,0.0,449.71410205278596,0.0,19.646664849037055,14.452153765526417,16.08381294002731,0.0,281.39087061147666,6.8512198786736676,182.91088309267155,0.0
 01/01  16:00:00,-0.6,8.861111111,0.0,449.71410205278596,0.0,19.724022806124346,12.31926776263895,12.09248476768174,0.0,211.52034286509777,5.148546948929415,187.1517144230536,0.0
 01/01  17:00:00,-1.7,8.861111111,0.0,449.71410205278596,0.0,19.7214140300632,11.086242403243268,13.072144974202018,0.0,229.32694760543225,3.551485799548554,186.12541983060552,0.0
 01/01  18:00:00,-1.7,8.861111111,0.0,449.71410205278596,0.0,19.72093204724404,8.002212065530662,25.917821298173955,0.0,454.64165657322616,7.041443322962996,172.49121201466824,0.0
 01/01  19:00:00,-5.0,8.861111111,0.0,449.71410205278596,0.0,19.718108622580033,6.088157627824551,44.65727353768654,0.0,750.312066021268,22.89609261086782,152.33263966946168,0.0
 01/01  20:00:00,-5.6,8.861111111,0.0,449.71410205278596,0.0,19.71776388964107,3.939580318705657,58.32777904761075,0.0,976.0991981133031,29.374622952075004,137.71523296341454,0.0
 01/01  21:00:00,-7.8,8.861111111,0.0,449.71410205278596,0.0,19.686043478899748,3.853750503133746,76.22658840403022,0.0,1247.2694304721667,44.905879787096495,118.25846375659509,0.0
 01/01  22:00:00,-8.9,8.866666667,0.0,449.71410205278596,0.0,19.688037717472074,3.599131753485005,90.5078984433757,0.0,1467.5282020512195,53.97722061716891,102.78760431396101,0.0
 01/01  23:00:00,-10.0,8.866666667,0.0,449.71410205278596,0.0,18.614705791211904,1.5006142764514632,74.01176312095997,0.0,1165.1758785184995,45.35451164576311,120.35620421659127,0.0
 01/01  24:00:00,-10.0,8.866666667,0.0,449.71410205278596,0.0,18.559314256765088,1.3030632401614046,85.49728082284527,0.0,1344.71542240774,52.39257770251767,107.9971626263669,0.0
 01/02  01:00:00,-10.0,8.866666667,0.0,449.71410205278596,0.0,18.54853547335272,1.135942158336504,89.38124332785718,0.0,1404.2785524500684,54.798803251835764,103.81742687454843,0.0
 01/02  02:00:00,-9.4,8.866666667,0.0,449.71410205278596,0.0,18.5951342776656,1.504097994017452,93.36409692316246,0.0,1477.4698154328296,52.96328745206728,99.74010835511251,0.0
 01/02  03:00:00,-10.0,8.872222222,0.0,449.71410205278596,0.0,18.554583742574096,1.5151103310518677,99.0608365907682,0.0,1564.9189346125502,52.82498007070339,93.63884518408653,0.0
 01/02  04:00:00,-10.6,8.872222222,0.0,449.71410205278596,0.0,18.52356443798919,1.6858655034966206,106.49967981542666,0.0,1674.5104999872497,54.964639487068695,85.6218560831519,0.0
 01/02  05:00:00,-10.0,8.872222222,0.0,449.71410205278596,0.0,18.56821835827472,1.8301606218256523,108.14244971238595,0.0,1705.4603342785938,57.65658722125828,83.88922811179663,0.0
 01/02  06:00:00,-10.0,8.872222222,0.0,449.71410205278596,0.0,19.664635131449238,3.7568237698422884,145.65815661223493,0.0,2338.4422187617497,77.66491386754612,43.595787881341586,0.0
 01/02  07:00:00,-10.6,8.872222222,0.0,449.71410205278596,0.0,19.69923298980584,4.198555473486495,150.32897116162698,0.0,2407.2728235093923,86.59059860821745,38.246537712082706,0.0
 01/02  08:00:00,-10.0,8.872222222,0.0,449.71410205278596,0.0,19.734567437388016,4.3627479688787805,142.37131148418305,0.0,2298.858659941564,75.71279606887398,47.12697574526701,0.0
 01/02  09:00:00,-6.7,8.872222222,0.0,449.71410205278596,0.0,19.746154892069896,5.0466364734444795,110.00653391293302,0.0,1805.723929494908,74.6401832185569,81.97115311205309,0.0
 01/02  10:00:00,-2.8,8.877777778,0.0,449.71410205278596,0.0,19.72975242991449,6.854853270753362,79.20803214769865,0.0,1326.1276252919724,62.49265945561325,115.2984531534151,0.0
 01/02  11:00:00,-0.6,8.877777778,0.0,449.71410205278596,0.0,19.724058375648035,10.604847718520846,54.57286766833096,0.0,939.4425635058475,34.63661723758857,141.89498846531916,0.0
 01/02  12:00:00,-0.6,8.877777778,0.0,449.71410205278596,0.0,19.72290403685074,14.239027277984162,44.211286201506255,0.0,761.0892589099101,28.060270853034112,152.9272056102402,0.0
 01/02  13:00:00,2.8,8.883333333,0.0,449.71410205278596,0.0,19.723561756168305,16.53459884948326,29.55958760347792,0.0,544.438949483173,4.129978557374499,168.69930081887705,0.0
 01/02  14:00:00,3.9,8.883333333,0.0,449.71410205278596,0.0,19.723469962548556,17.645872949679323,22.5611786274696,0.0,424.55898977943576,0.018609359723229812,176.1260022827147,0.0
