Date/Time,LIVING:AFN Zone Infiltration Air Change Rate [ach](RunPeriod),ATTIC:AFN Zone Infiltration Air Change Rate [ach](RunPeriod),CRAWLSPACE:AFN Zone Infiltration Air Change Rate [ach](RunPeriod),Facility:Facility Heating Setpoint Not Met Time [hr](RunPeriod),Facility:Facility Cooling Setpoint Not Met Time [hr](RunPeriod),DX_HEATING_COIL:Heating Coil Electricity Energy [J](RunPeriod),DX_HEATING_COIL:Heating Coil Defrost Electricity Energy [J](RunPeriod),DX_HEATING_COIL:Heating Coil Crankcase Heater Electricity Energy [J](RunPeriod),HEATING_RESISTANCE_BACKUP:Heating Coil Electricity Energy [J](RunPeriod),Electricity:Facility [J](RunPeriod),Heating:Electricity [J](RunPeriod),Cooling:Electricity [J](RunPeriod),Fans:Electricity [J](RunPeriod),InteriorLights:Electricity [J](RunPeriod),ExteriorLights:Electricity [J](RunPeriod),InteriorEquipment:Electricity [J](RunPeriod),electric_mels:InteriorEquipment:Electricity [J](RunPeriod),NaturalGas:Facility [J](RunPeriod),InteriorEquipment:NaturalGas [J](RunPeriod),gas_mels:InteriorEquipment:NaturalGas [J](RunPeriod)
 June,0.0673399453539024,0.5084033826454105,1.1516752217697126,0.0,19.666666666666668,0.0,0.0,0.0,0.0,971437287.6871312,0.0,382887040.1916509,34066547.4954797,0.0,0.0,554483700.0000004,554483700.0000004,0.0,0.0,0.0
 December,0.22346030156617158,0.5162668186856608,2.0647887754554555,0.0,0.0,493230703.9840714,26173242.627187602,38889755.225127794,136605562.33571282,1151226443.8420253,694899264.1720995,0.0,48931379.66992487,0.0,0.0,407395800.00000095,407395800.00000095,0.0,0.0,0.0
 December,0.17089386594841258,0.4141690860976621,1.0050582327039888,0.0,62.499999999999986,6318732832.932258,301542497.03302,2172343727.0929236,207596077.27622214,44808709105.4576,9000215134.334433,4959286938.68412,1093540123.97705,0.0,0.0,29755666908.462456,29755666908.462456,0.0,0.0,0.0
