Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),Environment:Site Mains Water Temperature [C](TimeStep),INTERIOR LIGHTS:Lights Electricity Rate [W](TimeStep),ELECTRIC_MELS1:Electric Equipment Electricity Rate [W](TimeStep),GAS_MELS1:Gas Equipment NaturalGas Rate [W](TimeStep),LIVING:Zone Mean Air Temperature [C](TimeStep),ATTIC:Zone Mean Air Temperature [C](TimeStep),FAN:Fan Electricity Rate [W](TimeStep),DX_COOLING_COIL:Cooling Coil Electricity Rate [W](TimeStep),DX_HEATING_COIL:Heating Coil Electricity Rate [W](TimeStep),DX_HEATING_COIL:Heating Coil Defrost Electricity Rate [W](TimeStep),DX_HEATING_COIL:Heating Coil Crankcase Heater Electricity Rate [W](TimeStep),HEATING_RESISTANCE_BACKUP:Heating Coil Electricity Rate [W](TimeStep)
 01/01  01:00:00,-3.3,8.822222222,0.0,449.71410205278596,0.0,18.62056897372015,-0.9287922841574092,5.5154873006726595,0.0,91.17266752369933,3.195482653078291,194.11648688062417,0.0
 01/01  02:00:00,-4.4,8.822222222,0.0,449.71410205278596,0.0,18.51666561783342,-0.9848920012614562,14.737369641398278,0.0,240.2289414624852,9.724917794058076,184.24103979652628,0.0
 01/01  03:00:00,-4.4,8.827777778,0.0,449.71410205278596,0.0,18.585641202269798,-0.415309039872217,26.011854308006185,0.0,423.40637212920797,17.164671639262245,172.18512454325304,0.0
 01/01  04:00:00,-4.4,8.827777778,0.0,449.71410205278596,0.0,18.548867589092357,-0.29207964105862144,31.727521969327093,0.0,517.0128798120595,20.93638585419271,166.07316601870056,0.0
 01/01  05:00:00,-3.9,8.833333333,0.0,449.71410205278596,0.0,18.579470531005214,0.2785520195104572,41.48626633222544,0.0,675.2275931675753,29.61823551347091,155.62639998671236,0.0
 01/01  06:00:00,-4.4,8.833333333,0.0,449.71410205278596,0.0,19.682376147061067,2.3320726829268987,80.33315618282073,0.0,1323.278657951555,59.45710173892486,113.97923304024123,0.0
 01/01  07:00:00,-4.4,8.838888889,0.0,449.71410205278596,0.0,19.73092123691807,2.3540839193444896,73.86170888829318,0.0,1224.8324385413853,54.668588818531525,120.90711115676376,0.0
 01/01  08:00:00,-4.0,8.844444444,0.0,449.71410205278596,0.0,19.72314876332325,3.322540408590062,78.07641870301563,0.0,1298.65015387529,57.46536797267698,116.44376076047737,0.0
 01/01  09:00:00,-2.8,8.85,0.0,449.71410205278596,0.0,19.717777267758684,2.469781558203892,74.44868075229233,0.0,1251.950956038116,52.23312375903161,120.48511802212245,0.0
 01/01  10:00:00,-2.8,8.85,0.0,449.71410205278596,0.0,19.73931195718135,2.871013181155658,65.80947780002904,0.0,1106.942560564592,46.17189549246278,129.71217195978517,0.0
 01/01  11:00:00,-2.8,8.855555556,0.0,449.71410205278596,0.0,19.701339826495797,2.5796160782822266,70.40194057865385,0.0,1204.0619413413544,33.12112529122064,125.04381230525377,0.0
 01/01  12:00:00,-2.2,8.861111111,0.0,449.71410205278596,0.0,19.734916556736877,3.5847521425839863,58.038671721934975,0.0,1008.0873769600177,19.019459731979758,138.3436470080875,0.0
