Date/Time,LIVING:AFN Zone Infiltration Air Change Rate [ach](RunPeriod),ATTIC:AFN Zone Infiltration Air Change Rate [ach](RunPeriod),CRAWLSPACE:AFN Zone Infiltration Air Change Rate [ach](RunPeriod),Facility:Facility Heating Setpoint Not Met Time [hr](RunPeriod),Facility:Facility Cooling Setpoint Not Met Time [hr](RunPeriod),HEATING_RESISTANCE_MAIN:Heating Coil Electricity Energy [J](RunPeriod),Electricity:Facility [J](RunPeriod),Heating:Electricity [J](RunPeriod),Fans:Electricity [J](RunPeriod),InteriorLights:Electricity [J](RunPeriod),ExteriorLights:Electricity [J](RunPeriod),InteriorEquipment:Electricity [J](RunPeriod),electric_mels:InteriorEquipment:Electricity [J](RunPeriod),NaturalGas:Facility [J](RunPeriod),InteriorEquipment:NaturalGas [J](RunPeriod),gas_mels:InteriorEquipment:NaturalGas [J](RunPeriod)
 February,0.851104829145083,0.11769177218775806,0.21696120155982385,0.0,0.0,3136338159.077273,3417115080.157571,3136338159.077269,37578921.080300316,0.0,0.0,243197999.9999995,243197999.9999995,0.0,0.0,0.0
 August,0.3059648981586567,0.33675197963049514,0.300220977754693,0.0,167.99999999999997,0.0,648153900.0000015,0.0,0.0,0.0,0.0,648153900.0000015,648153900.0000015,0.0,0.0,0.0
 December,0.636211920609376,0.3412499710324451,0.3551681184050247,1.3333333333333333,2919.6666666666683,80859615211.9902,102712959755.04317,80859615211.99022,968842307.3387024,0.0,0.0,20884502235.71363,20884502235.71363,0.0,0.0,0.0
