Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),Environment:Site Mains Water Temperature [C](TimeStep),INTERIOR LIGHTS:Lights Electricity Rate [W](TimeStep),ELECTRIC_MELS1:Electric Equipment Electricity Rate [W](TimeStep),GAS_MELS1:Gas Equipment NaturalGas Rate [W](TimeStep),LIVING:Zone Mean Air Temperature [C](TimeStep),ATTIC:Zone Mean Air Temperature [C](TimeStep),FAN:Fan Electricity Rate [W](TimeStep),DX_COOLING_COIL:Cooling Coil Electricity Rate [W](TimeStep),DX_HEATING_COIL:Heating Coil Electricity Rate [W](TimeStep),DX_HEATING_COIL:Heating Coil Defrost Electricity Rate [W](TimeStep),DX_HEATING_COIL:Heating Coil Crankcase Heater Electricity Rate [W](TimeStep),HEATING_RESISTANCE_BACKUP:Heating Coil Electricity Rate [W](TimeStep)
 01/01  01:00:00,2.0,8.822222222,0.0,449.71410205278596,0.0,19.608983107629463,1.6535968015780578,0.0,0.0,0.0,0.0,200.0,0.0
 01/01  02:00:00,1.0,8.822222222,0.0,449.71410205278596,0.0,19.130857431474396,0.4153547296769986,0.0,0.0,0.0,0.0,200.0,0.0
 01/01  03:00:00,1.0,8.827777778,0.0,449.71410205278596,0.0,18.844530995405663,-0.556499090500733,0.0,0.0,0.0,0.0,200.0,0.0
 01/01  04:00:00,1.0,8.827777778,0.0,449.71410205278596,0.0,18.60948149783472,-1.0735543957095304,2.5894741040919738,0.0,43.38364495581178,2.168134558008301,197.24263914749224,0.0
 01/01  05:00:00,0.0,8.833333333,0.0,449.71410205278596,0.0,18.50683344901378,-0.9727927863025033,9.896583926966134,0.0,162.6535127520527,9.551596489025068,189.43636280438025,0.0
 01/01  06:00:00,-1.0,8.833333333,0.0,449.71410205278596,0.0,19.70003993326896,2.475358225031025,49.023608733694665,0.0,806.8470983188898,52.690549245109295,147.5285388022114,0.0
 01/01  07:00:00,-1.0,8.838888889,0.0,449.71410205278596,0.0,19.69427061511095,2.2265267928453625,51.14129603198218,0.0,846.4369337441785,54.96754380075845,145.2610120220572,0.0
 01/01  08:00:00,-1.0,8.844444444,0.0,449.71410205278596,0.0,19.721881882306572,2.959249763203547,53.4393403638107,0.0,885.0187546440616,57.43762618043341,142.80120027977426,0.0
 01/01  09:00:00,1.0,8.85,0.0,449.71410205278596,0.0,19.731238033279737,4.035828322516283,38.40056685334287,0.0,645.8256242550884,40.84604316422264,159.03287195432603,0.0
 01/01  10:00:00,2.0,8.85,0.0,449.71410205278596,0.0,19.723347021194698,7.6042977262358935,25.025329765334803,0.0,428.7259794103845,23.27434953784607,173.36534741669982,0.0
 01/01  11:00:00,4.0,8.855555556,0.0,449.71410205278596,0.0,19.722654955264698,12.065541908247226,11.985921528627955,0.0,212.89952541210977,8.351137790036546,187.28503656880213,0.0
 01/01  12:00:00,6.0,8.861111111,0.0,449.71410205278596,0.0,19.72222104751309,17.76747089528813,3.8519548420410463,0.0,77.50293030854131,0.0,195.92391436616668,0.0
 01/01  13:00:00,7.0,8.861111111,0.0,449.71410205278596,0.0,19.722109569569696,22.049995957063235,1.4657566549690284,0.0,29.804935196469387,0.0,198.44895646781546,0.0
 01/01  14:00:00,9.0,8.861111111,0.0,449.71410205278596,0.0,20.00247222334888,24.273522735868628,0.0,0.0,0.0,0.0,200.0,0.0
 01/01  15:00:00,9.0,8.861111111,0.0,449.71410205278596,0.0,20.349966743105448,25.986940259097842,0.0,0.0,0.0,0.0,199.99999999999994,0.0
 01/01  16:00:00,9.0,8.861111111,0.0,449.71410205278596,0.0,20.573186796880066,23.86266165156838,0.0,0.0,0.0,0.0,199.99999999999997,0.0
 01/01  17:00:00,8.0,8.861111111,0.0,449.71410205278596,0.0,20.6574740114166,21.58282705284693,0.0,0.0,0.0,0.0,200.0,0.0
 01/01  18:00:00,8.0,8.861111111,0.0,449.71410205278596,0.0,20.136904291039183,16.80930370231446,0.0,0.0,0.0,0.0,200.0,0.0
 01/01  19:00:00,8.0,8.861111111,0.0,449.71410205278596,0.0,19.78984771705709,12.856726763665817,0.4091996243007971,0.0,8.41295910936987,0.0,199.5669905857207,0.0
 01/01  20:00:00,6.0,8.861111111,0.0,449.71410205278596,0.0,19.721572230262577,10.180491079018708,6.805945914489092,0.0,136.94377751034304,0.0,192.7980416426701,0.0
 01/01  21:00:00,5.0,8.861111111,0.0,449.71410205278596,0.0,19.72190242997683,8.296960731115885,13.065111537080547,0.0,233.19973323107166,9.718365229005029,186.14982156758865,0.0
 01/01  22:00:00,3.0,8.866666667,0.0,449.71410205278596,0.0,19.718198312547567,7.122048917260553,21.63007754719993,0.0,370.31697913667387,22.26941405384311,176.99479731723164,0.0
 01/01  23:00:00,3.0,8.866666667,0.0,449.71410205278596,0.0,18.716435745215108,4.737009721986002,8.54589768239848,0.0,143.1403618547874,8.798261537867283,190.91104106083512,0.0
 01/01  24:00:00,2.0,8.866666667,0.0,449.71410205278596,0.0,18.60751705541285,4.170327494034616,14.04776094324335,0.0,235.5352165333838,13.064469587433571,185.0493089793741,0.0
 01/02  01:00:00,3.0,8.866666667,0.0,449.71410205278596,0.0,18.61342501899776,3.594618320834285,16.746454451820178,0.0,280.3162473890448,17.240970804204345,182.18938195502432,0.0
 01/02  02:00:00,2.0,8.866666667,0.0,449.71410205278596,0.0,18.59454069837299,3.245197165929677,23.448585699505813,0.0,392.5609442717297,21.807225653846544,175.04429165028404,0.0
 01/02  03:00:00,2.0,8.872222222,0.0,449.71410205278596,0.0,18.603596249603818,2.9892901189055396,27.11599731178825,0.0,453.9253350166671,25.217922324144055,171.1411655615109,0.0
 01/02  04:00:00,1.0,8.872222222,0.0,449.71410205278596,0.0,18.541114139134184,2.8760523503202076,31.468441714006943,0.0,517.1172946266419,33.470905079967764,166.42987305520234,0.0
