Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),LIVING:Zone Mean Air Temperature [C](Hourly),FAN:Fan Electricity Rate [W](Hourly),DX_HEATING_COIL:Heating Coil Electricity Rate [W](Hourly),DX_HEATING_COIL:Heating Coil Defrost Electricity Rate [W](Hourly),DX_HEATING_COIL:Heating Coil Crankcase Heater Electricity Rate [W](Hourly),HEATING_RESISTANCE_BACKUP:Heating Coil Electricity Rate [W](Hourly)
 01/01  01:00:00,10.0,21.07700114631187,21.958458267416017,303.07314668747125,0.0,0.0,0.0
 01/01  02:00:00,10.0,20.328283347935276,2.357100464630526,33.109528614592,0.0,0.0,0.0
 01/01  03:00:00,9.4,20.478852740768055,10.203047368479051,139.92899667677978,0.0,183.30116091583423,0.0
 01/01  04:00:00,9.4,20.58075704508583,13.269674995738491,183.73111918598917,0.0,178.28215831501657,0.0
 01/01  05:00:00,10.0,20.6333245154052,13.464753133674193,187.92321744016775,0.0,0.0,0.0
 01/01  06:00:00,10.0,20.357995069609274,7.814667991849508,108.73782356605501,0.0,0.0,0.0
 01/01  07:00:00,10.0,19.919811049009482,11.811956452394748,163.4825492152261,0.0,0.0,0.0
 01/01  08:00:00,10.0,20.71311278387376,30.386163674686717,414.9467821293585,0.0,0.0,0.0
 01/01  09:00:00,9.4,20.427126126168215,22.72685289649529,313.37256731355876,0.0,162.80404807483959,0.0
 01/01  10:00:00,9.4,20.59449124700738,15.548703882538254,212.21825891814095,0.0,174.55218086078978,0.0
 01/01  11:00:00,10.0,20.699090374522406,15.372060967205789,212.64008822982032,0.0,0.0,0.0
 01/01  12:00:00,10.6,20.467008865694417,2.3498894154742755,32.823590029968294,0.0,0.0,0.0
 01/01  13:00:00,10.0,19.953671180994043,3.118108691182598,43.098827313612404,0.0,0.0,0.0
 01/01  14:00:00,11.1,21.734167487585538,47.943122490282065,0.0,0.0,0.0,0.0
 01/01  15:00:00,11.7,21.1446036732033,0.0,0.0,0.0,0.0,0.0
 01/01  16:00:00,10.6,20.67683970334735,0.0,0.0,0.0,0.0,0.0
 01/01  17:00:00,10.0,20.49959629489309,0.0,0.0,0.0,0.0,0.0
 01/01  18:00:00,8.9,20.393375950009982,4.872529823228718,66.4000962120598,0.0,192.02536374551556,0.0
 01/01  19:00:00,7.8,20.339490542163905,11.234519183301316,150.14382030630222,0.0,181.6130003856007,0.0
 01/01  20:00:00,7.8,20.565128758730314,17.401812142119322,232.0686590463928,0.0,171.51928730313733,0.0
 01/01  21:00:00,7.8,20.65326721816399,16.424575315502242,219.86960772596586,0.0,173.11868402506317,0.0
 01/01  22:00:00,7.8,20.23285069198639,17.196013779243223,230.37818199324565,0.0,171.85610762958902,0.0
 01/01  23:00:00,7.2,20.33130045764375,25.790280195741083,339.7792441118372,0.0,157.79028329764327,0.0
 01/01  24:00:00,6.7,20.592867287971636,33.64073887509131,442.08927655710016,0.0,144.94181347397492,0.0
