Date/Time,LIVING:AFN Zone Infiltration Air Change Rate [ach](RunPeriod),ATTIC:AFN Zone Infiltration Air Change Rate [ach](RunPeriod),Facility:Facility Heating Setpoint Not Met Time [hr](RunPeriod),Facility:Facility Cooling Setpoint Not Met Time [hr](RunPeriod),DX_HEATING_COIL:Heating Coil Electricity Energy [J](RunPeriod),DX_HEATING_COIL:Heating Coil Defrost Electricity Energy [J](RunPeriod),DX_HEATING_COIL:Heating Coil Crankcase Heater Electricity Energy [J](RunPeriod),HEATING_RESISTANCE_BACKUP:Heating Coil Electricity Energy [J](RunPeriod),Electricity:Facility [J](RunPeriod),Heating:Electricity [J](RunPeriod),Cooling:Electricity [J](RunPeriod),Fans:Electricity [J](RunPeriod),Pumps:Electricity [J](RunPeriod),WaterSystems:Electricity [J](RunPeriod),InteriorLights:Electricity [J](RunPeriod),ExteriorLights:Electricity [J](RunPeriod),InteriorEquipment:Electricity [J](RunPeriod),electric_mels:InteriorEquipment:Electricity [J](RunPeriod),NaturalGas:Facility [J](RunPeriod),InteriorEquipment:NaturalGas [J](RunPeriod),gas_mels:InteriorEquipment:NaturalGas [J](RunPeriod)
 August,0.2781532515220442,4.550380002771019,0.0,0.0,0.0,0.0,0.0,0.0,214642041.48737834,0.0,13337116.401641118,1231406.7362071742,0.0,37971513.77507468,60536245.81959151,43200000.0,58365758.754863839,58365758.754863839,0.0,0.0,0.0
 December,0.45420812613232616,4.076429791000922,0.0,0.0,77508898.54702576,6443607.503398404,11625432.24792631,0.0,303330722.9894171,95577938.29835049,0.0,7043039.769658335,0.0,38607740.346953149,60536245.81959151,43200000.0,58365758.754863839,58365758.754863839,0.0,0.0,0.0
 December,0.35401828736646726,4.804644752305117,0.25,0.0,6367773935.098244,262239423.6716105,2285780579.369747,0.0,78382914639.32016,8915793938.139609,759252299.0171652,584711154.8351134,0.0,8955925577.648716,22095729724.14978,15768000000.0,21303501945.526597,21303501945.526597,0.0,0.0,0.0
