Date/Time,LIVING:AFN Zone Infiltration Air Change Rate [ach](RunPeriod),ATTIC:AFN Zone Infiltration Air Change Rate [ach](RunPeriod),Facility:Facility Heating Setpoint Not Met Time [hr](RunPeriod),Facility:Facility Cooling Setpoint Not Met Time [hr](RunPeriod),HEATING_RESISTANCE_MAIN:Heating Coil Electricity Energy [J](RunPeriod),Electricity:Facility [J](RunPeriod),Heating:Electricity [J](RunPeriod),Fans:Electricity [J](RunPeriod),InteriorLights:Electricity [J](RunPeriod),ExteriorLights:Electricity [J](RunPeriod),InteriorEquipment:Electricity [J](RunPeriod),electric_mels:InteriorEquipment:Electricity [J](RunPeriod),NaturalGas:Facility [J](RunPeriod),InteriorEquipment:NaturalGas [J](RunPeriod),gas_mels:InteriorEquipment:NaturalGas [J](RunPeriod)
 January,0.38562954998927573,5.718896761961155,0.0,0.0,2355134182.723651,2741683387.817656,2355134182.7236514,28218705.094009407,0.0,0.0,358330500.00000083,358330500.00000083,0.0,0.0,0.0
 August,0.28639816593533646,3.181293444272189,0.0,112.66666666666664,0.0,416481299.99999994,0.0,0.0,0.0,0.0,416481299.99999994,416481299.99999994,0.0,0.0,0.0
 December,0.3357421684630221,4.720769585223642,0.0,1777.3333333333346,30336818369.990715,53528048512.732834,30336818369.990746,363489161.5171839,0.0,0.0,22827740981.225624,22827740981.225624,0.0,0.0,0.0
