Date/Time,LIVING:AFN Zone Infiltration Air Change Rate [ach](Annual),ATTIC:AFN Zone Infiltration Air Change Rate [ach](Annual),CRAWLSPACE:AFN Zone Infiltration Air Change Rate [ach](Annual),Facility:Facility Heating Setpoint Not Met Time [hr](Annual),Facility:Facility Cooling Setpoint Not Met Time [hr](Annual),HEATING_ASHP_SS_8.5HSPF:Heating Coil Heating Energy [J](Annual),HEATING_FUEL_BACKUP:Heating Coil Heating Energy [J](Annual),Electricity:Facility [J](Annual),Heating:Electricity [J](Annual),Cooling:Electricity [J](Annual),Fans:Electricity [J](Annual),InteriorLights:Electricity [J](Annual),ExteriorLights:Electricity [J](Annual),InteriorEquipment:Electricity [J](Annual),NaturalGas:Facility [J](Annual),Heating:NaturalGas [J](Annual),InteriorEquipment:NaturalGas [J](Annual) 
,0.13008547909767075,2.115053248126217,2.268631725927002,0.0,5.25,22727793017.802854,28135346184.049638,15280510479.446616,8783995325.795479,4523946874.444508,1972568279.2057052,0.0,0.0,0.0,33100407275.352487,33100407275.352487,0.0 
