Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),Environment:Site Mains Water Temperature [C](TimeStep),INTERIOR LIGHTS:Lights Electricity Rate [W](TimeStep),ELECTRIC_MELS1:Electric Equipment Electricity Rate [W](TimeStep),GAS_MELS1:Gas Equipment NaturalGas Rate [W](TimeStep),LIVING:Zone Mean Air Temperature [C](TimeStep),ATTIC:Zone Mean Air Temperature [C](TimeStep),FAN:Fan Electricity Rate [W](TimeStep),DX_COOLING_COIL:Cooling Coil Electricity Rate [W](TimeStep),DX_HEATING_COIL:Heating Coil Electricity Rate [W](TimeStep),DX_HEATING_COIL:Heating Coil Defrost Electricity Rate [W](TimeStep),DX_HEATING_COIL:Heating Coil Crankcase Heater Electricity Rate [W](TimeStep),HEATING_RESISTANCE_BACKUP:Heating Coil Electricity Rate [W](TimeStep)
 01/01  01:00:00,-2.8,8.822222222,0.0,449.71410205278596,0.0,18.666197065044464,1.591252905371566,2.8360003978710964,0.0,46.388724773273374,2.2871094494680486,196.9667521110137,0.0
 01/01  02:00:00,-2.2,8.822222222,0.0,449.71410205278596,0.0,18.5960731486823,1.5231089667381303,9.603392557231329,0.0,158.2639947624713,7.14861113031411,189.7450736923181,0.0
 01/01  03:00:00,-2.2,8.827777778,0.0,449.71410205278596,0.0,18.583491796345598,2.2188013087581746,19.094539778131658,0.0,309.34303888883954,18.350030074282884,179.55247720613767,0.0
 01/01  04:00:00,-2.0,8.827777778,0.0,449.71410205278596,0.0,18.605198073916014,2.5477692503297744,24.293845863158992,0.0,391.58722913334,25.42868703784501,173.96398951781273,0.0
 01/01  05:00:00,-2.0,8.833333333,0.0,449.71410205278596,0.0,18.599046998122017,2.744452818644063,27.989809225378725,0.0,451.2928144758107,29.297328295922096,170.0029519621886,0.0
 01/01  06:00:00,-2.0,8.833333333,0.0,449.71410205278596,0.0,19.697745992330475,4.9510250816715295,59.38026887203341,0.0,960.0462282046747,73.28046044904484,136.19963273725347,0.0
 01/01  07:00:00,-2.0,8.838888889,0.0,449.71410205278596,0.0,19.702742701946793,5.4223727503539365,60.47259283463309,0.0,982.6891222409424,74.63000145912494,135.02467816475706,0.0
 01/01  08:00:00,-2.0,8.844444444,0.0,449.71410205278596,0.0,19.72108053262656,5.7966443917515615,60.798584523000116,0.0,1002.83093896477,63.64355381471372,134.83642188142002,0.0
 01/01  09:00:00,-2.0,8.85,0.0,449.71410205278596,0.0,19.72643673430829,6.587098194973422,60.16567758628905,0.0,978.5114452378142,74.25148088437228,135.35423056573467,0.0
 01/01  10:00:00,-2.0,8.85,0.0,449.71410205278596,0.0,19.72503963668727,7.225403508955425,58.65671231483427,0.0,954.0112770345897,72.38925385760115,136.97554636406028,0.0
 01/01  11:00:00,-1.1,8.855555556,0.0,449.71410205278596,0.0,19.72549941577402,8.310423559928646,54.05694010944591,0.0,888.4401979858875,63.477731386747436,142.0628310654987,0.0
 01/01  12:00:00,-1.0,8.861111111,0.0,449.71410205278596,0.0,19.722794819621043,8.736234907090063,53.92616285678714,0.0,888.9852621850675,61.65642636431914,142.23439944402173,0.0
 01/01  13:00:00,-1.0,8.861111111,0.0,449.71410205278596,0.0,19.72415268791754,9.728279919146832,53.55051683113327,0.0,868.9765579403596,71.91476785147063,142.50213072485423,0.0
 01/01  14:00:00,0.0,8.861111111,0.0,449.71410205278596,0.0,19.726087965549336,10.422441372505569,49.62351683217176,0.0,816.8115649956518,61.848170154828765,146.8813169459084,0.0
 01/01  15:00:00,0.0,8.861111111,0.0,449.71410205278596,0.0,19.694256521072557,10.365329432197132,50.2069771746455,0.0,823.2661405984104,64.93205510991363,146.23116504640095,0.0
 01/01  16:00:00,0.0,8.861111111,0.0,449.71410205278596,0.0,19.7214537782042,10.728466481232237,51.39187501259459,0.0,834.1348130300225,72.63137462481718,144.8943940822391,0.0
 01/01  17:00:00,0.6,8.861111111,0.0,449.71410205278596,0.0,19.71927365762519,9.641688667312836,53.54230730309673,0.0,877.5392499623158,72.03322025127537,142.69769471565345,0.0
 01/01  18:00:00,-5.0,8.861111111,0.0,449.71410205278596,0.0,19.715111404031695,8.18544266297765,76.5114893537906,0.0,1246.3655107741395,72.43858495774748,117.69494212259922,0.0
 01/01  19:00:00,1.0,8.861111111,0.0,449.71410205278596,0.0,19.756754922055144,8.267173825788902,55.604034524265515,0.0,912.8976919589411,75.71883166726518,140.52929221166846,0.0
 01/01  20:00:00,1.0,8.861111111,0.0,449.71410205278596,0.0,19.712980326687955,7.774224844682797,61.55771727714469,0.0,1010.3212384140149,83.82619215170129,134.1616495039296,0.0
 01/01  21:00:00,1.0,8.861111111,0.0,449.71410205278596,0.0,19.730150402391825,7.917586098340977,64.57460189808899,0.0,1039.9266179988265,102.31002125859357,130.79901139890129,0.0
 01/01  22:00:00,1.1,8.866666667,0.0,449.71410205278596,0.0,19.729088576694664,8.413196536765454,61.66180365059217,0.0,1007.465566890275,87.82645082323387,134.02789667623477,0.0
 01/01  23:00:00,1.1,8.866666667,0.0,449.71410205278596,0.0,18.614719398401668,6.731699945604533,39.89584165682807,0.0,637.6860275049839,56.82128001090874,157.31787723708635,0.0
 01/01  24:00:00,1.0,8.866666667,0.0,449.71410205278596,0.0,18.642631125140873,6.756666571175972,47.53326873247108,0.0,762.3413287373569,64.72449345838062,149.16441059040767,0.0
 01/02  01:00:00,0.0,8.866666667,0.0,449.71410205278596,0.0,18.606468818381078,5.4361087750629835,50.291221628555114,0.0,805.4598747176042,65.33388275554647,146.1414366890515,0.0
 01/02  02:00:00,1.0,8.866666667,0.0,449.71410205278596,0.0,18.478895628719275,5.1464696370410445,51.685587401314166,0.0,829.0466165980179,70.37859384233181,144.72359521679667,0.0
 01/02  03:00:00,0.0,8.872222222,0.0,449.71410205278596,0.0,18.610570262129045,6.325209283834125,56.48322354356732,0.0,892.3398916211557,82.37376792971371,139.41146502673325,0.0
 01/02  04:00:00,1.0,8.872222222,0.0,449.71410205278596,0.0,18.39550847958456,6.193877541179288,56.36397161904733,0.0,904.0344155289902,76.74898647635145,139.72019315032622,0.0
 01/02  05:00:00,0.0,8.872222222,0.0,449.71410205278596,0.0,18.61857094662519,6.501577797721575,57.25267735217929,0.0,903.7112731939882,83.49567675920606,138.58626528097784,0.0
 01/02  06:00:00,-1.0,8.872222222,0.0,449.71410205278596,0.0,19.70012078934944,8.884645073821428,83.47009990448765,0.0,1347.9611620109208,112.09274418949381,110.37871434958582,0.0
 01/02  07:00:00,1.0,8.872222222,0.0,449.71410205278596,0.0,19.713597769270365,7.730249163074145,82.53289957974907,0.0,1353.9640375531867,112.38900159353445,111.72798991719011,0.0
 01/02  08:00:00,0.0,8.872222222,0.0,449.71410205278596,0.0,19.694297973092077,7.724658921250905,85.74332970750311,0.0,1386.8042493620069,125.05602703890138,108.01730140195369,0.0
 01/02  09:00:00,0.0,8.872222222,0.0,449.71410205278596,0.0,19.74574980448459,7.795692837707101,84.67676509207222,0.0,1368.7293389101224,123.50019318396392,109.1616668510722,0.0
 01/02  10:00:00,0.0,8.877777778,0.0,449.71410205278596,0.0,19.729764262746052,8.05063640234474,82.19008416355607,0.0,1329.7657382179545,119.87377858989063,111.82901050892275,0.0
 01/02  11:00:00,0.0,8.877777778,0.0,449.71410205278596,0.0,19.725238413828954,8.648384567144694,81.33758449583004,0.0,1315.6486019555168,118.63031141801358,112.74362029459706,0.0
 01/02  12:00:00,0.0,8.877777778,0.0,449.71410205278596,0.0,19.679421673848868,8.776639827602612,81.74760744590553,0.0,1322.2853593235054,119.2283285149956,112.3037596362134,0.0
 01/02  13:00:00,0.0,8.883333333,0.0,449.71410205278596,0.0,19.71521837994466,7.976878339072163,83.77905084777227,0.0,1378.1933134560068,104.41766933227224,110.32023957017799,0.0
 01/02  14:00:00,0.0,8.883333333,0.0,449.71410205278596,0.0,19.712689735167043,7.680288658439121,86.429901761553,0.0,1422.0293075676984,107.7215966918406,107.48264114475471,0.0
 01/02  15:00:00,-0.6,8.883333333,0.0,449.71410205278596,0.0,19.729888203823673,8.1887493823357,85.45444265214739,0.0,1399.484328184626,107.49830533149,108.41071318437116,0.0
 01/02  16:00:00,0.0,8.883333333,0.0,449.71410205278596,0.0,19.74344390219832,8.2237578392684,83.23803452101055,0.0,1369.9321048092559,103.74351676524556,110.89923966748638,0.0
 01/02  17:00:00,-0.6,8.888888889,0.0,449.71410205278596,0.0,19.728541647603446,7.874277735202767,80.94838798633455,0.0,1341.777916732749,89.89030463745021,113.38066518827746,0.0
 01/02  18:00:00,-1.0,8.888888889,0.0,449.71410205278596,0.0,19.72519777098975,8.364652202585273,84.10948033143654,0.0,1386.4766574920095,96.16647414419208,109.9021065628127,0.0
 01/02  19:00:00,-1.1,8.894444444,0.0,449.71410205278596,0.0,19.72661912199637,8.994100444519509,83.5347804365135,0.0,1372.5742941653941,98.19813351291101,110.4677716714897,0.0
 01/02  20:00:00,-0.6,8.894444444,0.0,449.71410205278596,0.0,19.733664899023548,9.075336130615906,81.97288937363784,0.0,1358.5363002079516,90.94648529934747,112.2853990032922,0.0
 01/02  21:00:00,-1.0,8.894444444,0.0,449.71410205278596,0.0,19.69869735464481,9.043170460414927,84.019958268631,0.0,1385.1811558502138,96.06415867621243,109.9979654181263,0.0
 01/02  22:00:00,-1.0,8.894444444,0.0,449.71410205278596,0.0,19.723814667647517,9.550725705969338,83.59396286512265,0.0,1377.4503656972415,95.57694211368178,110.45443620300607,0.0
 01/02  23:00:00,-1.0,8.894444444,0.0,449.71410205278596,0.0,18.620818292870723,7.833368074835384,59.3595602310937,0.0,958.304274823117,67.86426977205541,136.41830169475486,0.0
 01/02  24:00:00,-2.0,8.9,0.0,449.71410205278596,0.0,18.609826176258245,7.287536693101226,67.21037800767691,0.0,1083.8766811557898,70.35009632415554,127.9697043503422,0.0
 01/03  01:00:00,-2.2,8.9,0.0,449.71410205278596,0.0,18.598735489786083,7.091816799429092,73.36609600118848,0.0,1179.2313176768002,78.1905083053388,121.32583428390006,0.0
 01/03  02:00:00,-2.2,8.9,0.0,449.71410205278596,0.0,18.615679759893425,7.292139949093036,73.62415599897365,0.0,1183.5451636025102,78.46557577919042,121.0490653449337,0.0
 01/03  03:00:00,-3.0,8.905555556,0.0,449.71410205278596,0.0,18.582267778563217,7.131010818632794,77.64338710519138,0.0,1235.6998075788088,87.87757176754846,116.53863163477256,0.0
 01/03  04:00:00,-2.8,8.905555556,0.0,449.71410205278596,0.0,18.57198522229538,6.896501941192019,79.74151011478646,0.0,1271.9427303769207,88.49339643930074,114.34391598647795,0.0
