Date/Time,LIVING:AFN Zone Infiltration Air Change Rate [ach](RunPeriod),ATTIC:AFN Zone Infiltration Air Change Rate [ach](RunPeriod),Facility:Facility Heating Setpoint Not Met Time [hr](RunPeriod),Facility:Facility Cooling Setpoint Not Met Time [hr](RunPeriod),DX_HEATING_COIL:Heating Coil Electricity Energy [J](RunPeriod),DX_HEATING_COIL:Heating Coil Defrost Electricity Energy [J](RunPeriod),DX_HEATING_COIL:Heating Coil Crankcase Heater Electricity Energy [J](RunPeriod),HEATING_RESISTANCE_BACKUP:Heating Coil Electricity Energy [J](RunPeriod),Electricity:Facility [J](RunPeriod),Heating:Electricity [J](RunPeriod),Cooling:Electricity [J](RunPeriod),Fans:Electricity [J](RunPeriod),Pumps:Electricity [J](RunPeriod),WaterSystems:Electricity [J](RunPeriod),InteriorLights:Electricity [J](RunPeriod),ExteriorLights:Electricity [J](RunPeriod),InteriorEquipment:Electricity [J](RunPeriod),electric_mels:InteriorEquipment:Electricity [J](RunPeriod),NaturalGas:Facility [J](RunPeriod),WaterSystems:NaturalGas [J](RunPeriod),InteriorEquipment:NaturalGas [J](RunPeriod),gas_mels:InteriorEquipment:NaturalGas [J](RunPeriod)
 August,0.2788425875755449,4.547823990801456,0.0,0.0,0.0,0.0,0.0,0.0,179640757.64015205,0.0,15401076.79498169,1420556.2707149843,0.0,717120.0000000001,60536245.81959151,43200000.0,58365758.754863839,58365758.754863839,52041809.07506758,52041809.07506758,0.0,0.0
 December,0.45475051727752976,4.0785905498621999,0.0,0.0,80209085.2505868,6666690.316369721,11429666.618253148,0.0,268411436.44925276,98305442.1852097,0.0,7286869.689587774,0.0,717120.0000000001,60536245.81959151,43200000.0,58365758.754863839,58365758.754863839,52482192.70244758,52482192.70244758,0.0,0.0
 December,0.3553679255719909,4.803323834274887,0.25,13.0,6402379186.28013,268450057.03440496,2281014761.8887407,0.0,69846340882.41886,8951844005.203284,866089866.4002519,599426541.1353283,0.0,261748800.00000004,22095729724.14978,15768000000.0,21303501945.526597,21303501945.526597,14395796921.727246,14395796921.727246,0.0,0.0
