Date/Time,LIVING:AFN Zone Infiltration Air Change Rate [ach](RunPeriod),ATTIC:AFN Zone Infiltration Air Change Rate [ach](RunPeriod),CRAWLSPACE:AFN Zone Infiltration Air Change Rate [ach](RunPeriod),Facility:Facility Heating Setpoint Not Met Time [hr](RunPeriod),Facility:Facility Cooling Setpoint Not Met Time [hr](RunPeriod),DX_HEATING_COIL:Heating Coil Electricity Energy [J](RunPeriod),DX_HEATING_COIL:Heating Coil Defrost Electricity Energy [J](RunPeriod),DX_HEATING_COIL:Heating Coil Crankcase Heater Electricity Energy [J](RunPeriod),HEATING_RESISTANCE_BACKUP:Heating Coil Electricity Energy [J](RunPeriod),Electricity:Facility [J](RunPeriod),Heating:Electricity [J](RunPeriod),Cooling:Electricity [J](RunPeriod),Fans:Electricity [J](RunPeriod),InteriorLights:Electricity [J](RunPeriod),ExteriorLights:Electricity [J](RunPeriod),InteriorEquipment:Electricity [J](RunPeriod),electric_mels:InteriorEquipment:Electricity [J](RunPeriod),NaturalGas:Facility [J](RunPeriod),InteriorEquipment:NaturalGas [J](RunPeriod),gas_mels:InteriorEquipment:NaturalGas [J](RunPeriod)
 February,0.41327670137982814,0.8836386219472953,0.9329789702800281,0.0,0.0,526798800.95766747,22835676.183349676,66682052.23999417,0.0,869947862.8263123,616316529.3810111,0.0,39863333.445300914,0.0,0.0,213768000.00000048,213768000.00000048,0.0,0.0,0.0
 August,0.1460928907234128,0.3839753759622023,0.36439410115838694,0.0,0.0,0.0,0.0,0.0,0.0,487318027.7890799,0.0,221070561.70669642,23516566.08238384,0.0,0.0,242730900.00000027,242730900.00000027,0.0,0.0,0.0
 December,0.25113486505779237,0.5398259587247308,0.5509999645378104,0.0,1.8333333333333333,9106507636.264502,376569623.47115993,2211672305.2904654,0.0,27035866355.637108,11694749565.026196,3428975891.57601,1068334738.3205789,0.0,0.0,10843806160.714317,10843806160.714317,0.0,0.0,0.0
