Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),Environment:Site Mains Water Temperature [C](TimeStep),INTERIOR LIGHTS:Lights Electricity Rate [W](TimeStep),ELECTRIC_MELS1:Electric Equipment Electricity Rate [W](TimeStep),GAS_MELS1:Gas Equipment NaturalGas Rate [W](TimeStep),LIVING:Zone Mean Air Temperature [C](TimeStep),ATTIC:Zone Mean Air Temperature [C](TimeStep),FAN:Fan Electricity Rate [W](TimeStep),DX_COOLING_COIL:Cooling Coil Electricity Rate [W](TimeStep),DX_HEATING_COIL:Heating Coil Electricity Rate [W](TimeStep),DX_HEATING_COIL:Heating Coil Defrost Electricity Rate [W](TimeStep),DX_HEATING_COIL:Heating Coil Crankcase Heater Electricity Rate [W](TimeStep),HEATING_RESISTANCE_BACKUP:Heating Coil Electricity Rate [W](TimeStep)
 01/01  01:00:00,-0.6,8.822222222,0.0,449.71410205278596,0.0,18.628275455328975,0.462240976062821,5.695803405595048,0.0,95.99814755593275,3.3877943761032787,193.938205923631,0.0
 01/01  02:00:00,-0.6,8.822222222,0.0,449.71410205278596,0.0,18.60001985006233,1.1683600552152984,14.881544359730196,0.0,250.67623759688018,8.851353900231103,184.16223693541224,0.0
 01/01  03:00:00,0.0,8.827777778,0.0,449.71410205278596,0.0,18.601279277801865,1.9531098807045852,22.488130461541466,0.0,381.99115000983693,12.258289543709216,176.09013566842168,0.0
 01/01  04:00:00,0.0,8.827777778,0.0,449.71410205278596,0.0,18.607573199770155,2.5637600515620127,27.143398355885516,0.0,457.976586392985,17.17887990310992,171.11744454369472,0.0
 01/01  05:00:00,0.0,8.833333333,0.0,449.71410205278596,0.0,18.585247518002507,2.8274465003533114,30.052655138029735,0.0,507.1218483913981,19.02013260907083,168.02177802242397,0.0
 01/01  06:00:00,-0.6,8.833333333,0.0,449.71410205278596,0.0,19.646957062255524,3.6988196351543143,60.618089731645064,0.0,1033.2318965147485,36.130581194901325,135.4849552704618,0.0
 01/01  07:00:00,-0.6,8.838888889,0.0,449.71410205278596,0.0,19.714099692588483,4.324015694343546,58.77672227311474,0.0,1018.7896947445347,30.108393756995113,137.49627851295227,0.0
 01/01  08:00:00,-0.6,8.844444444,0.0,449.71410205278596,0.0,19.7162747169367,4.43058918299621,59.05987819157291,0.0,1024.5201256684957,30.25347124090156,137.19510393946567,0.0
 01/01  09:00:00,-1.7,8.85,0.0,449.71410205278596,0.0,19.757751242568098,4.297619486539789,62.236337738089645,0.0,1062.3015840528917,37.988410835836135,133.68389275975264,0.0
 01/01  10:00:00,-1.7,8.85,0.0,449.71410205278596,0.0,19.71275830157708,3.580099947151459,66.7761471092637,0.0,1146.481461835718,35.634182296109124,128.91080273825582,0.0
 01/01  11:00:00,-2.2,8.855555556,0.0,449.71410205278596,0.0,19.724406589419903,4.605096720546773,70.99212971356985,0.0,1186.560256445828,59.792249217759355,124.09123086342984,0.0
 01/01  12:00:00,-1.1,8.861111111,0.0,449.71410205278596,0.0,19.735967114457754,5.120602020778634,57.57589710653359,0.0,992.9279797963027,31.152683020507066,138.7306372310827,0.0
 01/01  13:00:00,-1.1,8.861111111,0.0,449.71410205278596,0.0,19.704904651432393,4.34268638987378,64.54753520771789,0.0,1145.3969111480737,9.811824741953394,131.59168647458682,0.0
 01/01  14:00:00,-1.1,8.861111111,0.0,449.71410205278596,0.0,19.73780241837144,4.434404790066672,62.7255812224646,0.0,1113.4657101748091,9.534872187893008,133.52260734283453,0.0
 01/01  15:00:00,-0.6,8.861111111,0.0,449.71410205278596,0.0,19.74128869813748,4.877387565314883,51.61967856184268,0.0,931.1377142433753,0.0425781720977508,145.37634832223767,0.0
 01/01  16:00:00,-1.1,8.861111111,0.0,449.71410205278596,0.0,19.713723495419423,3.8744018629737775,62.508709492186675,0.0,1116.6287617722412,4.123248616439496,133.81029714913026,0.0
 01/01  17:00:00,-1.1,8.861111111,0.0,449.71410205278596,0.0,19.716328006408894,3.583669196269901,65.97471644398483,0.0,1178.4818116302577,4.351876050932152,130.1401857005286,0.0
 01/01  18:00:00,-2.8,8.861111111,0.0,449.71410205278596,0.0,19.74995604124794,3.553747396236226,74.70142295219412,0.0,1304.268938252668,13.736687314948574,120.76599898513128,0.0
 01/01  19:00:00,-2.8,8.861111111,0.0,449.71410205278596,0.0,19.72626386362414,3.1067153940635714,74.42638412651925,0.0,1307.100340063375,8.166783820723406,121.13302302035447,0.0
 01/01  20:00:00,-2.8,8.861111111,0.0,449.71410205278596,0.0,19.69453835266132,3.0280806218583805,77.5268090169336,0.0,1360.896484878025,8.506990921644011,117.84762864900688,0.0
 01/01  21:00:00,-1.7,8.861111111,0.0,449.71410205278596,0.0,19.720279985582376,3.9254026777548705,78.25530387010771,0.0,1389.0305242124089,6.381449846948849,117.1172654270224,0.0
 01/01  22:00:00,-2.2,8.866666667,0.0,449.71410205278596,0.0,19.704821855266875,3.4642567740385326,86.48687008280353,0.0,1493.0173461182203,34.98965073302759,108.03565635573864,0.0
 01/01  23:00:00,-2.2,8.866666667,0.0,449.71410205278596,0.0,18.662568584337045,2.548050897596199,61.45850613235301,0.0,1044.5721509934315,24.863528996477847,134.6504444331933,0.0
 01/01  24:00:00,-3.3,8.866666667,0.0,449.71410205278596,0.0,18.623547420134365,1.9950239235073393,66.9835263823565,0.0,1125.753645772182,23.853471071204403,128.77291380331272,0.0
 01/02  01:00:00,-3.3,8.866666667,0.0,449.71410205278596,0.0,18.631769199501147,2.1553186910102364,69.3915409795535,0.0,1170.2983937753,19.90615389772806,126.2835867105057,0.0
 01/02  02:00:00,-3.3,8.866666667,0.0,449.71410205278596,0.0,18.59456832175315,2.1510689102635103,71.80321184511446,0.0,1212.0134940469543,20.598001583904384,123.72153829926667,0.0
 01/02  03:00:00,-2.8,8.872222222,0.0,449.71410205278596,0.0,18.545423182106518,2.017672098890973,72.3436041860656,0.0,1229.8495531359347,16.832701146612663,123.21970576605467,0.0
 01/02  04:00:00,-2.8,8.872222222,0.0,449.71410205278596,0.0,18.606985510810766,2.990815466916568,78.71994651273386,0.0,1324.1131508037238,29.74668732821526,116.29374848700186,0.0
 01/02  05:00:00,-2.8,8.872222222,0.0,449.71410205278596,0.0,18.60155356621937,3.065016627595694,79.23875924313285,0.0,1333.4449884111248,29.942753707202346,115.74202380412703,0.0
 01/02  06:00:00,-2.2,8.872222222,0.0,449.71410205278596,0.0,19.710342788722325,5.996097621469697,92.75698270600654,0.0,1586.729129115571,44.5154843427833,101.27690600965224,0.0
