Date/Time,Electricity:Facility [J](RunPeriod),Heating:Electricity [J](RunPeriod),Cooling:Electricity [J](RunPeriod),Fans:Electricity [J](RunPeriod),InteriorLights:Electricity [J](RunPeriod),ExteriorLights:Electricity [J](RunPeriod),InteriorEquipment:Electricity [J](RunPeriod),electric_mels:InteriorEquipment:Electricity [J](RunPeriod),NaturalGas:Facility [J](RunPeriod),InteriorEquipment:NaturalGas [J](RunPeriod),gas_mels:InteriorEquipment:NaturalGas [J](RunPeriod)
 January,871408976.1105042,399483763.1975217,2780008.8370260685,26671004.075957526,0.0,0.0,442474199.9999988,442474199.9999988,0.0,0.0,0.0
 August,682528508.2709836,0.0,300889521.8565985,26496286.414384983,0.0,0.0,355142699.99999917,355142699.99999917,0.0,0.0,0.0
 December,33033754723.965115,7356677237.675237,5702665116.277754,1015404055.7669111,0.0,0.0,18959008314.245323,18959008314.245323,0.0,0.0,0.0
