Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),LIVING:Zone Mean Air Temperature [C](Hourly),ATTIC:Zone Mean Air Temperature [C](Hourly),CRAWLSPACE:Zone Mean Air Temperature [C](Hourly),FAN:Fan Electricity Rate [W](Hourly),HEATING_RESISTANCE_MAIN:Heating Coil Electricity Rate [W](Hourly)
 01/01  01:00:00,3.116666666666667,25.236925349658048,13.096511628569099,18.73533204176471,26.57869666630397,2218.2590179995295
 01/01  02:00:00,4.141666666666667,25.303251512942808,13.70876794220341,18.676202735398757,26.90252380011965,2245.2856427011934
 01/01  03:00:00,3.983333333333333,25.290882011258514,14.405612549065728,19.31317367399104,25.66526483226726,2142.0239629620646
 01/01  04:00:00,3.9583333333333335,25.2969912213367,14.487272226382581,18.971440861404933,26.77022241662441,2234.2437642856817
 01/01  05:00:00,3.8249999999999997,25.313921958626906,14.112394683309155,18.21185971298824,29.109237766973802,2429.4580729214317
 01/01  06:00:00,3.9333333333333336,25.312826161553485,14.176410165003665,18.445569382330923,28.54926552083113,2382.722768311472
 01/01  07:00:00,4.041666666666667,25.307984532543916,14.122258998492896,18.160323208977037,28.251949950897,2357.9087997230813
 01/01  08:00:00,4.058333333333334,25.328099750208143,13.538906097402304,17.598103348556258,31.110633861986788,2596.494665877477
 01/01  09:00:00,3.75,25.315943278203978,13.843814249951867,17.722105357299455,28.651862138259926,2391.2854858399137
 01/01  10:00:00,3.85,25.298016579230676,14.448461096770922,17.684562459784747,26.233128617287097,2189.4178957019117
 01/01  11:00:00,4.391666666666667,25.301196518616425,14.692957078480177,17.239119867701362,26.33476335299751,2197.9003345461547
 01/01  12:00:00,4.891666666666666,25.28517907784676,15.257307170862228,17.33211246088781,23.485674984603378,1960.1153127440784
 01/01  13:00:00,5.333333333333333,25.262015552567913,15.432145237837327,17.590626468789647,20.281876525887284,1692.726173535085
 01/01  14:00:00,5.733333333333334,25.2422696120292,16.10333670024798,17.701421543856473,17.114568728474126,1428.3825462834411
 01/01  15:00:00,6.541666666666667,25.21498437153095,17.287385473856013,17.647054723891163,13.679326899770748,1141.6771347577026
 01/01  16:00:00,6.4750000000000005,25.212216626665064,16.79562731824117,17.786916548341296,13.184049764660237,1100.3412865345383
 01/01  17:00:00,5.75,25.21273982694339,15.743619681930292,17.949705478487715,13.042304775519066,1088.5112444385584
 01/01  18:00:00,4.683333333333334,25.221769055944147,15.066323746759155,17.948001227874197,13.94373514901062,1163.744657129986
 01/01  19:00:00,3.75,25.24031034886906,14.293575853337154,17.647979493574606,16.3313722892661,1363.0169421700955
 01/01  20:00:00,3.0333333333333337,25.24785582085337,13.77022706684727,17.562926186286997,17.747924939661768,1481.2424793611297
 01/01  21:00:00,2.4083333333333337,25.251269588730832,13.527354680808592,17.558225419998355,18.855523263920727,1573.682676935733
 01/01  22:00:00,1.9083333333333332,25.267131809350207,13.394045118754718,17.465532103123767,21.387989824692426,1785.0424308297631
 01/01  23:00:00,1.6416666666666666,25.28176878351287,13.259226367169965,17.440702797796984,23.740968110051465,1981.422086543731
 01/01  24:00:00,1.5999999999999999,25.291418266899868,13.224554494087036,17.490786620567267,25.17943367684434,2101.476476556972
 01/02  01:00:00,1.5999999999999999,25.296876899565362,13.243164953951675,17.679443095629985,26.265491504858534,2192.118903509223
 01/02  02:00:00,1.6583333333333332,25.31669843545346,12.820041509598335,17.084006048988304,29.557937461452212,2466.9065662071184
 01/02  03:00:00,1.7583333333333335,25.334986147609076,12.431264510828214,16.719368113816405,31.7324462715758,2648.3911528419235
 01/02  04:00:00,1.625,25.33647767937791,12.33741697606573,16.767087057059697,32.25483572390012,2691.989796073944
 01/02  05:00:00,1.3833333333333337,25.352157945042332,12.020242962510965,16.51125094346854,34.524035215596854,2881.3772705349406
 01/02  06:00:00,1.0666666666666669,25.372191448083026,11.664842862215684,16.08216741431823,37.24074362742189,3108.1138562098204
 01/02  07:00:00,0.9583333333333334,25.378273869001756,11.397945666177435,16.08856267589725,37.62362800694224,3140.0694008471523
 01/02  08:00:00,0.65,25.359602019849252,11.337909999761985,16.565222983571008,34.839155976212204,2907.6772610036255
 01/02  09:00:00,0.16666666666666666,25.338625200711874,11.746982631658668,16.75345153147351,31.977766666177303,2668.8656021520696
 01/02  10:00:00,0.35000000000000003,25.234001270866333,13.241836876354656,16.87952473399297,25.316114877237393,2112.8838946546125
 01/02  11:00:00,1.0083333333333333,25.194221508053488,16.00189621010862,17.025833307990013,19.283480670468993,1609.4000180948624
 01/02  12:00:00,2.116666666666667,25.195540795523524,18.52767459744915,17.08535147598148,15.715671234998773,1311.6305091494035
 01/02  13:00:00,3.5749999999999997,25.21239524909778,19.674665433902458,17.233477310601693,12.967454516279245,1082.2642390024782
 01/02  14:00:00,4.491666666666666,25.183451584265583,19.036440139955385,17.280704148854348,11.722245917526086,978.3390827709982
 01/02  15:00:00,4.175,25.173455495693712,16.97043480155877,17.081489474262767,14.023143243166098,1170.3720596386229
 01/02  16:00:00,3.391666666666667,25.18984977379536,14.781031302450238,16.9016695284335,15.748588949406852,1314.3778228252556
 01/02  17:00:00,2.4583333333333335,25.240790302344976,13.314844426764084,17.045103292133145,16.83562720505355,1405.1020763043896
 01/02  18:00:00,1.8833333333333337,25.249465341619924,12.369802245379711,17.105378229611187,18.441909460531903,1539.162453432843
 01/02  19:00:00,1.45,25.265741115951304,11.770879629728823,16.666875528557846,21.111952593995646,1762.00435323008
 01/02  20:00:00,0.6166666666666667,25.283695990465063,11.983034906824477,16.522046839520836,23.661453821255037,1974.7858210263882
 01/02  21:00:00,-0.033333333333333326,25.294269589597818,12.623575433965636,17.19165275534092,25.2548489300807,2107.7706364131395
 01/02  22:00:00,-0.08333333333333333,25.29715233285246,12.734664142665364,17.406485692806445,25.937416529476888,2164.737753791563
 01/02  23:00:00,0.0,25.306557892482175,12.657929439101418,17.31807915731456,27.50442412624075,2295.520266434558
 01/02  24:00:00,0.0,25.317966694572206,12.519976685294656,17.098399905318146,29.164599023436114,2434.0785254566767
 01/03  01:00:00,0.0,25.32940957842746,12.361053587340301,17.038624225077108,30.91622556267072,2580.2693419443226
 01/03  02:00:00,0.2916666666666667,25.33792824573277,12.229606370787138,16.912234332732833,32.228854526610455,2689.8214043762696
 01/03  03:00:00,0.9666666666666667,25.333401759287685,12.415170736724471,17.338977597128004,31.70701384249553,2646.2685613595336
 01/03  04:00:00,1.3,25.334366049095234,12.32289457694552,17.439100130529994,32.17943180949243,2685.6965825568423
 01/03  05:00:00,1.5333333333333332,25.34317352363827,12.343791223887756,17.122760632411943,33.493083390486305,2795.33399264638
