Date/Time,Electricity:Facility [J](RunPeriod),Heating:Electricity [J](RunPeriod),Fans:Electricity [J](RunPeriod),InteriorLights:Electricity [J](RunPeriod),ExteriorLights:Electricity [J](RunPeriod),InteriorEquipment:Electricity [J](RunPeriod),electric_mels:InteriorEquipment:Electricity [J](RunPeriod),NaturalGas:Facility [J](RunPeriod),InteriorEquipment:NaturalGas [J](RunPeriod),gas_mels:InteriorEquipment:NaturalGas [J](RunPeriod)
 February,3843654210.968088,3264066081.723419,39109329.24466829,0.0,0.0,540478799.9999994,540478799.9999994,0.0,0.0,0.0
 July,507966299.9999984,0.0,0.0,0.0,0.0,507966299.9999984,507966299.9999984,0.0,0.0,0.0
 December,82412423153.24075,54267041064.264755,650215872.7729179,0.0,0.0,27495166216.203094,27495166216.203094,0.0,0.0,0.0
