Date/Time,LIVING:AFN Zone Infiltration Air Change Rate [ach](RunPeriod),ATTIC:AFN Zone Infiltration Air Change Rate [ach](RunPeriod),CRAWLSPACE:AFN Zone Infiltration Air Change Rate [ach](RunPeriod),Facility:Facility Heating Setpoint Not Met Time [hr](RunPeriod),Facility:Facility Cooling Setpoint Not Met Time [hr](RunPeriod),HEATING_RESISTANCE_MAIN:Heating Coil Electricity Energy [J](RunPeriod),Electricity:Facility [J](RunPeriod),Heating:Electricity [J](RunPeriod),Cooling:Electricity [J](RunPeriod),Fans:Electricity [J](RunPeriod),InteriorLights:Electricity [J](RunPeriod),ExteriorLights:Electricity [J](RunPeriod),InteriorEquipment:Electricity [J](RunPeriod),electric_mels:InteriorEquipment:Electricity [J](RunPeriod),NaturalGas:Facility [J](RunPeriod),InteriorEquipment:NaturalGas [J](RunPeriod),gas_mels:InteriorEquipment:NaturalGas [J](RunPeriod)
 January,0.6661657631278997,0.8154917248070251,1.025531601754537,0.0,0.0,2663335804.1128545,3143497636.114408,2663335804.1128583,0.0,32995032.001555134,0.0,0.0,447166800.0000001,447166800.0000001,0.0,0.0,0.0
 August,0.22225584868241852,0.7107849222782071,0.6043540489968966,0.0,0.0,0.0,842288862.0429997,0.0,293408064.7157485,22532897.327250168,0.0,0.0,526347900.0000006,526347900.0000006,0.0,0.0,0.0
 December,0.4540677417392215,0.6550673444836468,0.715390280425698,0.0,13.166666666666666,51051944728.39338,77807227280.60289,51051944728.39348,2623308242.971723,852772954.4590166,0.0,0.0,23279201354.779305,23279201354.779305,0.0,0.0,0.0
