Date/Time,LIVING:AFN Zone Infiltration Air Change Rate [ach](RunPeriod),ATTIC:AFN Zone Infiltration Air Change Rate [ach](RunPeriod),CRAWLSPACE:AFN Zone Infiltration Air Change Rate [ach](RunPeriod),Facility:Facility Heating Setpoint Not Met Time [hr](RunPeriod),Facility:Facility Cooling Setpoint Not Met Time [hr](RunPeriod),HEATING_RESISTANCE_MAIN:Heating Coil Electricity Energy [J](RunPeriod),Electricity:Facility [J](RunPeriod),Heating:Electricity [J](RunPeriod),Fans:Electricity [J](RunPeriod),InteriorLights:Electricity [J](RunPeriod),ExteriorLights:Electricity [J](RunPeriod),InteriorEquipment:Electricity [J](RunPeriod),electric_mels:InteriorEquipment:Electricity [J](RunPeriod),NaturalGas:Facility [J](RunPeriod),InteriorEquipment:NaturalGas [J](RunPeriod),gas_mels:InteriorEquipment:NaturalGas [J](RunPeriod)
 June,0.1291691150653639,5.65778397900394e-9,1.2588317176654452e-7,0.0,143.33333333333331,0.0,203125500.00000063,0.0,0.0,0.0,0.0,203125500.00000063,203125500.00000063,0.0,0.0,0.0
 December,0.3071560100532556,3.5093989714672676e-10,0.0000014634311728528508,0.0,0.0,1378100722.060179,1520449024.916535,1378100722.0601811,16512102.856358021,0.0,0.0,125836199.9999999,125836199.9999999,0.0,0.0,0.0
 December,0.1511547088329547,3.739053185615531e-9,7.382185639153773e-7,0.0,2707.166666666666,16792509303.52557,26661556299.30752,16792509303.5255,201204190.9546663,0.0,0.0,9667842804.827452,9667842804.827452,0.0,0.0,0.0
