Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),LIVING:Zone Mean Air Temperature [C](Hourly),FAN:Fan Electricity Rate [W](Hourly),DX_HEATING_COIL:Heating Coil Electricity Rate [W](Hourly),DX_HEATING_COIL:Heating Coil Defrost Electricity Rate [W](Hourly),DX_HEATING_COIL:Heating Coil Crankcase Heater Electricity Rate [W](Hourly),HEATING_RESISTANCE_BACKUP:Heating Coil Electricity Rate [W](Hourly)
 01/01  01:00:00,1.0,15.081022699512623,51.81072144091536,628.9449115965186,54.61598701899429,143.0615141679661,0.0
 01/01  02:00:00,2.0,15.067172606326132,49.844602294643664,608.2632368609359,55.92328839120055,145.2968712138528,0.0
 01/01  03:00:00,4.0,14.552371919696865,44.32097226539688,553.4607821740358,47.05991302723059,151.577984266985,0.0
 01/01  04:00:00,3.0,14.869925641231653,55.8164986046335,689.0765090766083,55.72782841642163,138.9340398709101,0.0
 01/01  05:00:00,3.0,14.95126450835462,58.34020017140173,724.2705342956464,58.24804563111732,136.1724127211986,0.0
 01/01  06:00:00,2.0,14.950301365780632,58.72029318187771,743.7465689027396,45.189850883401455,135.77896892690623,0.0
 01/01  07:00:00,3.0,14.781604726304874,51.806878692056486,657.210757410569,42.529308602200736,143.39763846978593,0.0
 01/01  08:00:00,4.0,14.558060109078568,53.801088066509124,666.3586054981478,57.125277200496456,141.22128806836716,0.0
 01/01  09:00:00,4.0,16.809332513953244,123.69577799571525,1523.007541546612,131.33752896976495,64.8610359643173,0.0
 01/01  10:00:00,3.0,17.40240102133471,98.98623121553335,1317.769103102577,65.5948939394008,91.97445243706048,0.0
 01/01  11:00:00,5.0,17.421127881792422,70.96351656254316,983.1859933172711,40.35882565226897,122.7557101069821,0.0
 01/01  12:00:00,7.0,17.498415303779012,49.47812420857381,785.5584664882564,0.0,146.24604689153819,0.0
 01/01  13:00:00,7.0,17.839058012129165,40.74972459111492,647.7803470507766,0.0,155.72874235046382,0.0
 01/01  14:00:00,9.0,17.886677517355345,8.870785723065772,145.30666585475007,0.0,190.36261363137405,0.0
 01/01  15:00:00,10.0,17.210544244045387,0.0,0.0,0.0,0.0,0.0
 01/01  16:00:00,10.0,17.329436700844337,10.783494308237696,176.99724554081695,0.0,0.0,0.0
 01/01  17:00:00,9.0,17.14192798957621,18.356270771229216,298.14572687742015,0.0,180.05740649901395,0.0
 01/01  18:00:00,8.0,17.76870698155392,28.756575445842504,459.4376523132103,0.0,168.75832233332923,0.0
 01/01  19:00:00,5.0,15.611376137642077,0.0,0.0,0.0,200.0,0.0
 01/01  20:00:00,4.0,14.816601316283272,14.99808553752873,203.24929618350495,5.7251886381946004,183.67549262165082,0.0
 01/01  21:00:00,5.0,15.061341697627716,27.008527158608494,357.14502412488395,15.360147871412861,170.6016293635062,0.0
 01/01  22:00:00,4.0,15.51159254052954,28.593312536846554,377.7211372446383,15.231574541689392,168.85373955707524,0.0
 01/01  23:00:00,3.0,14.440616718433931,18.52240429579841,240.72808971261844,12.273876322296223,179.78665516769095,0.0
 01/01  24:00:00,3.0,14.73968627257628,39.216268851497915,499.58607175569153,25.98613662399277,157.20449459914443,0.0
