Date/Time,Electricity:Facility [J](RunPeriod),Heating:Electricity [J](RunPeriod),Cooling:Electricity [J](RunPeriod),Fans:Electricity [J](RunPeriod),InteriorLights:Electricity [J](RunPeriod),ExteriorLights:Electricity [J](RunPeriod),InteriorEquipment:Electricity [J](RunPeriod),electric_mels:InteriorEquipment:Electricity [J](RunPeriod),NaturalGas:Facility [J](RunPeriod),InteriorEquipment:NaturalGas [J](RunPeriod),gas_mels:InteriorEquipment:NaturalGas [J](RunPeriod)
 February,1388698559.505666,927802942.6577137,0.0,59897916.847951494,0.0,0.0,400997700.00000006,400997700.00000006,0.0,0.0,0.0
 August,732826922.0471073,0.0,305131836.3748033,28750216.441533543,0.0,0.0,398944869.23076993,398944869.23076993,0.0,0.0,0.0
 December,39461215128.81242,12685494682.829939,5982548521.866874,1460077626.3132975,0.0,0.0,19333094297.802002,19333094297.802002,0.0,0.0,0.0
