Date/Time,LIVING:AFN Zone Infiltration Air Change Rate [ach](RunPeriod),ATTIC:AFN Zone Infiltration Air Change Rate [ach](RunPeriod),Facility:Facility Heating Setpoint Not Met Time [hr](RunPeriod),Facility:Facility Cooling Setpoint Not Met Time [hr](RunPeriod),DX_HEATING_COIL:Heating Coil Electricity Energy [J](RunPeriod),DX_HEATING_COIL:Heating Coil Defrost Electricity Energy [J](RunPeriod),DX_HEATING_COIL:Heating Coil Crankcase Heater Electricity Energy [J](RunPeriod),HEATING_RESISTANCE_BACKUP:Heating Coil Electricity Energy [J](RunPeriod),Electricity:Facility [J](RunPeriod),Heating:Electricity [J](RunPeriod),Cooling:Electricity [J](RunPeriod),Fans:Electricity [J](RunPeriod),Pumps:Electricity [J](RunPeriod),WaterSystems:Electricity [J](RunPeriod),InteriorLights:Electricity [J](RunPeriod),ExteriorLights:Electricity [J](RunPeriod),InteriorEquipment:Electricity [J](RunPeriod),electric_mels:InteriorEquipment:Electricity [J](RunPeriod),NaturalGas:Facility [J](RunPeriod),InteriorEquipment:NaturalGas [J](RunPeriod),gas_mels:InteriorEquipment:NaturalGas [J](RunPeriod)
 August,0.27383636481326426,4.55154660424027,0.0,0.0,0.0,0.0,0.0,0.0,222527733.40861736,0.0,20539497.822350746,1891361.2168198047,0.0,37994869.79499156,60536245.81959151,43200000.0,58365758.754863839,58365758.754863839,0.0,0.0,0.0
 December,0.4538065572773815,4.124087167125253,0.0,0.0,121531159.27414947,10072119.804012748,8441242.547942967,0.0,351763234.3940473,140044521.62610517,0.0,11008975.221230552,0.0,38607732.97225636,60536245.81959151,43200000.0,58365758.754863839,58365758.754863839,0.0,0.0,0.0
 December,0.35219117049157785,4.812770351525275,0.25,18.0,9536751753.014193,380189799.12397339,2102186885.6731137,36811.69734430259,81913968918.04244,12019165249.508589,910677335.3175588,848081535.25091,0.0,8968813128.286946,22095729724.14978,15768000000.0,21303501945.526597,21303501945.526597,0.0,0.0,0.0
