Date/Time,LIVING:AFN Zone Infiltration Air Change Rate [ach](RunPeriod),ATTIC:AFN Zone Infiltration Air Change Rate [ach](RunPeriod),CRAWLSPACE:AFN Zone Infiltration Air Change Rate [ach](RunPeriod),Facility:Facility Heating Setpoint Not Met Time [hr](RunPeriod),Facility:Facility Cooling Setpoint Not Met Time [hr](RunPeriod),HEATING_RESISTANCE_MAIN:Heating Coil Electricity Energy [J](RunPeriod),Electricity:Facility [J](RunPeriod),Heating:Electricity [J](RunPeriod),Fans:Electricity [J](RunPeriod),InteriorLights:Electricity [J](RunPeriod),ExteriorLights:Electricity [J](RunPeriod),InteriorEquipment:Electricity [J](RunPeriod),electric_mels:InteriorEquipment:Electricity [J](RunPeriod),NaturalGas:Facility [J](RunPeriod),InteriorEquipment:NaturalGas [J](RunPeriod),gas_mels:InteriorEquipment:NaturalGas [J](RunPeriod)
 February,0.7466932063121159,0.13143924455745815,0.21682812975655766,0.0,0.0,2832727252.427195,3109866373.7163243,2832727252.427195,33941121.28913307,0.0,0.0,243197999.9999995,243197999.9999995,0.0,0.0,0.0
 August,0.295564000523565,0.3411325408193716,0.30022490377903255,0.0,167.99999999999997,0.0,648153900.0000015,0.0,0.0,0.0,0.0,648153900.0000015,648153900.0000015,0.0,0.0,0.0
 December,0.5662314507989031,0.3558036284447355,0.3550999160791184,0.3333333333333333,2927.6666666666674,72998202037.61668,94757352839.3467,72998202037.61661,874648566.0151145,0.0,0.0,20884502235.71363,20884502235.71363,0.0,0.0,0.0
