Date/Time,Electricity:Facility [J](RunPeriod),Heating:Electricity [J](RunPeriod),Cooling:Electricity [J](RunPeriod),Fans:Electricity [J](RunPeriod),InteriorLights:Electricity [J](RunPeriod),ExteriorLights:Electricity [J](RunPeriod),InteriorEquipment:Electricity [J](RunPeriod),electric_mels:InteriorEquipment:Electricity [J](RunPeriod),NaturalGas:Facility [J](RunPeriod),InteriorEquipment:NaturalGas [J](RunPeriod),gas_mels:InteriorEquipment:NaturalGas [J](RunPeriod)
 January,933629490.6882976,374263397.15719825,0.0,21193093.531100105,0.0,0.0,538172999.9999993,538172999.9999993,0.0,0.0,0.0
 July,810778181.3472853,26553.418196097253,258126738.9337021,25214088.995387476,0.0,0.0,527410800.0000012,527410800.0000012,0.0,0.0,0.0
 December,40572538579.8089,7147200260.308529,4297426853.156227,805585434.4715724,0.0,0.0,28322326031.87252,28322326031.87252,0.0,0.0,0.0
