Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),Environment:Site Mains Water Temperature [C](Hourly),INTERIOR LIGHTS:Lights Electricity Rate [W](Hourly),ELECTRIC_MELS1:Electric Equipment Electricity Rate [W](Hourly),GAS_MELS1:Gas Equipment NaturalGas Rate [W](Hourly),LIVING:Zone Mean Air Temperature [C](Hourly),ATTIC:Zone Mean Air Temperature [C](Hourly),CRAWLSPACE:Zone Mean Air Temperature [C](Hourly),FAN:Fan Electricity Rate [W](Hourly),DX_COOLING_COIL:Cooling Coil Electricity Rate [W](Hourly),DX_HEATING_COIL:Heating Coil Electricity Rate [W](Hourly),DX_HEATING_COIL:Heating Coil Defrost Electricity Rate [W](Hourly),DX_HEATING_COIL:Heating Coil Crankcase Heater Electricity Rate [W](Hourly),HEATING_RESISTANCE_BACKUP:Heating Coil Electricity Rate [W](Hourly)
 01/01  01:00:00,8.65,8.822222222,0.0,252.44844925931724,0.0,22.848798473149373,10.697693594705873,18.942703803613437,39.45337198106592,0.0,592.2431184651072,0.0,143.89297679498904,0.0
 01/01  02:00:00,8.549999999999999,8.822222222,0.0,284.1232265267565,0.0,22.820086875054,10.231674886732849,19.032208018328536,37.99783290772331,0.0,569.5891593429418,0.0,145.96291303777778,0.0
 01/01  03:00:00,8.65,8.827777778,0.0,321.6105144213116,0.0,22.822227669621686,10.10911954560719,18.856554671602154,39.49980527082137,0.0,592.7318086074638,0.0,143.82694356297418,0.0
 01/01  04:00:00,8.9,8.827777778,0.0,325.21163182537015,0.0,22.818628082076074,10.25947701922677,18.52998936977247,40.715292137410806,0.0,612.554196988691,0.0,142.0983878932117,0.0
 01/01  05:00:00,8.9,8.833333333,0.0,311.42348007313785,0.0,22.827964782733194,10.266846649289032,18.278889305572484,41.36548788280473,0.0,622.4034063230431,0.0,141.17373821327755,0.0
 01/01  06:00:00,8.9,8.833333333,0.0,311.1627913875648,0.0,22.832345546104523,10.095355783655734,18.305254350905845,40.23187330875164,0.0,605.4084475309668,0.0,142.78586250122078,0.0
 01/01  07:00:00,9.191666666666666,8.838888889000001,0.0,403.7067376255997,0.0,22.81684710462969,10.047079156530904,18.147738546136036,39.60371361664218,0.0,597.7183403067351,0.0,143.67917449591042,0.0
 01/01  08:00:00,9.108333333333333,8.844444444000002,0.0,1152.9033603452356,0.0,22.838480597477133,10.008731938037217,18.18164199681895,35.16107921984784,0.0,530.3951296396857,0.0,149.99708798913335,0.0
 01/01  09:00:00,9.191666666666666,8.85,0.0,1696.4065952276435,0.0,22.82257566021367,10.019804319054122,18.08462191440702,24.83218710231452,0.0,374.7956284360626,0.0,164.68590571550195,0.0
 01/01  10:00:00,9.108333333333333,8.85,0.0,1538.1207867292107,0.0,22.82795848412988,10.370727294326565,17.972992382267304,19.35021630959182,0.0,291.8575996421287,0.0,172.48186958454957,0.0
 01/01  11:00:00,9.541666666666666,8.855555556,0.0,1184.6735993450986,0.0,22.827900109389788,10.275193756514176,17.884081286705868,18.029427941681934,0.0,273.21610920249014,0.0,145.25684923283836,0.0
 01/01  12:00:00,10.641666666666667,8.861111111,0.0,898.0504694923737,0.0,22.822491449863445,10.530282396909532,17.75638524698884,18.102630231980115,0.0,277.6998520722222,0.0,0.0,0.0
 01/01  13:00:00,11.1,8.861111111,0.0,777.0384839193142,0.0,22.821912239323424,12.670772755555681,17.494285294832007,15.120135175342478,0.0,233.21468614659145,0.0,0.0,0.0
 01/01  14:00:00,12.091666666666667,8.861111111,0.0,671.224420827686,0.0,22.820010557319947,13.844933563855802,17.440270575083723,18.78529975243471,0.0,293.30651300166716,0.0,0.0,0.0
 01/01  15:00:00,11.516666666666667,8.861111111,0.0,577.1792539180832,0.0,22.80436349536065,13.054100142007997,17.14212977882452,27.047138029658868,0.0,418.68150581992427,0.0,0.0,0.0
 01/01  16:00:00,9.9,8.861111111,0.0,545.008882549362,0.0,22.845882347710816,12.010072030948663,17.08954056811002,30.714501949489478,0.0,467.4431876450729,0.0,78.78300564438588,0.0
 01/01  17:00:00,9.4,8.861111111,0.0,656.1138827679779,0.0,22.807358118687173,11.39922281659495,17.259371074885376,33.04198471096302,0.0,499.73768172305427,0.0,153.01067285687722,0.0
 01/01  18:00:00,9.108333333333333,8.861111111,0.0,1236.2835521541003,0.0,22.822165771047043,11.013885910783882,17.065406193605963,36.069450202573975,0.0,543.8370067332528,0.0,148.70528479849523,0.0
 01/01  19:00:00,8.549999999999999,8.861111111,0.0,1291.1410019769444,0.0,22.841390323776192,10.782436331077742,17.133812523684572,33.334119262844794,0.0,499.81234875354625,0.0,152.59522547536363,0.0
 01/01  20:00:00,8.299999999999999,8.861111111,0.0,1090.8731755088163,0.0,22.823311466807212,10.654149716189968,17.157487255698705,31.90331874115616,0.0,476.95003126148595,0.0,154.62998078374775,0.0
 01/01  21:00:00,8.299999999999999,8.861111111,0.0,858.488323496165,0.0,22.806062967354922,10.891915325889642,16.962286226814264,37.312856375843985,0.0,557.5954977936126,0.0,146.93702481173423,0.0
 01/01  22:00:00,8.299999999999999,8.866666667000002,0.0,786.3151308711558,0.0,22.823891548391142,11.195559339778098,16.827465239208326,42.53521077773592,0.0,635.7591393585204,0.0,139.5102639317679,0.0
 01/01  23:00:00,8.299999999999999,8.866666667000002,0.0,664.5323452363892,0.0,22.833070278548032,11.248649374996823,16.815755325589752,42.73785295530114,0.0,638.9339804059665,0.0,139.22208452432906,0.0
 01/01  24:00:00,8.299999999999999,8.866666667000002,0.0,314.2099045153882,0.0,22.823809282565506,11.172983127300204,16.845570195398185,44.16447267141797,0.0,660.1679475209181,0.0,137.19327478012505,0.0
 01/02  01:00:00,8.299999999999999,8.866666667000002,0.0,213.74290960320442,0.0,22.827184315348422,11.118159719176942,16.850720861276233,46.80933390331703,0.0,699.7239247688186,0.0,133.43199195280647,0.0
 01/02  02:00:00,8.299999999999999,8.866666667000002,0.0,240.5612920255953,0.0,22.83918958183155,11.012580568328522,16.9933858487062,44.80855286299004,0.0,669.9575826458662,0.0,136.27732208863483,0.0
 01/02  03:00:00,8.008333333333333,8.872222222,0.0,272.30100764367194,0.0,22.819484688430762,10.548870634432165,17.03543327619631,44.0767161568819,0.0,656.8013670207162,0.0,137.31807417115883,0.0
 01/02  04:00:00,8.091666666666667,8.872222222,0.0,275.3499996815495,0.0,22.821054178531735,10.47733167042563,16.90209462475084,45.86187146505583,0.0,683.9967030095949,0.0,134.77938748175924,0.0
 01/02  05:00:00,8.299999999999999,8.872222222,0.0,263.67585518900273,0.0,22.82751029599025,10.60831136170329,16.838311765962896,45.961130994634715,0.0,687.0337506681335,0.0,134.63822954139172,0.0
 01/02  06:00:00,8.299999999999999,8.872222222,0.0,263.45513544079864,0.0,22.810164959941403,10.889649320766276,16.63064394019353,48.62427032420604,0.0,726.6311552887438,0.0,130.8509532539772,0.0
 01/02  07:00:00,8.65,8.872222222,0.0,341.81019126750834,0.0,22.826571645621048,11.292439850766009,16.49023511997003,50.274766378640344,0.0,754.2105851603974,0.0,128.50376679624256,0.0
 01/02  08:00:00,8.9,8.872222222,0.0,976.1395621740281,0.0,22.826552962742568,11.51138574874885,16.421659383709954,45.87038123301935,0.0,690.0616713441208,0.0,134.76728565814759,0.0
 01/02  09:00:00,8.9,8.872222222,0.0,1436.312572320701,0.0,22.843578590289923,11.726085135217593,16.45091466392529,35.801377393107316,0.0,538.763396311855,0.0,149.08651374259148,0.0
 01/02  10:00:00,9.191666666666666,8.877777778,0.0,1302.2952339032345,0.0,22.796728093737908,12.491257346997182,16.262002005715914,33.36474515589122,0.0,503.3671835116767,0.0,152.55167209562578,0.0
 01/02  11:00:00,9.75,8.877777778,0.0,1003.0387700817956,0.0,22.827628161929606,12.980496929863344,16.114141149733626,37.19190382694428,0.0,564.68520757524,0.0,122.46455866451235,0.0
 01/02  12:00:00,10.0,8.877777778,0.0,760.3608613283618,0.0,22.814771674064687,13.359294938555317,16.0215879474726,38.91268294001888,0.0,592.4111331290137,0.0,0.0,0.0
 01/02  13:00:00,10.0,8.883333332999998,0.0,657.9025021301337,0.0,22.84225172183882,13.561896515568087,16.083888224998745,38.208991091251214,0.0,581.9318696004151,0.0,0.0,0.0
 01/02  14:00:00,10.350000000000001,8.883333332999998,0.0,568.3119113045618,0.0,22.815308735680464,13.897421761204447,16.074189042498077,36.34991414997969,0.0,555.6630315884692,0.0,0.0,0.0
 01/02  15:00:00,10.600000000000001,8.883333332999998,0.0,488.68580281249086,0.0,22.83356656429251,14.32924314367647,16.047432163327912,36.706577882873994,0.0,562.808490245693,0.0,0.0,0.0
 01/02  16:00:00,10.25,8.883333332999998,0.0,461.44781105797307,0.0,22.829350076123642,13.917124393935657,16.111373211791115,36.14637785728247,0.0,552.0070467831737,0.0,0.0,0.0
 01/02  17:00:00,10.0,8.888888889,0.0,555.5181295244475,0.0,22.820889411666627,13.338689717213262,16.10610164644801,37.290883244696964,0.0,567.789443715401,0.0,0.0,0.0
 01/02  18:00:00,10.0,8.888888889,0.0,1046.7358556065662,0.0,22.82970675929079,12.960722638733907,16.06875477155091,35.675332596089106,0.0,543.2549315522185,0.0,0.0,0.0
 01/02  19:00:00,10.0,8.894444444,0.0,1093.1825300581177,0.0,22.825306329446533,12.689056195321287,16.043147398070893,33.37451179315194,0.0,508.20247933387617,0.0,0.0,0.0
 01/02  20:00:00,10.0,8.894444444,0.0,923.6198805160053,0.0,22.820457810493405,12.63474223922836,15.989164773636473,34.08668298928889,0.0,518.992511158447,0.0,0.0,0.0
 01/02  21:00:00,10.0,8.894444444,0.0,726.8644060315014,0.0,22.82849124563239,12.634383587780839,15.978313549486705,35.29914031257761,0.0,537.5101676732119,0.0,0.0,0.0
 01/02  22:00:00,10.350000000000001,8.894444444,0.0,665.7568483012666,0.0,22.806898533715643,12.795117834649526,15.797588478948702,38.36549488117883,0.0,586.3684011841632,0.0,0.0,0.0
 01/02  23:00:00,10.600000000000001,8.894444444,0.0,562.6458685446833,0.0,22.823880315476845,13.290469249039488,15.752744978549414,42.17302408893331,0.0,646.4650579784106,0.0,0.0,0.0
 01/02  24:00:00,10.600000000000001,8.9,0.0,266.0350634528027,0.0,22.83285526542117,13.520271417210258,15.779410777007506,42.814311226522285,0.0,656.4295581213108,0.0,0.0,0.0
 01/03  01:00:00,10.600000000000001,8.9,0.0,135.90756471703028,0.0,22.828348886006932,13.471028093865295,15.835120953369769,42.74996937176487,0.0,655.4211269737456,0.0,0.0,0.0
 01/03  02:00:00,10.600000000000001,8.9,0.0,152.95992472954933,0.0,22.828424186387565,13.361929681400587,15.86112146415926,42.62559374680043,0.0,653.508539919602,0.0,0.0,0.0
 01/03  03:00:00,10.600000000000001,8.905555555999998,0.0,173.14149455318395,0.0,22.808862656050447,13.453972465649974,15.755888841887108,45.368249222462715,0.0,695.3203451530335,0.0,0.0,0.0
 01/03  04:00:00,10.600000000000001,8.905555555999998,0.0,175.08018381066066,0.0,22.843393606145835,13.358119090940013,15.782497198754351,44.61158716061353,0.0,684.0531160141483,0.0,0.0,0.0
 01/03  05:00:00,10.25,8.905555555999998,0.0,167.6572262441048,0.0,22.84752603240999,12.378072530577777,15.914269195872237,38.21189310526897,0.0,583.7751526585695,0.0,0.0,0.0
 01/03  06:00:00,9.65,8.905555555999998,0.0,167.51688248477706,0.0,22.812075613666597,11.700547899266956,15.992964789889712,37.998743391883,0.0,576.2177514471731,0.0,145.96161822941767,0.0
 01/03  07:00:00,8.116666666666667,8.911111110999999,0.0,217.3386278724679,0.0,22.823863487721685,11.38988636699266,15.800636978944562,43.04975650306642,0.0,642.1330115829064,0.0,138.77852346190355,0.0
 01/03  08:00:00,6.266666666666667,8.911111110999999,0.0,620.6743932011649,0.0,22.820668966673377,10.894352711507993,15.917457389371151,44.76266831528863,0.0,655.2766570696352,0.0,136.34257494924887,0.0
 01/03  09:00:00,6.241666666666667,8.911111110999999,0.0,913.273540810981,0.0,22.831716469472244,11.176846701217917,15.846966302039112,28.476329263918434,0.0,416.58536708865444,0.0,159.5035357796295,0.0
 01/03  10:00:00,6.3500000000000005,8.911111110999999,0.0,828.0591581304576,0.0,22.826317107379968,13.457245176442802,15.610395353668011,5.856326825037513,0.0,85.94867928324999,0.0,191.67166078412265,0.0
 01/03  11:00:00,7.733333333333333,8.911111110999999,0.0,637.7781457717109,0.0,23.001471567505348,16.195452466765687,15.403540048840524,0.0,0.0,0.0,0.0,200.0,0.0
 01/03  12:00:00,9.541666666666666,8.911111110999999,0.0,483.47237885514386,0.0,23.719319825792848,18.985625741152273,15.501799523888167,0.0,0.0,0.0,0.0,166.66666666666666,0.0
 01/03  13:00:00,10.350000000000001,8.911111110999999,0.0,418.32464548993306,0.0,23.797211889828052,19.774370355059965,15.737534601122485,0.0,0.0,0.0,0.0,0.0,0.0
