Date/Time,LIVING:AFN Zone Infiltration Air Change Rate [ach](RunPeriod),ATTIC:AFN Zone Infiltration Air Change Rate [ach](RunPeriod),CRAWLSPACE:AFN Zone Infiltration Air Change Rate [ach](RunPeriod),Facility:Facility Heating Setpoint Not Met Time [hr](RunPeriod),Facility:Facility Cooling Setpoint Not Met Time [hr](RunPeriod),HEATING_FUEL_MAIN:Heating Coil Heating Energy [J](RunPeriod),HEATING_FUEL_MAIN:Heating Coil Electricity Energy [J](RunPeriod),Electricity:Facility [J](RunPeriod),Heating:Electricity [J](RunPeriod),Cooling:Electricity [J](RunPeriod),Fans:Electricity [J](RunPeriod),Pumps:Electricity [J](RunPeriod),WaterSystems:Electricity [J](RunPeriod),InteriorLights:Electricity [J](RunPeriod),ExteriorLights:Electricity [J](RunPeriod),InteriorEquipment:Electricity [J](RunPeriod),gas_dryer:InteriorEquipment:Electricity [J](RunPeriod),clotheswasher:InteriorEquipment:Electricity [J](RunPeriod),dishwasher:InteriorEquipment:Electricity [J](RunPeriod),refrigerator:InteriorEquipment:Electricity [J](RunPeriod),electric_mels:InteriorEquipment:Electricity [J](RunPeriod),NaturalGas:Facility [J](RunPeriod),Heating:NaturalGas [J](RunPeriod),InteriorEquipment:NaturalGas [J](RunPeriod),gas_dryer:InteriorEquipment:NaturalGas [J](RunPeriod),gas_mels:InteriorEquipment:NaturalGas [J](RunPeriod)
 January,0.2728248098574345,3.019698042452702,3.6501189033670625,45.0,0.0,1976396845.5470488,0.0,511036641.3122894,0.0,0.0,66956551.739544034,0.0,71489543.10870984,301924526.0238348,0.0,70666020.44019979,5241013.419656074,6509451.13922266,12749673.39982522,46165882.48149605,0.0,2668183853.211294,2470496056.933806,197687796.27748126,106772067.24485692,0.0
 July,0.0388471736958736,1.6801281873077945,1.7734511436550398,0.0,33.33333333333333,0.0,0.0,910098413.7638379,0.0,432179808.59684837,58888220.207032144,0.0,46439838.49592264,301924526.0238348,0.0,70666020.44019979,5241013.419656074,6509451.13922266,12749673.39982522,46165882.48149605,0.0,197687796.27748126,0.0,197687796.27748126,106772067.24485692,0.0
 December,0.18647756240751764,3.052552168193222,3.5935765839724163,332.333333333333,469.8333333333335,27889147670.96835,0.0,32842361089.967922,0.0,8106206038.891834,2346722075.203142,0.0,2961154474.0552745,15743207428.39043,0.0,3685071073.433083,273393721.45534325,339560869.06955314,664895467.8009839,2407221015.1057043,0.0,45171729081.75806,34861434588.71004,10310294493.052883,5569688622.065564,0.0
