Date/Time,LIVING:AFN Zone Infiltration Air Change Rate [ach](RunPeriod),ATTIC:AFN Zone Infiltration Air Change Rate [ach](RunPeriod),CRAWLSPACE:AFN Zone Infiltration Air Change Rate [ach](RunPeriod),Facility:Facility Heating Setpoint Not Met Time [hr](RunPeriod),Facility:Facility Cooling Setpoint Not Met Time [hr](RunPeriod),HEATING_RESISTANCE_MAIN:Heating Coil Electricity Energy [J](RunPeriod),Electricity:Facility [J](RunPeriod),Heating:Electricity [J](RunPeriod),Cooling:Electricity [J](RunPeriod),Fans:Electricity [J](RunPeriod),InteriorLights:Electricity [J](RunPeriod),ExteriorLights:Electricity [J](RunPeriod),InteriorEquipment:Electricity [J](RunPeriod),electric_mels:InteriorEquipment:Electricity [J](RunPeriod),NaturalGas:Facility [J](RunPeriod),InteriorEquipment:NaturalGas [J](RunPeriod),gas_mels:InteriorEquipment:NaturalGas [J](RunPeriod)
 February,0.07639051265598348,2.440324892742196e-9,7.436751866120791e-7,0.0,0.0,1325056992.3860743,1833095806.5716195,1325056992.3860726,9091110.480909778,15421803.704637531,0.0,0.0,483525899.99999994,483525899.99999994,0.0,0.0,0.0
 July,0.09048044481621163,1.0560369037828013e-8,5.692570699849789e-7,0.0,73.16666666666667,0.0,1410253335.93068,0.0,813193832.8194227,61153603.1112579,0.0,0.0,535905900.0,535905900.0,0.0,0.0,0.0
 December,0.10953712549299421,4.77413542233133e-9,5.036268004218218e-7,0.0,572.6666666666663,22071599193.647507,55626743620.58761,22071599193.64744,11592661261.463194,1235612571.3600273,0.0,0.0,20726870594.11745,20726870594.11745,0.0,0.0,0.0
