Date/Time,Electricity:Facility [J](RunPeriod),Heating:Electricity [J](RunPeriod),Cooling:Electricity [J](RunPeriod),Fans:Electricity [J](RunPeriod),InteriorLights:Electricity [J](RunPeriod),ExteriorLights:Electricity [J](RunPeriod),InteriorEquipment:Electricity [J](RunPeriod),electric_mels:InteriorEquipment:Electricity [J](RunPeriod),NaturalGas:Facility [J](RunPeriod),InteriorEquipment:NaturalGas [J](RunPeriod),gas_mels:InteriorEquipment:NaturalGas [J](RunPeriod)
 February,1833095806.5716195,1325056992.3860726,9091110.480909778,15421803.704637531,0.0,0.0,483525899.99999994,483525899.99999994,0.0,0.0,0.0
 July,1410253335.93068,0.0,813193832.8194227,61153603.1112579,0.0,0.0,535905900.0,535905900.0,0.0,0.0,0.0
 December,55626743620.58761,22071599193.64744,11592661261.463194,1235612571.3600273,0.0,0.0,20726870594.11745,20726870594.11745,0.0,0.0,0.0
