Date/Time,LIVING:AFN Zone Infiltration Air Change Rate [ach](RunPeriod),ATTIC:AFN Zone Infiltration Air Change Rate [ach](RunPeriod),Facility:Facility Heating Setpoint Not Met Time [hr](RunPeriod),Facility:Facility Cooling Setpoint Not Met Time [hr](RunPeriod),DX_HEATING_COIL:Heating Coil Electricity Energy [J](RunPeriod),DX_HEATING_COIL:Heating Coil Defrost Electricity Energy [J](RunPeriod),DX_HEATING_COIL:Heating Coil Crankcase Heater Electricity Energy [J](RunPeriod),HEATING_RESISTANCE_BACKUP:Heating Coil Electricity Energy [J](RunPeriod),Electricity:Facility [J](RunPeriod),Heating:Electricity [J](RunPeriod),Cooling:Electricity [J](RunPeriod),Fans:Electricity [J](RunPeriod),Pumps:Electricity [J](RunPeriod),WaterSystems:Electricity [J](RunPeriod),InteriorLights:Electricity [J](RunPeriod),ExteriorLights:Electricity [J](RunPeriod),InteriorEquipment:Electricity [J](RunPeriod),electric_mels:InteriorEquipment:Electricity [J](RunPeriod),NaturalGas:Facility [J](RunPeriod),InteriorEquipment:NaturalGas [J](RunPeriod),gas_mels:InteriorEquipment:NaturalGas [J](RunPeriod)
 August,0.2747914709945672,4.551422327503399,0.0,0.0,0.0,0.0,0.0,0.0,220832986.68330173,0.0,18990029.633980685,1750356.3007493979,0.0,37990596.17411634,60536245.81959151,43200000.0,58365758.754863839,58365758.754863839,0.0,0.0,0.0
 December,0.4539222224222634,4.114070845762802,0.0,0.0,113273935.0099363,9392982.37656262,9037217.488139186,0.0,342680563.551895,131704134.87463808,0.0,10266689.388460357,0.0,38607734.714340958,60536245.81959151,43200000.0,58365758.754863839,58365758.754863839,0.0,0.0,0.0
 December,0.352500763417086,4.811308676421493,0.25,5.75,8915669471.732306,357676714.3592716,2138020854.5469874,0.0,81206772224.64073,11411367040.638588,866236189.7925882,795147611.0312561,0.0,8966789713.499814,22095729724.14978,15768000000.0,21303501945.526597,21303501945.526597,0.0,0.0,0.0
