Date/Time,LIVING:AFN Zone Infiltration Air Change Rate [ach](RunPeriod),ATTIC:AFN Zone Infiltration Air Change Rate [ach](RunPeriod),Facility:Facility Heating Setpoint Not Met Time [hr](RunPeriod),Facility:Facility Cooling Setpoint Not Met Time [hr](RunPeriod),HEATING_RESISTANCE_MAIN:Heating Coil Electricity Energy [J](RunPeriod),Electricity:Facility [J](RunPeriod),Heating:Electricity [J](RunPeriod),Fans:Electricity [J](RunPeriod),InteriorLights:Electricity [J](RunPeriod),ExteriorLights:Electricity [J](RunPeriod),InteriorEquipment:Electricity [J](RunPeriod),electric_mels:InteriorEquipment:Electricity [J](RunPeriod),NaturalGas:Facility [J](RunPeriod),InteriorEquipment:NaturalGas [J](RunPeriod),gas_mels:InteriorEquipment:NaturalGas [J](RunPeriod)
 January,0.421525788852878,5.612352630132967,0.0,0.0,2431261061.435465,2818722402.2183275,2431261061.435466,29130840.782860808,0.0,0.0,358330500.00000083,358330500.00000083,0.0,0.0,0.0
 August,0.3048684199270148,3.1373299605032066,0.0,111.49999999999999,0.0,416481299.99999994,0.0,0.0,0.0,0.0,416481299.99999994,416481299.99999994,0.0,0.0,0.0
 December,0.36166310185965905,4.6519304156572,0.0,1728.6666666666663,31615101650.3087,54821647901.27163,31615101650.30885,378805269.7383326,0.0,0.0,22827740981.225624,22827740981.225624,0.0,0.0,0.0
