Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),LIVING:Zone Mean Air Temperature [C](Hourly),FAN:Fan Electricity Rate [W](Hourly),DX_HEATING_COIL:Heating Coil Electricity Rate [W](Hourly),DX_HEATING_COIL:Heating Coil Defrost Electricity Rate [W](Hourly),DX_HEATING_COIL:Heating Coil Crankcase Heater Electricity Rate [W](Hourly),HEATING_RESISTANCE_BACKUP:Heating Coil Electricity Rate [W](Hourly)
 01/01  01:00:00,1.0,21.12239106949258,143.1047782171219,1695.9941549005428,146.88655109187002,45.11713324134774,0.0
 01/01  02:00:00,2.0,21.164044502534473,137.45941987391257,1634.1020941807174,150.1606142583743,51.436979759322085,0.0
 01/01  03:00:00,4.0,21.054062751232127,146.93923358507456,1785.7036397665388,151.89013227225513,41.92742708982378,0.0
 01/01  04:00:00,3.0,21.00370194386331,138.10552685113487,1675.9002148716681,134.2440096647341,51.215666804404016,0.0
 01/01  05:00:00,3.0,21.10052471998385,152.28751057226398,1845.9594351945134,148.02916731406177,35.93740229209046,0.0
 01/01  06:00:00,2.0,21.134047081278332,156.34491973775638,1938.0884066418237,117.13983469142941,31.625549981432076,0.0
 01/01  07:00:00,3.0,21.156335881758654,153.16149313646437,1902.4638658772733,122.40667608594576,35.22680945842902,0.0
 01/01  08:00:00,4.0,20.89191635105092,159.42982950874324,1937.0769511467802,164.8015302587581,28.490491661158025,0.0
 01/01  09:00:00,4.0,20.960185803250056,146.41821676200186,1769.4723537037285,151.3503847065583,42.489144201760794,0.0
 01/01  10:00:00,3.0,21.15651888444809,139.03037397354547,1753.9683888072973,89.68709569554166,50.60996793438968,0.0
 01/01  11:00:00,5.0,21.082645924171402,127.12276160742161,1656.0562890020767,70.37625128537282,63.764838284937355,0.0
 01/01  12:00:00,7.0,20.90457084459325,97.5427212001034,1451.8909114968644,0.0,95.6695991940786,0.0
 01/01  13:00:00,7.0,21.3183456491541,98.61403031328551,1462.6291375642195,0.0,94.52374117627697,0.0
 01/01  14:00:00,9.0,21.399933003523493,51.50824932090426,787.2553778682571,0.0,144.90745972283193,0.0
 01/01  15:00:00,10.0,20.89628763331209,42.96691734456062,665.3331101006265,0.0,0.0,0.0
 01/01  16:00:00,10.0,20.940059019383888,56.444246739889884,865.5915386712869,0.0,0.0,0.0
 01/01  17:00:00,9.0,20.822162501269638,73.49652635117032,1114.988822848223,0.0,121.38909025994616,0.0
 01/01  18:00:00,8.0,21.267083810720106,88.15021858684484,1319.3933718424532,0.0,105.71569540869694,0.0
 01/01  19:00:00,5.0,20.758429886096277,125.52862702173083,1704.7445844495894,29.482452488384563,65.62891304417622,0.0
 01/01  20:00:00,4.0,20.754405846864234,163.07203880148208,2135.868412149825,60.59513042584836,25.247568970225444,0.0
 01/01  21:00:00,5.0,21.11164678278874,164.80716677734318,2129.1569474750463,91.23830603519896,23.379831259964213,0.0
 01/01  22:00:00,4.0,21.232315200514627,142.7549861098158,1849.9926612224504,74.02673602302988,46.8965668772549,0.0
 01/01  23:00:00,3.0,21.08367926055825,160.19239294590494,2032.12355530186,103.33914674340245,27.870014901183637,0.0
 01/01  24:00:00,3.0,20.946569113111078,157.3257877817974,1989.6796083202119,101.4895660506346,30.95082509865623,0.0
