Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),LIVING:Zone Mean Air Temperature [C](Hourly),ATTIC:Zone Mean Air Temperature [C](Hourly),CRAWLSPACE:Zone Mean Air Temperature [C](Hourly),FAN:Fan Electricity Rate [W](Hourly),DX_HEATING_COIL:Heating Coil Electricity Rate [W](Hourly),DX_HEATING_COIL:Heating Coil Defrost Electricity Rate [W](Hourly),DX_HEATING_COIL:Heating Coil Crankcase Heater Electricity Rate [W](Hourly),HEATING_RESISTANCE_BACKUP:Heating Coil Electricity Rate [W](Hourly)
 01/01  24:00:00,-3.8,20.406858343229403,4.870557902577234,14.89573957375151,139.15812555993348,1538.5799373105427,72.87026651183898,21.890966139146387,0.0
 07/21  01:00:00,19.560000000000004,25.4991431773439,18.88907483877745,20.07386311799431,17.314150035367484,0.0,0.0,0.0,0.0
 07/21  02:00:00,19.04,25.509376117189765,18.213137059959288,19.758292912520039,6.778561766156853,0.0,0.0,0.0,0.0
 07/21  03:00:00,18.65,25.48607585813882,17.689669567238913,19.498961212980637,0.0,0.0,0.0,0.0,0.0
 07/21  04:00:00,18.259999999999999,25.181262390023375,17.260044406691095,19.269716215653756,0.0,0.0,0.0,0.0,0.0
 07/21  05:00:00,18.0,24.94539943605721,16.890906841023967,19.089116541395805,0.0,0.0,0.0,0.0,0.0
 07/21  06:00:00,18.259999999999999,25.541642625827948,17.769435937008795,19.08794862208883,5.973535705148315,0.0,0.0,0.0,0.0
 07/21  07:00:00,19.17,25.634491597245459,20.71158096806515,19.37406054814985,29.239386987294254,0.0,0.0,0.0,0.0
 07/21  08:00:00,21.380000000000004,25.68656838413748,24.784079181611444,20.181300554253867,53.927435666689699,0.0,0.0,0.0,0.0
 07/21  09:00:00,23.85,25.669415925593666,30.4789932443723,21.03444050772613,75.66124802014729,0.0,0.0,0.0,0.0
 07/21  10:00:00,26.06,25.64738195247285,35.658653738393407,21.697754758579497,96.97008779196782,0.0,0.0,0.0,0.0
 07/21  11:00:00,28.009999999999999,25.631384834259604,40.25898990877358,22.34086389720623,114.8021329832748,0.0,0.0,0.0,0.0
 07/21  12:00:00,29.31,25.614934899641953,43.662819801886268,22.81290531185168,126.1338743481189,0.0,0.0,0.0,0.0
 07/21  13:00:00,30.35,25.604307418504118,45.947915774620607,23.23223279576819,135.7114040128314,0.0,0.0,0.0,0.0
 07/21  14:00:00,31.0,25.601431033984246,46.850821909204928,23.560624647512126,149.59634018364063,0.0,0.0,0.0,0.0
 07/21  15:00:00,31.0,25.684428354791146,46.556705410237729,23.736989455064284,158.0181194211391,0.0,0.0,0.0,0.0
 07/21  16:00:00,30.22,25.83129363979828,44.90120551832268,23.72903267120959,158.0181194211391,0.0,0.0,0.0,0.0
 07/21  17:00:00,29.18,25.902293680455608,42.046610759098999,23.644804154043045,158.0181194211391,0.0,0.0,0.0,0.0
 07/21  18:00:00,27.88,25.904328800133827,38.15163608816258,23.459644660432255,158.0181194211391,0.0,0.0,0.0,0.0
 07/21  19:00:00,25.93,25.706389946581078,33.36450417987198,23.07596910611722,158.0181194211391,0.0,0.0,0.0,0.0
 07/21  20:00:00,24.5,25.558751694907938,28.773470581956869,22.71275010553319,133.03280268767214,0.0,0.0,0.0,0.0
 07/21  21:00:00,23.33,25.508062406035849,25.164572535576107,22.34582657480081,98.18162110333197,0.0,0.0,0.0,0.0
 07/21  22:00:00,22.16,25.5010973331428,22.7026149626442,21.941203192763088,72.79925371052186,0.0,0.0,0.0,0.0
 07/21  23:00:00,21.25,25.504524497083169,21.025194741270455,21.56122582013503,51.3405428609848,0.0,0.0,0.0,0.0
 07/21  24:00:00,20.34,25.500800060903335,19.827367115549764,21.117429151675905,32.85782095348897,0.0,0.0,0.0,0.0
 12/21  01:00:00,-6.2,20.542805623357546,-0.4268250306730139,14.63257621233848,158.0181194211391,1678.906357378578,93.08532958383901,0.0,1240.843228893239
 12/21  02:00:00,-6.2,20.542694874270859,-0.38570555557406946,14.007453309361506,158.0181194211391,1683.547136183394,93.08532958383901,0.0,1363.824716666557
 12/21  03:00:00,-6.2,20.542597302457766,-0.3536170912519566,13.749581888652037,158.0181194211391,1680.7758522067794,93.08532958383901,0.0,1547.4201177722012
 12/21  04:00:00,-6.2,20.54268694484466,-0.3270976916295258,13.46597220509754,158.0181194211391,1679.6337806343022,93.08532958383901,0.0,1666.8814190205063
 12/21  05:00:00,-6.2,20.543814886609395,-0.316319438303116,13.234845103455776,158.0181194211391,1678.3852923572366,93.08532958383901,0.0,1702.6904323810919
 12/21  06:00:00,-6.2,20.54626847890364,-0.3260131641681107,13.027517657264414,158.0181194211391,1677.4007214711747,93.08532958383901,0.0,1620.0146693123007
 12/21  07:00:00,-6.2,20.547762424677253,-0.3406157146448419,12.842541894586408,158.0181194211391,1676.5613419357563,93.08532958383901,0.0,1524.1116926482992
 12/21  08:00:00,-6.2,20.54792391877629,-0.35275036842579546,12.674497245706663,158.0181194211391,1675.792454967338,93.08532958383901,0.0,1467.9617870657249
 12/21  09:00:00,-6.2,20.545025139004108,-0.33856408598010659,12.520157855437866,158.0181194211391,1675.0586230161617,93.08532958383901,0.0,1578.888212003273
 12/21  10:00:00,-6.2,20.543074241147889,-0.3216576757674822,12.376383011757483,158.0181194211391,1674.2947201197113,93.08532958383901,0.0,1708.7197440913415
 12/21  11:00:00,-6.2,20.542670565677594,-0.3074738623414925,12.24154410532533,158.0181194211391,1673.6059289558066,93.08532958383901,0.0,1793.5990423951635
 12/21  12:00:00,-6.2,20.542737423181785,-0.2961204119437292,12.11462810476274,158.0181194211391,1673.0026605397102,93.08532958383901,0.0,1849.4150968899808
 12/21  13:00:00,-6.2,20.542714317136839,-0.28621072230773678,11.994761918049175,158.0181194211391,1672.448444698955,93.08532958383901,0.0,1895.3873639598319
 12/21  14:00:00,-6.2,20.54277733705915,-0.279167460259067,11.881131537359004,158.0181194211391,1671.9228075683098,93.08532958383901,0.0,1926.6387208314046
 12/21  15:00:00,-6.2,20.542963937487966,-0.27518716746013135,11.7730877079917,158.0181194211391,1671.4274101211157,93.08532958383901,0.0,1941.627396652303
 12/21  16:00:00,-6.2,20.544146158063616,-0.28238061990787469,11.670097805671507,158.0181194211391,1670.960586900193,93.08532958383901,0.0,1893.6157778240177
 12/21  17:00:00,-6.2,20.547569447871209,-0.31507170402931958,11.571888975394174,158.0181194211391,1670.5458492029414,93.08532958383901,0.0,1697.6228910217565
 12/21  18:00:00,-6.2,20.55103129638764,-0.36161067429120888,11.478527016106332,158.0181194211391,1670.218479057386,93.08532958383901,0.0,1429.8820813328417
 12/21  19:00:00,-6.2,20.553905171693566,-0.4173505786200462,11.38973452954417,158.0181194211391,1669.9132182165739,93.08532958383901,0.0,1136.2103781604547
 12/21  20:00:00,-6.2,20.554366371003395,-0.4611086419237269,11.30497557557221,158.0181194211391,1669.610264334303,93.08532958383901,0.0,938.8405085649974
 12/21  21:00:00,-6.2,20.554017953452197,-0.4971053910292631,11.223367841412092,158.0181194211391,1669.2540692864232,93.08532958383901,0.0,808.7741359270167
 12/21  22:00:00,-6.2,20.5510914445005,-0.502641316835229,11.144385199053682,158.0181194211391,1668.8879289096747,93.08532958383901,0.0,853.4586900764216
 12/21  23:00:00,-6.2,20.54641110400729,-0.47696197208073667,11.067180666446193,158.0181194211391,1668.456913433581,93.08532958383901,0.0,1075.481729901937
 12/21  24:00:00,-6.2,20.542419117292334,-0.4336526738629947,10.991125150977045,158.0181194211391,1667.981891857887,93.08532958383901,0.0,1368.8888727302493
