Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),LIVING:Zone Mean Air Temperature [C](Hourly),ATTIC:Zone Mean Air Temperature [C](Hourly),CRAWLSPACE:Zone Mean Air Temperature [C](Hourly),FAN:Fan Electricity Rate [W](Hourly),HEATING_FUEL_MAIN:Heating Coil NaturalGas Rate [W](Hourly),HEATING_FUEL_MAIN:Heating Coil Electricity Rate [W](Hourly)
 01/01  01:00:00,6.0,18.601577630799582,10.97756282515138,18.06461919450922,9.979429327467681,1282.556548165525,0.0
 01/01  02:00:00,6.0,18.57210985080763,10.088277218934374,16.104573235395087,13.25984456973935,1662.372818142788,0.0
 01/01  03:00:00,5.0,18.56915477775744,10.224922287062745,17.766762267365973,14.753727101678649,1867.4782302513368,0.0
 01/01  04:00:00,5.0,18.560608116772485,9.67413997596406,14.778945823790513,18.319117683503414,2302.396533195453,0.0
 01/01  05:00:00,6.0,18.57684683515679,10.01483498197639,16.272279696609683,16.768750308708633,2136.1120736699327,0.0
 01/01  06:00:00,7.0,19.983973151015693,10.452976963207618,15.091618829872555,33.7093368520673,4264.415444413853,0.0
 01/01  07:00:00,6.0,20.203352033837994,11.032680248222736,15.9872250250076,34.03196422494521,4155.571576843324,0.0
 01/01  08:00:00,6.0,20.241089442442796,11.77304172222382,16.074360739619436,30.485632857202383,3683.315896653005,0.0
 01/01  09:00:00,5.0,20.245569711700306,12.319774782061856,16.222789622371888,27.763919248495952,3349.086533952934,0.0
 01/01  10:00:00,4.0,20.239710737804195,12.657970888995017,15.5168414423532,27.11265975401133,3268.0756767304943,0.0
 01/01  11:00:00,7.0,20.249354992350884,13.74817936878045,15.118136387869367,23.203790974696396,2806.496219690368,0.0
 01/01  12:00:00,6.0,20.241138117256263,14.34198806530136,15.198764619120984,23.01510845485178,2788.2825685991875,0.0
 01/01  13:00:00,6.0,20.248553972699725,15.370862547911091,15.399793788643983,19.938000871685023,2414.5975159196723,0.0
 01/01  14:00:00,7.0,20.25158499976665,16.88606111899932,16.23056713131497,17.093961775126452,2067.149283047111,0.0
 01/01  15:00:00,8.0,20.2499838113378,17.126083682897367,15.439092587337912,15.29923431263917,1842.8632035317748,0.0
 01/01  16:00:00,7.0,20.252807594729724,16.5898521522332,14.555990178756456,12.795046029021321,1547.3724069367622,0.0
 01/01  17:00:00,5.0,20.23762736653372,15.89858310644054,15.044784332646845,13.94883263000123,1693.768450301612,0.0
 01/01  18:00:00,5.0,20.232258660257457,14.40581491119708,14.874393603669926,15.826732103826,1918.013707203789,0.0
 01/01  19:00:00,5.0,20.232108212323855,13.264381771803755,14.337851030694418,17.22704558653644,2089.6058789487297,0.0
 01/01  20:00:00,5.0,20.21470217975598,12.21973232645137,13.375382619466638,22.969211169579836,2795.1537703052836,0.0
 01/01  21:00:00,4.0,20.232907629667704,12.458919550989867,14.340225321186892,21.94542621921487,2682.605395200946,0.0
 01/01  22:00:00,5.0,20.217950332721298,11.387168648408453,12.78677300675035,26.923740547631752,3276.4854413561775,0.0
 01/01  23:00:00,4.0,18.694048922064585,10.621544416892855,12.300734908876288,12.108087014077654,1485.9047917023165,0.0
 01/01  24:00:00,4.0,18.55729094823932,10.336121184263142,12.113232899976499,16.837316737108633,2162.455530818245,0.0
 01/15  01:00:00,2.7,18.56836861873031,5.19655479773736,17.847606888690947,17.97074660864073,2255.463032644356,0.0
 01/15  02:00:00,3.0,18.562797444658788,6.203628788551813,17.433000781438846,20.639581894043015,2584.0951592551187,0.0
 01/15  03:00:00,2.1,18.55858717723678,6.821836955832473,16.64987939681247,23.693952413693065,2973.5185518080225,0.0
 01/15  04:00:00,1.1,18.560305076716585,7.0316998299275335,16.766722252985716,25.501978641584316,3212.872510417311,0.0
 01/15  05:00:00,0.2,18.557332057885798,6.782159415684183,15.707727323319183,27.766551366706487,3496.850015693135,0.0
