Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),Environment:Site Mains Water Temperature [C](TimeStep),INTERIOR LIGHTS:Lights Electricity Rate [W](TimeStep),ELECTRIC_MELS1:Electric Equipment Electricity Rate [W](TimeStep),GAS_MELS1:Gas Equipment NaturalGas Rate [W](TimeStep),LIVING:Zone Mean Air Temperature [C](TimeStep),ATTIC:Zone Mean Air Temperature [C](TimeStep),FAN:Fan Electricity Rate [W](TimeStep),DX_COOLING_COIL:Cooling Coil Electricity Rate [W](TimeStep),DX_HEATING_COIL:Heating Coil Electricity Rate [W](TimeStep),DX_HEATING_COIL:Heating Coil Defrost Electricity Rate [W](TimeStep),DX_HEATING_COIL:Heating Coil Crankcase Heater Electricity Rate [W](TimeStep),HEATING_RESISTANCE_BACKUP:Heating Coil Electricity Rate [W](TimeStep)
 01/01  01:00:00,2.2,8.822222222,0.0,449.71410205278596,0.0,19.776461256226483,-0.3894515358744805,0.0,0.0,0.0,0.0,199.99999999999997,0.0
 01/01  02:00:00,1.1,8.822222222,0.0,449.71410205278596,0.0,19.22767385574311,0.017892864621521846,0.0,0.0,0.0,0.0,200.0,0.0
 01/01  03:00:00,-0.6,8.827777778,0.0,449.71410205278596,0.0,18.927437623050157,-1.0142109179118952,0.0,0.0,0.0,0.0,199.99999999999997,0.0
 01/01  04:00:00,-1.1,8.827777778,0.0,449.71410205278596,0.0,18.62051881035277,-1.6371888023585803,2.535552084442891,0.0,41.23401122457791,2.546255862234489,197.2880027644797,0.0
 01/01  05:00:00,-1.7,8.833333333,0.0,449.71410205278596,0.0,18.51086872532454,-1.6752795725439171,9.395120821118956,0.0,152.72126897939756,8.946311753509848,189.94805675039558,0.0
 01/01  06:00:00,-3.0,8.833333333,0.0,449.71410205278596,0.0,19.699172354161636,2.0931068215056783,55.43129321206231,0.0,907.4988532232353,53.111571026374314,140.56445737195529,0.0
 01/01  07:00:00,-3.3,8.838888889,0.0,449.71410205278596,0.0,19.691830960342305,1.8635623216405601,50.390458849199206,0.0,831.8131480799731,45.63708223645067,145.98454729171712,0.0
 01/01  08:00:00,-3.0,8.844444444,0.0,449.71410205278596,0.0,19.717897280605634,2.601155929511071,57.93204504102482,0.0,954.2502692940947,55.50887258434074,137.88171016287657,0.0
 01/01  09:00:00,-1.0,8.85,0.0,449.71410205278596,0.0,19.729244826372152,3.9599384205180392,38.16545476619224,0.0,628.5802181385225,43.565823067948685,159.11825196019217,0.0
 01/01  10:00:00,3.3,8.85,0.0,449.71410205278596,0.0,19.72391513310545,7.366058349627318,16.093437032198214,0.0,277.34078805699943,15.678531161217403,182.8948523194271,0.0
 01/01  11:00:00,5.6,8.855555556,0.0,449.71410205278596,0.0,19.72247809517827,11.604829593638843,4.465302279034652,0.0,89.41137890653181,0.0,195.27487854435702,0.0
 01/01  12:00:00,7.2,8.861111111,0.0,449.71410205278596,0.0,19.722096786562243,15.57258788304407,1.72006636854808,0.0,35.02716948101108,0.0,198.17984942669693,0.0
 01/01  13:00:00,8.3,8.861111111,0.0,449.71410205278596,0.0,20.065035687574117,21.168301577121877,0.0,0.0,0.0,0.0,200.0,0.0
