Date/Time,LIVING:AFN Zone Infiltration Air Change Rate [ach](RunPeriod),ATTIC:AFN Zone Infiltration Air Change Rate [ach](RunPeriod),CRAWLSPACE:AFN Zone Infiltration Air Change Rate [ach](RunPeriod),Facility:Facility Heating Setpoint Not Met Time [hr](RunPeriod),Facility:Facility Cooling Setpoint Not Met Time [hr](RunPeriod),HEATING_RESISTANCE_MAIN:Heating Coil Electricity Energy [J](RunPeriod),Electricity:Facility [J](RunPeriod),Heating:Electricity [J](RunPeriod),Fans:Electricity [J](RunPeriod),InteriorLights:Electricity [J](RunPeriod),ExteriorLights:Electricity [J](RunPeriod),InteriorEquipment:Electricity [J](RunPeriod),electric_mels:InteriorEquipment:Electricity [J](RunPeriod),NaturalGas:Facility [J](RunPeriod),InteriorEquipment:NaturalGas [J](RunPeriod),gas_mels:InteriorEquipment:NaturalGas [J](RunPeriod)
 February,0.40217895436647066,1.2518195382437116,0.8454177634786421,0.0,0.0,873964309.0885739,1457247259.1889255,873964309.0885751,10471650.100351827,0.0,0.0,572811299.9999994,572811299.9999994,0.0,0.0,0.0
 August,0.21314595437192,0.9174349549935796,0.6482495316087634,0.0,167.99999999999997,0.0,552983399.9999992,0.0,0.0,0.0,0.0,552983399.9999992,552983399.9999992,0.0,0.0,0.0
 December,0.3312180407675667,1.1385318895084031,0.8637218909271317,0.16666666666666666,3514.499999999998,21158433229.144882,53318663123.231285,21158433229.14489,253515741.02416563,0.0,0.0,31906714153.062675,31906714153.062675,0.0,0.0,0.0
