Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),LIVING:Zone Mean Air Temperature [C](Hourly),ATTIC:Zone Mean Air Temperature [C](Hourly),CRAWLSPACE:Zone Mean Air Temperature [C](Hourly),FAN:Fan Electricity Rate [W](Hourly),HEATING_RESISTANCE_MAIN:Heating Coil Electricity Rate [W](Hourly)
 01/01  01:00:00,7.633333333333333,21.991984894738597,21.378947786534578,23.199398243327668,18.333965844468057,1530.1534751983056
 01/01  02:00:00,8.299999999999999,21.99251232292181,21.48205640210342,22.99234148883063,18.744873154408783,1564.4478146567756
 01/01  03:00:00,8.299999999999999,21.993178880661958,21.562260717150668,23.039258684296897,18.726587954122046,1562.92173115685
 01/01  04:00:00,8.299999999999999,21.992955896234594,21.68408857152683,23.04322426400186,18.483763704029506,1542.6556101607955
 01/01  05:00:00,8.299999999999999,21.993268811506493,21.76362795357061,22.9967980714019,18.36995076275727,1533.1567778248116
 01/01  06:00:00,8.299999999999999,21.992118481596833,21.764913747351127,22.955484422699616,18.808374566525345,1569.7476448874222
 01/01  07:00:00,8.299999999999999,21.994239521990902,21.427906463463756,22.91590135520666,18.518918040775922,1545.58959242067
 01/01  08:00:00,8.299999999999999,21.994899939445116,21.608797779410196,22.819317176611523,17.541820729180223,1464.0410142445953
 01/01  09:00:00,8.008333333333333,22.000072100411614,22.434430483583114,22.803775974582408,14.261979383038359,1190.3053328065093
 01/01  10:00:00,7.799999999999998,22.01048802893415,24.37126521050136,22.781317940077127,9.006098304474168,751.6493013827009
 01/01  11:00:00,8.441666666666666,22.00874044181741,25.83454514466767,22.806766145333324,5.483779512290028,457.676443227568
 01/01  12:00:00,9.891666666666667,22.133058370215355,25.5305484566007,21.588307522823857,0.8574071537578893,71.5592331256788
 01/01  13:00:00,11.533333333333331,22.75930512200475,22.03508555192404,19.060773969172278,0.0,0.0
 01/01  14:00:00,12.841666666666669,22.986643900938834,19.7222685027056,18.856325241868955,0.0,0.0
 01/01  15:00:00,14.291666666666666,22.89118411649564,16.875844862052457,18.642785169385476,0.0,0.0
 01/01  16:00:00,11.441666666666668,22.440963351061914,15.750577784722523,18.355849487587214,0.0,0.0
 01/01  17:00:00,8.258333333333333,22.016264156188598,20.20837269290362,21.436320064055383,7.958401382115139,664.208477051398
