Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),LIVING:Zone Mean Air Temperature [C](Hourly),FAN:Fan Electricity Rate [W](Hourly),DX_HEATING_COIL:Heating Coil Electricity Rate [W](Hourly),DX_HEATING_COIL:Heating Coil Defrost Electricity Rate [W](Hourly),DX_HEATING_COIL:Heating Coil Crankcase Heater Electricity Rate [W](Hourly),HEATING_RESISTANCE_BACKUP:Heating Coil Electricity Rate [W](Hourly)
 01/01  01:00:00,8.3,18.03955750218133,8.342416901966086,123.18975430353083,0.0,190.6834024840562,0.0
 01/01  02:00:00,8.3,18.051509768760482,13.954972395290104,206.47979743905614,0.0,184.41544426743002,0.0
 01/01  03:00:00,8.3,18.206001985736084,18.05041819490759,267.1283216382143,0.0,179.8417552979413,0.0
 01/01  04:00:00,8.3,18.156755255490513,16.69845366249575,247.86133547111706,0.0,181.35159465892357,0.0
 01/01  05:00:00,8.3,19.88213059262294,63.14397449668211,936.2304425391802,0.0,129.4824266329864,0.0
 01/01  06:00:00,8.3,20.3040465585097,57.29311024154247,877.7452579693407,0.0,136.01652197083888,0.0
 01/01  07:00:00,8.3,20.39285188771779,46.02985865227364,710.9770042084099,0.0,148.59503285217613,0.0
 01/01  08:00:00,8.3,20.381548863116826,39.51590571295471,611.4216013138993,0.0,155.86964864836477,0.0
 01/01  09:00:00,7.8,20.18001039486606,23.191880613608284,356.7560259999904,0.0,174.09990176061729,0.0
 01/01  10:00:00,7.8,20.161889950943092,10.076199274773282,154.41944024708056,0.0,188.74715873868837,0.0
 01/01  11:00:00,8.9,20.37837612182166,22.03997323751422,341.79375044617905,0.0,175.38632241362805,0.0
 01/01  12:00:00,10.6,20.456336325001107,13.218796659817784,210.08298071299623,0.0,0.0,0.0
 01/01  13:00:00,12.2,20.20365362759297,2.969848489646746,48.24368495512759,0.0,0.0,0.0
 01/01  14:00:00,13.3,20.118379030328555,6.960650067454305,114.26404578614996,0.0,0.0,0.0
 01/01  15:00:00,15.0,20.305185933392732,10.848656129101366,182.2849009026723,0.0,0.0,0.0
 01/01  16:00:00,8.9,20.14494471821008,15.151499465612863,235.62782218583507,0.0,183.07919348278014,0.0
 01/01  17:00:00,7.8,20.294834737052017,23.149374415696496,354.42254164080987,0.0,174.14737159370415,0.0
 01/01  18:00:00,8.3,20.477267368284902,23.499153579867833,362.84283254585546,0.0,173.7567471822965,0.0
 01/01  19:00:00,7.8,20.361706909071465,22.00441013326363,339.1467848350734,0.0,175.42603837755243,0.0
 01/01  20:00:00,7.8,20.152627129523427,19.425716871215986,298.7339377753187,0.0,178.3058569627291,0.0
 01/01  21:00:00,7.2,20.088508617351838,23.744580638753266,361.29324389833675,0.0,173.48266052922855,0.0
 01/01  22:00:00,6.7,18.934744590305748,0.0,0.0,0.0,200.0,0.0
 01/01  23:00:00,7.2,18.228955659137227,0.0,0.0,0.0,200.0,0.0
 01/01  24:00:00,6.7,17.921425008276845,4.752299711974006,69.2831678698962,0.0,194.6927534056512,0.0
