Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),DX_HEATING_COIL:Heating Coil Heating Rate [W](Hourly),DX_HEATING_COIL:Heating Coil Electricity Rate [W](Hourly),DX_HEATING_COIL:Heating Coil Defrost Electricity Rate [W](Hourly),DX_HEATING_COIL:Heating Coil Crankcase Heater Electricity Rate [W](Hourly),FAN:Fan Electricity Rate [W](Hourly),HEAT PUMP WATER HEATER FAN:Fan Electricity Rate [W](Hourly),LIVING:Zone Mean Air Temperature [C](Hourly),ATTIC:Zone Mean Air Temperature [C](Hourly),CRAWLSPACE:Zone Mean Air Temperature [C](Hourly),LIVING:Zone Predicted Sensible Load to Heating Setpoint Heat Transfer Rate [W](Hourly),LIVING:Zone System Predicted Sensible Load to Heating Setpoint Heat Transfer Rate [W](Hourly),ATTIC:Zone Predicted Sensible Load to Heating Setpoint Heat Transfer Rate [W](Hourly),ATTIC:Zone System Predicted Sensible Load to Heating Setpoint Heat Transfer Rate [W](Hourly),CRAWLSPACE:Zone Predicted Sensible Load to Heating Setpoint Heat Transfer Rate [W](Hourly),CRAWLSPACE:Zone System Predicted Sensible Load to Heating Setpoint Heat Transfer Rate [W](Hourly),HEATING_RESISTANCE_BACKUP:Heating Coil Heating Rate [W](Hourly),HEATING_RESISTANCE_BACKUP:Heating Coil Electricity Rate [W](Hourly)
 01/01  01:00:00,-4.0,2216.2523359370643,755.8803987098481,0.038465438230193605,101.52059083312659,79.8493270776282,0.0,18.41363902191541,0.3906204724897503,18.97291100983367,1593.9461372343758,1593.9461372343758,0.0,0.0,0.0,0.0,0.0,0.0
 01/01  02:00:00,-4.0,3063.720290188251,1018.8298795289704,5.5147416621423035,65.72012057395642,108.74049540815878,0.0,18.470789026357902,0.12762319392876123,18.597904232897378,2210.37346763152,2210.37346763152,0.0,0.0,0.0,0.0,0.0,0.0
 01/01  03:00:00,-4.0,3544.0638314849266,1166.1667490079292,6.307524548690629,46.41644382196408,124.37267399135689,0.0,18.55536090993958,-0.04492202371175044,18.428631477020172,2536.124065837679,2536.124065837679,0.0,0.0,0.0,0.0,0.0,0.0
 01/01  04:00:00,-4.0,3676.018541244401,1208.1305779728032,6.5243783440982295,41.136214341713014,128.64855929523074,0.0,18.605609118580308,-0.13089615660646345,18.240268837864374,2616.1312335800158,2616.1312335800158,0.0,0.0,0.0,0.0,0.0,0.0
 01/01  05:00:00,-4.0,3770.785483266589,1240.5544364055093,37.202590620173176,31.6031458053607,135.5847544194763,0.0,18.59782765572211,-0.1690147396964058,18.069619486812414,2647.2326390928392,2647.2326390928392,0.0,0.0,0.0,0.0,0.0,0.0
 01/01  06:00:00,-4.0,4547.137505438959,1456.2469558285302,56.34776715005047,0.0,162.1664578878672,0.0,19.314162990096044,0.5432086667593848,17.892784766131804,3569.6796715127275,3569.6796715127275,0.0,0.0,0.0,0.0,449.13971768830834,449.13971768830834
 01/01  07:00:00,-4.0,4471.209833012186,1457.650689705125,70.20635404429142,0.0,162.1664578878672,0.0,19.591189890324383,0.6443431848725691,17.781179355979894,3453.9762838837196,3453.9762838837196,0.0,0.0,0.0,0.0,409.588838935249,409.588838935249
 01/01  08:00:00,-4.0,4464.568700109619,1465.4555870268225,70.20635404429142,0.0,162.1664578878672,0.0,19.680567662632463,0.8006256481216197,17.650261955603995,3287.9636211368415,3287.9636211368415,0.0,0.0,0.0,0.0,241.51112638438326,241.51112638438326
 01/01  09:00:00,-2.2,4692.31814819267,1489.3793002837742,70.93187497150726,0.0,162.1664578878672,85.44000000000005,19.70229245417413,1.3366975986596246,17.541416634000463,3124.31766735531,3124.31766735531,0.0,0.0,0.0,0.0,1012.8450416512987,1012.8450416512987
 01/01  10:00:00,-1.7,4773.801416070191,1501.2727125003946,67.36099756950784,0.0,162.1664578878672,85.44000000000005,19.700027464230192,2.453727715326677,17.42256441882055,3074.2939055571915,3074.2939055571915,0.0,0.0,0.0,0.0,1045.9616188081918,1045.9616188081918
