Date/Time,Electricity:Facility [J](RunPeriod),Heating:Electricity [J](RunPeriod),Cooling:Electricity [J](RunPeriod),Fans:Electricity [J](RunPeriod),InteriorLights:Electricity [J](RunPeriod),ExteriorLights:Electricity [J](RunPeriod),InteriorEquipment:Electricity [J](RunPeriod),electric_mels:InteriorEquipment:Electricity [J](RunPeriod),NaturalGas:Facility [J](RunPeriod),InteriorEquipment:NaturalGas [J](RunPeriod),gas_mels:InteriorEquipment:NaturalGas [J](RunPeriod)
 January,3205595127.689905,2726551236.9825797,0.0,31877090.707325395,0.0,0.0,447166800.0000001,447166800.0000001,0.0,0.0,0.0
 August,867139717.3952,0.0,316770474.3492583,24021343.045940116,0.0,0.0,526347900.0000006,526347900.0000006,0.0,0.0,0.0
 December,77231869081.99834,50161318048.22494,2956952359.2686257,834397319.7268407,0.0,0.0,23279201354.779305,23279201354.779305,0.0,0.0,0.0
