Date/Time,LIVING:AFN Zone Infiltration Air Change Rate [ach](RunPeriod),ATTIC:AFN Zone Infiltration Air Change Rate [ach](RunPeriod),CRAWLSPACE:AFN Zone Infiltration Air Change Rate [ach](RunPeriod),Facility:Facility Heating Setpoint Not Met Time [hr](RunPeriod),Facility:Facility Cooling Setpoint Not Met Time [hr](RunPeriod),HEATING_RESISTANCE_MAIN:Heating Coil Electricity Energy [J](RunPeriod),Electricity:Facility [J](RunPeriod),Heating:Electricity [J](RunPeriod),Fans:Electricity [J](RunPeriod),InteriorLights:Electricity [J](RunPeriod),ExteriorLights:Electricity [J](RunPeriod),InteriorEquipment:Electricity [J](RunPeriod),electric_mels:InteriorEquipment:Electricity [J](RunPeriod),NaturalGas:Facility [J](RunPeriod),InteriorEquipment:NaturalGas [J](RunPeriod),gas_mels:InteriorEquipment:NaturalGas [J](RunPeriod)
 January,0.10952457775660975,1.3540840130684631e-9,0.0000010527384089457492,0.0,0.5,1253583601.0818791,1899256266.9005048,1253583601.08188,15020165.818622772,0.0,0.0,630652499.9999998,630652499.9999998,0.0,0.0,0.0
 July,0.16925679488333167,1.9386097296107584e-8,1.0335241646101417e-7,0.0,167.99999999999997,0.0,553516392.857143,0.0,0.0,0.0,0.0,553516392.857143,553516392.857143,0.0,0.0,0.0
 December,0.19718552670649345,1.8822833612967743e-8,5.617456013688589e-7,0.16666666666666666,3937.9999999999986,29554881977.129,59989435869.37999,29554881977.12893,354120162.12016714,0.0,0.0,30080433730.129345,30080433730.129345,0.0,0.0,0.0
