Date/Time,LIVING:AFN Zone Infiltration Air Change Rate [ach](RunPeriod),ATTIC:AFN Zone Infiltration Air Change Rate [ach](RunPeriod),Facility:Facility Heating Setpoint Not Met Time [hr](RunPeriod),Facility:Facility Cooling Setpoint Not Met Time [hr](RunPeriod),DX_HEATING_COIL:Heating Coil Electricity Energy [J](RunPeriod),DX_HEATING_COIL:Heating Coil Defrost Electricity Energy [J](RunPeriod),DX_HEATING_COIL:Heating Coil Crankcase Heater Electricity Energy [J](RunPeriod),HEATING_RESISTANCE_BACKUP:Heating Coil Electricity Energy [J](RunPeriod),Electricity:Facility [J](RunPeriod),Heating:Electricity [J](RunPeriod),Cooling:Electricity [J](RunPeriod),Fans:Electricity [J](RunPeriod),Pumps:Electricity [J](RunPeriod),WaterSystems:Electricity [J](RunPeriod),InteriorLights:Electricity [J](RunPeriod),ExteriorLights:Electricity [J](RunPeriod),InteriorEquipment:Electricity [J](RunPeriod),electric_mels:InteriorEquipment:Electricity [J](RunPeriod),NaturalGas:Facility [J](RunPeriod),InteriorEquipment:NaturalGas [J](RunPeriod),gas_mels:InteriorEquipment:NaturalGas [J](RunPeriod)
 July,0.09471451196912513,2.061511873477846,0.0,0.0,0.0,0.0,0.0,0.0,198735488.49404336,0.0,10107413.455689058,968835.1622173733,0.0,25557235.301805688,60536245.81946747,43200000.0,58365758.754863839,58365758.754863839,17116058.285883815,17116058.285883815,17116058.285883815
 December,0.12214146688697759,0.7456138734504254,0.0,0.0,0.0,0.0,17280000.0,240901726.63556568,472473385.16326978,258181726.63556568,0.0,16383318.6215837,0.0,35806335.33178893,60536245.81946747,43200000.0,58365758.754863839,58365758.754863839,17116058.285883815,17116058.285883815,17116058.285883815
 December,0.10417009516828911,1.609764011464308,0.0,0.0,3808931663.6071689,208724656.2845786,2834385008.952708,3997473143.9947998,82732773587.62104,10849514472.839213,728669759.8364192,664099282.1030779,0.0,11323258403.204432,22095729724.107828,15768000000.0,21303501945.526597,21303501945.526597,6247361274.347478,6247361274.347478,6247361274.347478
