Date/Time,Electricity:Facility [J](RunPeriod),Heating:Electricity [J](RunPeriod),Cooling:Electricity [J](RunPeriod),Fans:Electricity [J](RunPeriod),InteriorLights:Electricity [J](RunPeriod),ExteriorLights:Electricity [J](RunPeriod),InteriorEquipment:Electricity [J](RunPeriod),electric_mels:InteriorEquipment:Electricity [J](RunPeriod),NaturalGas:Facility [J](RunPeriod),InteriorEquipment:NaturalGas [J](RunPeriod),gas_mels:InteriorEquipment:NaturalGas [J](RunPeriod)
 January,974084528.0292176,493684680.34567034,0.0,39836347.68354666,0.0,0.0,440563500.000001,440563500.000001,0.0,0.0,0.0
 August,605779917.5347677,0.0,246887173.71815276,24637243.81661492,0.0,0.0,334255500.0000013,334255500.0000013,0.0,0.0,0.0
 December,34396843131.05756,8856249827.411161,4048310039.2640996,1016408611.2447937,0.0,0.0,20475874653.137356,20475874653.137356,0.0,0.0,0.0
