Date/Time,LIVING:AFN Zone Infiltration Air Change Rate [ach](RunPeriod),ATTIC:AFN Zone Infiltration Air Change Rate [ach](RunPeriod),CRAWLSPACE:AFN Zone Infiltration Air Change Rate [ach](RunPeriod),Facility:Facility Heating Setpoint Not Met Time [hr](RunPeriod),Facility:Facility Cooling Setpoint Not Met Time [hr](RunPeriod),DX_HEATING_COIL:Heating Coil Electricity Energy [J](RunPeriod),DX_HEATING_COIL:Heating Coil Defrost Electricity Energy [J](RunPeriod),DX_HEATING_COIL:Heating Coil Crankcase Heater Electricity Energy [J](RunPeriod),HEATING_RESISTANCE_BACKUP:Heating Coil Electricity Energy [J](RunPeriod),Electricity:Facility [J](RunPeriod),Heating:Electricity [J](RunPeriod),Cooling:Electricity [J](RunPeriod),Fans:Electricity [J](RunPeriod),InteriorLights:Electricity [J](RunPeriod),ExteriorLights:Electricity [J](RunPeriod),InteriorEquipment:Electricity [J](RunPeriod),electric_mels:InteriorEquipment:Electricity [J](RunPeriod),NaturalGas:Facility [J](RunPeriod),InteriorEquipment:NaturalGas [J](RunPeriod),gas_mels:InteriorEquipment:NaturalGas [J](RunPeriod)
 January,0.19996839663611515,0.42696830677661035,1.6868884286382018,0.0,0.0,416119973.7112237,22266382.67298483,55289052.77590276,9271.185559220248,974084528.0292176,493684680.34567034,0.0,39836347.68354666,0.0,0.0,440563500.000001,440563500.000001,0.0,0.0,0.0
 August,0.102416141558052,0.4396675309960737,0.9593411696116169,0.0,0.0,0.0,0.0,0.0,0.0,605779917.5347677,0.0,246887173.71815276,24637243.81661492,0.0,0.0,334255500.0000013,334255500.0000013,0.0,0.0,0.0
 December,0.17195506881335207,0.405387931125679,0.9607021877320707,0.0,28.5,6541115755.287882,293029831.6907682,2013984229.4161682,8120011.016326882,34396843131.05756,8856249827.411161,4048310039.2640996,1016408611.2447937,0.0,0.0,20475874653.137356,20475874653.137356,0.0,0.0,0.0
