Date/Time,LIVING:AFN Zone Infiltration Air Change Rate [ach](RunPeriod),ATTIC:AFN Zone Infiltration Air Change Rate [ach](RunPeriod),CRAWLSPACE:AFN Zone Infiltration Air Change Rate [ach](RunPeriod),Facility:Facility Heating Setpoint Not Met Time [hr](RunPeriod),Facility:Facility Cooling Setpoint Not Met Time [hr](RunPeriod),HEATING_RESISTANCE_MAIN:Heating Coil Electricity Energy [J](RunPeriod),Electricity:Facility [J](RunPeriod),Heating:Electricity [J](RunPeriod),Cooling:Electricity [J](RunPeriod),Fans:Electricity [J](RunPeriod),InteriorLights:Electricity [J](RunPeriod),ExteriorLights:Electricity [J](RunPeriod),InteriorEquipment:Electricity [J](RunPeriod),electric_mels:InteriorEquipment:Electricity [J](RunPeriod),NaturalGas:Facility [J](RunPeriod),InteriorEquipment:NaturalGas [J](RunPeriod),gas_mels:InteriorEquipment:NaturalGas [J](RunPeriod)
 February,0.1892139308424746,2.056729855377281e-8,0.000001334983180195781,0.0,0.0,2314531235.311432,2722940441.2025256,2314531235.311433,0.0,26234105.89109138,0.0,0.0,382175099.99999934,382175099.99999934,0.0,0.0,0.0
 July,0.14377084364300793,3.950299522659243e-8,4.7354041058041736e-7,0.0,0.0,0.0,920361507.746269,0.0,473428159.5445962,35114948.20167354,0.0,0.0,411818399.9999989,411818399.9999989,0.0,0.0,0.0
 December,0.16862238441648342,2.3837787757090588e-8,8.276222934047371e-7,0.0,6.166666666666666,35995446021.637245,64388830335.43947,35995446021.63697,4867757467.274163,810020159.3852857,0.0,0.0,22715606687.14295,22715606687.14295,0.0,0.0,0.0
