Date/Time,Electricity:Facility [J](RunPeriod),Heating:Electricity [J](RunPeriod),Cooling:Electricity [J](RunPeriod),Fans:Electricity [J](RunPeriod),InteriorLights:Electricity [J](RunPeriod),ExteriorLights:Electricity [J](RunPeriod),InteriorEquipment:Electricity [J](RunPeriod),electric_mels:InteriorEquipment:Electricity [J](RunPeriod),NaturalGas:Facility [J](RunPeriod),InteriorEquipment:NaturalGas [J](RunPeriod),gas_mels:InteriorEquipment:NaturalGas [J](RunPeriod)
 February,2722940441.2025256,2314531235.311433,0.0,26234105.89109138,0.0,0.0,382175099.99999934,382175099.99999934,0.0,0.0,0.0
 July,920361507.746269,0.0,473428159.5445962,35114948.20167354,0.0,0.0,411818399.9999989,411818399.9999989,0.0,0.0,0.0
 December,64388830335.43947,35995446021.63697,4867757467.274163,810020159.3852857,0.0,0.0,22715606687.14295,22715606687.14295,0.0,0.0,0.0
