Date/Time,LIVING:AFN Zone Infiltration Air Change Rate [ach](RunPeriod),ATTIC:AFN Zone Infiltration Air Change Rate [ach](RunPeriod),Facility:Facility Heating Setpoint Not Met Time [hr](RunPeriod),Facility:Facility Cooling Setpoint Not Met Time [hr](RunPeriod),HEATING_RESISTANCE_MAIN:Heating Coil Electricity Energy [J](RunPeriod),Electricity:Facility [J](RunPeriod),Heating:Electricity [J](RunPeriod),Fans:Electricity [J](RunPeriod),InteriorLights:Electricity [J](RunPeriod),ExteriorLights:Electricity [J](RunPeriod),InteriorEquipment:Electricity [J](RunPeriod),electric_mels:InteriorEquipment:Electricity [J](RunPeriod),NaturalGas:Facility [J](RunPeriod),InteriorEquipment:NaturalGas [J](RunPeriod),gas_mels:InteriorEquipment:NaturalGas [J](RunPeriod)
 January,0.3553754889484338,5.810318734713946,0.0,0.0,2290917403.278517,2676697176.9004073,2290917403.2785134,27449273.62189107,0.0,0.0,358330500.00000083,358330500.00000083,0.0,0.0,0.0
 August,0.27070134839955146,3.2185448429734516,0.0,113.99999999999999,0.0,416481299.99999994,0.0,0.0,0.0,0.0,416481299.99999994,416481299.99999994,0.0,0.0,0.0
 December,0.3139579442002402,4.781692870335316,0.0,1824.333333333332,29282705590.400883,52461305584.94835,29282705590.40103,350859013.3229893,0.0,0.0,22827740981.225624,22827740981.225624,0.0,0.0,0.0
