Date/Time,LIVING:AFN Zone Infiltration Air Change Rate [ach](Annual),ATTIC:AFN Zone Infiltration Air Change Rate [ach](Annual),Facility:Facility Heating Setpoint Not Met Time [hr](Annual),Facility:Facility Cooling Setpoint Not Met Time [hr](Annual),DX_HEATING_COIL:Heating Coil Heating Energy [J](Annual),HEATING_FUEL_BACKUP:Heating Coil Heating Energy [J](Annual),Electricity:Facility [J](Annual),Heating:Electricity [J](Annual),Cooling:Electricity [J](Annual),Fans:Electricity [J](Annual),Pumps:Electricity [J](Annual),WaterSystems:Electricity [J](Annual),InteriorLights:Electricity [J](Annual),ExteriorLights:Electricity [J](Annual),InteriorEquipment:Electricity [J](Annual),electric_mels:InteriorEquipment:Electricity [J](Annual),NaturalGas:Facility [J](Annual),Heating:NaturalGas [J](Annual),InteriorEquipment:NaturalGas [J](Annual),gas_mels:InteriorEquipment:NaturalGas [J](Annual) 
,0.10031364761945209,1.6228883429006614,0.0,0.0,26509621182.479948,5705041191.493974,23130444363.457635,10701806984.793965,145030296.29835878,930334524.9240776,0.0,11353272557.44234,0.0,0.0,0.0,0.0,6338934657.215531,6338934657.215531,0.0,0.0 
