Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),LIVING:Zone Mean Air Temperature [C](Hourly),FAN:Fan Electricity Rate [W](Hourly),DX_HEATING_COIL:Heating Coil Electricity Rate [W](Hourly),DX_HEATING_COIL:Heating Coil Defrost Electricity Rate [W](Hourly),DX_HEATING_COIL:Heating Coil Crankcase Heater Electricity Rate [W](Hourly),HEATING_RESISTANCE_BACKUP:Heating Coil Electricity Rate [W](Hourly)
 01/01  01:00:00,6.7,21.65893867749019,71.14492234813117,1025.793857104171,0.0,103.1757663876957,0.0
 01/01  02:00:00,6.7,21.153831392827513,53.13451473234256,771.6509323923696,0.0,127.68691710497171,0.0
 01/01  03:00:00,6.7,21.092098285590794,58.98441263677505,848.3941460469507,0.0,119.72553542638478,0.0
 01/01  04:00:00,6.7,21.300985048235574,69.28643045942512,994.663381750286,0.0,105.70506920874763,0.0
 01/01  05:00:00,6.7,21.300139501091902,70.66617613077709,1018.2944080605464,0.0,103.82731303445813,0.0
 01/01  06:00:00,6.7,21.123355377327727,65.0769655005091,936.9574104911045,0.0,111.43391401049614,0.0
 01/01  07:00:00,6.7,21.088306128584428,65.92182306230616,946.5158165167262,0.0,110.28411043727306,0.0
 01/01  08:00:00,6.7,21.280538369590857,72.63297748082066,1041.676981866407,0.0,101.15060713472057,0.0
 01/01  09:00:00,6.7,21.306773830465584,68.81418040716707,989.9940200129909,0.0,106.34777494057074,0.0
 01/01  10:00:00,7.8,21.324774032544166,61.74625475116493,898.8841682355627,0.0,115.96682380989778,0.0
 01/01  11:00:00,8.3,21.029585514693725,52.55048642035496,769.0876542127527,0.0,128.48174675478683,0.0
 01/01  12:00:00,8.9,21.118384490427907,51.27766686373131,751.2715335096162,0.0,130.2139825072386,0.0
 01/01  13:00:00,10.0,21.29505942778051,52.1134479686062,774.5844980336608,0.0,0.0,0.0
 01/01  14:00:00,10.6,21.30277625775879,48.96860705302734,735.1783315171012,0.0,0.0,0.0
 01/01  15:00:00,10.0,21.373081724770984,47.353996371554004,705.7045813327859,0.0,0.0,0.0
 01/01  16:00:00,10.0,20.662729107348564,46.053170094602635,686.8585820312151,0.0,0.0,0.0
 01/01  17:00:00,8.9,20.6413160362616,70.97949730443848,1030.6081615469386,0.0,103.40090055816327,0.0
 01/01  18:00:00,8.9,21.50298582430776,81.75492156899114,1186.8231673846878,0.0,88.73615482750546,0.0
 01/01  19:00:00,8.3,21.412514975644438,68.05854176772687,997.3636628205342,0.0,107.37615658379794,0.0
 01/01  20:00:00,8.3,20.881024461671377,65.61971336721766,959.0708668364273,0.0,110.69526472247497,0.0
 01/01  21:00:00,7.8,21.13328644965659,76.32370110031077,1098.5034942476045,0.0,96.12774008901148,0.0
 01/01  22:00:00,7.8,21.1683726820815,84.15454751377003,1216.950605737411,0.0,85.47039902384452,0.0
 01/01  23:00:00,7.8,21.237414888301746,90.38540032266962,1306.8684802597747,0.0,76.99055916934749,0.0
 01/01  24:00:00,7.2,21.35541815438174,90.27137066897902,1298.5598347168268,0.0,77.14574710775923,0.0
