Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),LIVING:Zone Mean Air Temperature [C](Hourly),ATTIC:Zone Mean Air Temperature [C](Hourly),FAN:Fan Electricity Rate [W](Hourly),HEATING_RESISTANCE_MAIN:Heating Coil Electricity Rate [W](Hourly)
 01/01  01:00:00,8.975,19.357973446539372,15.501134041436915,0.9729286599983927,81.20066235782632
 01/01  02:00:00,10.600000000000001,19.35073458744763,18.33624894720754,3.2203362406625007,268.76938310886993
 01/01  03:00:00,10.600000000000001,19.34878225948681,21.552008142103645,2.645400835886849,220.78525271967467
 01/01  04:00:00,9.608333333333333,19.342437336751217,21.944491835659537,5.949762216855039,496.56737718158735
 01/01  05:00:00,8.9,19.340371815303026,22.1789937319258,8.307393244318476,693.3353509256336
 01/01  06:00:00,9.191666666666666,19.33913246081732,22.480235474806268,9.377328278448829,782.6321688972326
 01/01  07:00:00,9.108333333333333,19.335440891324172,21.94895602900227,10.954794951594712,914.2875964463129
 01/01  08:00:00,9.191666666666666,19.33637884246156,22.478605735333133,11.770680439604908,982.3814297954876
 01/01  09:00:00,9.108333333333333,19.33697525635885,22.78261130882598,11.414076824858043,952.6192787692363
 01/01  10:00:00,8.549999999999999,19.338331974238102,23.39489964473375,11.998794081764736,1001.4198029031982
 01/01  11:00:00,8.941666666666668,19.339834179016908,23.67809329145871,10.780594287519385,899.7488025062588
 01/01  12:00:00,9.108333333333333,19.33883180816316,23.10361868579973,10.67159455744504,890.651680956899
 01/01  13:00:00,9.191666666666666,19.339078834545692,22.870184341107734,10.168081176402614,848.6284353401638
 01/01  14:00:00,9.75,19.34971021287595,23.930665808832643,2.0037077046621787,167.22951998383684
 01/01  15:00:00,10.0,19.34881175143042,23.77380504134179,1.8812035394116469,157.0053177695118
 01/01  16:00:00,10.350000000000001,19.346237164514488,22.61430269909542,3.739022994903452,312.0589990203448
 01/01  17:00:00,10.25,19.342683703694693,21.791826623451453,5.615327905273152,468.65547702677276
 01/01  18:00:00,9.65,19.33361562238002,21.052732655779298,9.180686715730063,766.2204567169498
 01/01  19:00:00,8.466666666666667,19.333811937451983,19.70810179001476,13.866096423788179,1157.2649262186883
 01/01  20:00:00,7.158333333333334,19.327276607732166,20.13683668842114,15.789526887960164,1317.794504708281
 01/01  21:00:00,6.991666666666667,19.3365592787397,18.989218659745386,20.02849318252142,1671.578790219455
 01/01  22:00:00,7.2,19.3238600579941,17.622604107774762,25.05562611843919,2091.143493101207
 01/01  23:00:00,6.908333333333334,19.32575507674573,17.99586541635902,25.75842620195849,2149.7992143613833
 01/01  24:00:00,6.700000000000002,19.324420638966483,18.799380442530936,23.728728445235237,1980.4005636603194
 01/02  01:00:00,6.700000000000002,19.32351010618054,19.0581737431138,23.447534305308455,1956.9320902233956
 01/02  02:00:00,6.3500000000000005,19.32164483557929,19.52166382300615,24.918850916281567,2079.7282296127796
 01/02  03:00:00,6.1000000000000005,19.319210747374573,19.90552515658575,26.70240821392436,2228.5839883916074
 01/02  04:00:00,5.458333333333333,19.316889865442743,20.14782693112701,28.971292512982824,2417.9451568632244
 01/02  05:00:00,4.650000000000001,19.315015647082014,20.244133128800062,31.2178998358582,2605.4470880692857
 01/02  06:00:00,4.108333333333333,19.314083413454803,20.13737233655507,33.122611369355845,2764.4143839045787
 01/02  07:00:00,3.899999999999999,19.313845560013615,20.0654599201485,34.197418271664816,2854.117808176607
 01/02  08:00:00,4.191666666666666,19.314055227642104,19.751859707093015,34.714473233920614,2897.2712346679605
 01/02  09:00:00,4.108333333333333,19.31446405091387,19.478068132341892,35.50696349176827,2963.4125012326235
 01/02  10:00:00,3.899999999999999,19.314359875705218,20.087237948526745,34.6040247716312,2888.053201873738
 01/02  11:00:00,4.191666666666666,19.313417460567724,19.769193988443376,35.0304566075473,2923.643218850839
 01/02  12:00:00,4.3999999999999995,19.31581424474856,19.767737081187402,33.71584782941077,2813.925921051969
 01/02  13:00:00,4.3999999999999995,19.31423553178701,19.605234031868818,34.20596556150748,2854.8311653066044
 01/02  14:00:00,4.75,19.315314291064265,19.50260259599492,34.72415153025336,2898.078985641927
 01/02  15:00:00,4.3583333333333325,19.315043659177714,19.486322120662305,34.40069861381069,2871.0835931362126
 01/02  16:00:00,3.899999999999999,19.315781267884002,19.595371129903977,33.727903438476986,2814.9320826356
 01/02  17:00:00,3.899999999999999,19.322035386407787,18.917223346834508,36.0992724853867,3012.8466319965305
 01/02  18:00:00,3.5500000000000003,19.31529573338163,18.128180061849168,38.161098928963106,3184.926744104199
 01/02  19:00:00,3.65,19.31522058811029,18.191991681055928,38.11438717454927,3181.028179333471
 01/02  20:00:00,3.899999999999999,19.31454267972941,18.145492229209243,38.8595754813898,3243.221623297655
 01/02  21:00:00,4.891666666666667,19.325507287945296,16.883412009418613,45.786026450608894,3821.303480286561
 01/02  22:00:00,5.891666666666666,19.31147733575889,16.069023927472646,50.71636693235963,4232.789881322816
 01/02  23:00:00,6.45,19.31164029987346,16.505784888121514,50.0167291863599,4174.398088870317
 01/02  24:00:00,7.633333333333333,19.31359605593532,17.2503056573054,46.817781389003926,3907.4137860398873
 01/03  01:00:00,8.65,19.31169846339002,17.496087290534245,47.02655263446521,3924.8378419955957
 01/03  02:00:00,8.9,19.309959185356096,17.13923745684354,51.58204783772917,4305.0396420675
 01/03  03:00:00,8.9,19.312539113879883,17.24440871804323,50.25797050278546,4194.532098163312
 01/03  04:00:00,8.9,19.312369505382907,17.507667357424527,47.756001358264434,3985.7176597703797
 01/03  05:00:00,8.9,19.313019254579398,17.627471651214286,46.53192001798099,3883.5557853210908
 01/03  06:00:00,9.191666666666666,19.311830646682793,17.485786895154636,47.40104076546981,3956.092635417724
 01/03  07:00:00,9.4,19.312812607458635,17.500222649315187,47.67409221095676,3978.881519272105
 01/03  08:00:00,9.4,19.315539555484317,17.9908103214934,42.63764908361553,3558.5397874658843
 01/03  09:00:00,9.75,19.31712335735505,18.638073298662444,37.09116134245484,3095.6297131110427
 01/03  10:00:00,10.350000000000001,19.319332286197128,19.4928676805379,31.652148161390187,2641.68946956212
 01/03  11:00:00,10.600000000000001,19.32920159631274,20.887888563263765,21.768581098672424,1816.8065927929183
 01/03  12:00:00,11.883333333333333,19.31805584447125,21.060984278690512,18.38398114059872,1534.3277536842934
 01/03  13:00:00,13.091666666666667,19.333187262420342,21.452653147086817,11.4269027244643,953.6897288301534
 01/03  14:00:00,13.299999999999999,19.345751934818598,22.543868723918,4.576586416264099,381.9620734978549
 01/03  15:00:00,13.008333333333335,19.3445015306151,22.51595325569328,5.026899137865372,419.54519008755346
 01/03  16:00:00,13.441666666666668,19.34231526867789,21.942243921298978,6.407172665770808,534.7428703584587
 01/03  17:00:00,14.191666666666668,19.345393734902515,22.766857034381015,4.885196648349888,407.71869501192356
 01/03  18:00:00,14.108333333333334,19.343093730969574,22.586517136285266,6.379882488540346,532.4652311459602
 01/03  19:00:00,11.625,19.340398087728914,21.09443921422095,12.102151570328479,1010.0460227650237
 01/03  20:00:00,10.0,19.32964402822019,20.08243292286581,15.915251996153271,1328.2875269410795
 01/03  21:00:00,9.358333333333334,19.32776514669138,19.781976489443004,19.474076662317326,1625.307166704152
 01/03  22:00:00,8.549999999999999,19.323007770925965,19.263739848043436,23.593430368627025,1969.1085811255005
 01/03  23:00:00,8.299999999999999,19.3202720824933,18.94682158554644,27.07550105005596,2259.7223304514414
 01/03  24:00:00,8.299999999999999,19.321436187644725,18.725282019736216,27.868138502534,2325.8758818854626
 01/04  01:00:00,7.658333333333334,19.317305185178125,18.124606517805685,32.50167203578378,2712.5907638971644
 01/04  02:00:00,6.908333333333334,19.317459447904458,17.850129823066073,35.59762781989023,2970.9793494491646
 01/04  03:00:00,6.700000000000002,19.3156269710961,17.389963430753742,37.92823827357455,3165.4921850948467
 01/04  04:00:00,6.058333333333334,19.327273710121307,17.38273264900815,34.7981618649986,2904.255890948271
 01/04  05:00:00,5.6000000000000005,19.31637257919574,18.08324037384611,35.4825105494142,2961.371657749041
 01/04  06:00:00,5.25,19.32515337392833,18.657313269139305,33.30713050274928,2779.8143576799052
 01/04  07:00:00,4.3583333333333325,19.31529612175975,19.669329143977077,33.15114274045464,2766.795613203756
 01/04  08:00:00,3.5500000000000003,19.318078871926982,18.89916062672682,38.1546493815199,3184.38846463333
 01/04  09:00:00,3.3000000000000003,19.329293198383578,19.003189514442486,33.214289983137434,2772.0658844402133
 01/04  10:00:00,3.008333333333333,19.323917304002695,19.723639499607668,30.68557930414154,2561.019596579689
 01/04  11:00:00,4.083333333333333,19.32590667806433,18.146635847962727,35.25540109438172,2942.417094136543
 01/04  12:00:00,5.641666666666667,19.319725805290837,17.435404642306867,34.05378296974388,2842.1300005053167
 01/04  13:00:00,5.808333333333333,19.321977816699718,17.349997922647844,29.187652791152928,2436.002593772694
 01/04  14:00:00,6.241666666666667,19.316183069102323,16.707515049065986,35.75460032488086,2984.080280587556
 01/04  15:00:00,6.991666666666667,19.316398669753962,16.657998636562468,39.72027283749229,3315.055456834091
 01/04  16:00:00,6.908333333333334,19.318455086530793,17.769250565534477,36.44546572576063,3041.7399327881963
 01/04  17:00:00,6.700000000000002,19.316279177416416,17.694933394079314,36.69644461878388,3062.6866405882884
 01/04  18:00:00,6.058333333333334,19.3155406814596,17.32722322788054,39.51112316357472,3297.5998172252644
 01/04  19:00:00,5.25,19.317184168412112,16.93580432249403,41.60784309278978,3472.592140949595
 01/04  20:00:00,5.3500000000000005,19.314548892139978,16.269425157138425,43.66829062501247,3644.5571690641004
 01/04  21:00:00,5.6000000000000005,19.32408735434902,17.229885757412614,39.70364312850188,3313.6675406996837
 01/04  22:00:00,5.6000000000000005,19.312587688075144,16.980666063935022,42.80086966740632,3572.1621834946586
 01/04  23:00:00,5.6000000000000005,19.31984365254213,17.123036825705956,40.47159633227323,3377.76094381328
 01/04  24:00:00,5.891666666666666,19.31682330798434,17.364667270528248,37.53004406214189,3132.2588813134184
 01/05  01:00:00,6.1000000000000005,19.317936715176234,18.15994523907585,36.097648133308475,3012.7110635113204
 01/05  02:00:00,6.1000000000000005,19.315294827443275,18.08125153105408,37.31205244368801,3114.065292682841
 01/05  03:00:00,6.1000000000000005,19.31383536061409,17.58852569263323,41.789314984061086,3487.7377917834206
 01/05  04:00:00,6.1000000000000005,19.314727961874606,17.90562699830635,41.768496915960405,3486.000315040996
 01/05  05:00:00,5.808333333333333,19.31251078676335,17.781584361121748,43.33858484334272,3617.0399121926334
 01/05  06:00:00,5.25,19.313252512763594,17.649499310590734,44.445069339255014,3709.3871496117586
 01/05  07:00:00,5.0,19.310980970611638,16.83258785222773,46.89142118208064,3913.5597659247137
 01/05  08:00:00,5.0,19.31373339764956,16.252012606065687,47.2132533257527,3940.419888674365
 01/05  09:00:00,5.0,19.3159525511041,16.91282233171501,42.207061160572884,3522.6029033017344
 01/05  10:00:00,5.3500000000000005,19.32901311242301,18.38108663649704,35.48836024898091,2961.8598738936985
 01/05  11:00:00,5.6000000000000005,19.32660825696092,17.81374229235919,40.91512245381641,3414.777650508264
 01/05  12:00:00,5.6000000000000005,19.30946602156397,16.57304229962683,51.0178352784752,4257.950440766653
 01/05  13:00:00,5.6000000000000005,19.317567234039384,17.148212797927176,45.92772661705278,3833.1297814785485
