Date/Time,LIVING:AFN Zone Infiltration Air Change Rate [ach](RunPeriod),ATTIC:AFN Zone Infiltration Air Change Rate [ach](RunPeriod),Facility:Facility Heating Setpoint Not Met Time [hr](RunPeriod),Facility:Facility Cooling Setpoint Not Met Time [hr](RunPeriod),HEATING_RESISTANCE_MAIN:Heating Coil Electricity Energy [J](RunPeriod),Electricity:Facility [J](RunPeriod),Heating:Electricity [J](RunPeriod),Fans:Electricity [J](RunPeriod),InteriorLights:Electricity [J](RunPeriod),ExteriorLights:Electricity [J](RunPeriod),InteriorEquipment:Electricity [J](RunPeriod),electric_mels:InteriorEquipment:Electricity [J](RunPeriod),NaturalGas:Facility [J](RunPeriod),InteriorEquipment:NaturalGas [J](RunPeriod),gas_mels:InteriorEquipment:NaturalGas [J](RunPeriod)
 June,0.07919072645626068,3.736662696702615e-9,0.0,129.0,0.0,291779999.9999998,0.0,0.0,0.0,0.0,291779999.9999998,291779999.9999998,0.0,0.0,0.0
 December,0.1817717392374898,9.984548062489873e-10,0.0,0.0,1318391194.4341934,1911524370.7285569,1318391194.4341965,15796676.294364143,0.0,0.0,577336500.0000005,577336500.0000005,0.0,0.0,0.0
 December,0.12311159867214463,2.102594166394565e-9,0.0,2597.8333333333326,18341904159.35287,39486879778.19448,18341904159.35304,219768708.3200334,0.0,0.0,20925206910.5213,20925206910.5213,0.0,0.0,0.0
