Date/Time,Electricity:Facility [J](RunPeriod),Heating:Electricity [J](RunPeriod),Fans:Electricity [J](RunPeriod),InteriorLights:Electricity [J](RunPeriod),ExteriorLights:Electricity [J](RunPeriod),InteriorEquipment:Electricity [J](RunPeriod),electric_mels:InteriorEquipment:Electricity [J](RunPeriod),NaturalGas:Facility [J](RunPeriod),InteriorEquipment:NaturalGas [J](RunPeriod),gas_mels:InteriorEquipment:NaturalGas [J](RunPeriod)
 June,291779999.9999998,0.0,0.0,0.0,0.0,291779999.9999998,291779999.9999998,0.0,0.0,0.0
 December,1911524370.7285569,1318391194.4341965,15796676.294364143,0.0,0.0,577336500.0000005,577336500.0000005,0.0,0.0,0.0
 December,39486879778.19448,18341904159.35304,219768708.3200334,0.0,0.0,20925206910.5213,20925206910.5213,0.0,0.0,0.0
