Date/Time,Electricity:Facility [J](RunPeriod),Heating:Electricity [J](RunPeriod),Cooling:Electricity [J](RunPeriod),Fans:Electricity [J](RunPeriod),InteriorLights:Electricity [J](RunPeriod),ExteriorLights:Electricity [J](RunPeriod),InteriorEquipment:Electricity [J](RunPeriod),electric_mels:InteriorEquipment:Electricity [J](RunPeriod),NaturalGas:Facility [J](RunPeriod),InteriorEquipment:NaturalGas [J](RunPeriod),gas_mels:InteriorEquipment:NaturalGas [J](RunPeriod)
 January,1737037279.9666078,1387339899.8473737,0.0,99655780.11923984,0.0,0.0,250041600.00000054,250041600.00000054,0.0,0.0,0.0
 July,851342745.7480108,1899639.9862564176,474118292.5109989,46093113.25075528,0.0,0.0,329231699.99999994,329231699.99999994,0.0,0.0,0.0
 December,48159119984.199905,18130588770.896526,9334630902.450243,2342637300.561351,0.0,0.0,18351263010.29188,18351263010.29188,0.0,0.0,0.0
