Date/Time,LIVING:AFN Zone Infiltration Air Change Rate [ach](RunPeriod),ATTIC:AFN Zone Infiltration Air Change Rate [ach](RunPeriod),Facility:Facility Heating Setpoint Not Met Time [hr](RunPeriod),Facility:Facility Cooling Setpoint Not Met Time [hr](RunPeriod),DX_HEATING_COIL:Heating Coil Electricity Energy [J](RunPeriod),DX_HEATING_COIL:Heating Coil Defrost Electricity Energy [J](RunPeriod),DX_HEATING_COIL:Heating Coil Crankcase Heater Electricity Energy [J](RunPeriod),HEATING_RESISTANCE_BACKUP:Heating Coil Electricity Energy [J](RunPeriod),Electricity:Facility [J](RunPeriod),Heating:Electricity [J](RunPeriod),Cooling:Electricity [J](RunPeriod),Fans:Electricity [J](RunPeriod),Pumps:Electricity [J](RunPeriod),WaterSystems:Electricity [J](RunPeriod),InteriorLights:Electricity [J](RunPeriod),ExteriorLights:Electricity [J](RunPeriod),InteriorEquipment:Electricity [J](RunPeriod),electric_mels:InteriorEquipment:Electricity [J](RunPeriod),NaturalGas:Facility [J](RunPeriod),InteriorEquipment:NaturalGas [J](RunPeriod),gas_mels:InteriorEquipment:NaturalGas [J](RunPeriod)
 July,0.09457313782281805,2.0617399831741767,0.0,0.0,0.0,0.0,0.0,0.0,195345041.06315223,0.0,10178858.605865581,972677.2518579376,0.0,25557259.385961139,60536245.81946747,43200000.0,54900000.0,54900000.0,16099706.744868029,16099706.744868029,16099706.744868029
 December,0.12208012983158095,0.7456498358539109,0.0,0.0,0.0,0.0,17280000.0,241681398.14766235,469787297.30586698,258961398.1476624,0.0,16383318.6215837,0.0,35806334.71715335,60536245.81946747,43200000.0,54900000.0,54900000.0,16099706.744868029,16099706.744868029,16099706.744868029
 December,0.10402378903756425,1.6098720840178376,0.0,0.0,3879464595.565283,213098960.24402706,2827608610.512996,4030786570.2726018,81562650504.43518,10950958736.595023,716938647.9105529,668725409.0342112,0.0,11323797986.799162,22095729724.107828,15768000000.0,20038500000.0,20038500000.0,5876392961.87614,5876392961.87614,5876392961.87614
