Date/Time,LIVING:AFN Zone Infiltration Air Change Rate [ach](RunPeriod),ATTIC:AFN Zone Infiltration Air Change Rate [ach](RunPeriod),CRAWLSPACE:AFN Zone Infiltration Air Change Rate [ach](RunPeriod),Facility:Facility Heating Setpoint Not Met Time [hr](RunPeriod),Facility:Facility Cooling Setpoint Not Met Time [hr](RunPeriod),HEATING_RESISTANCE_MAIN:Heating Coil Electricity Energy [J](RunPeriod),Electricity:Facility [J](RunPeriod),Heating:Electricity [J](RunPeriod),Fans:Electricity [J](RunPeriod),InteriorLights:Electricity [J](RunPeriod),ExteriorLights:Electricity [J](RunPeriod),InteriorEquipment:Electricity [J](RunPeriod),electric_mels:InteriorEquipment:Electricity [J](RunPeriod),NaturalGas:Facility [J](RunPeriod),InteriorEquipment:NaturalGas [J](RunPeriod),gas_mels:InteriorEquipment:NaturalGas [J](RunPeriod)
 January,0.4561690234561619,1.3465141564115424,1.1218511721464846,0.0,0.0,2391601951.211963,2793487605.1694202,2391601951.211962,28655653.957457233,0.0,0.0,373230000.0000001,373230000.0000001,0.0,0.0,0.0
 August,0.1483010470960599,0.568936124518611,0.36189893131103024,0.0,112.16666666666666,5276409.849505313,268091930.64371404,5276409.849505314,63220.79420805043,0.0,0.0,262752300.0000006,262752300.0000006,0.0,0.0,0.0
 December,0.273987208620654,0.7629394594846189,0.5850284821331393,0.0,1890.8333333333323,44433884143.71384,59363618148.38636,44433884143.71406,532397130.03590035,0.0,0.0,14397336874.63637,14397336874.63637,0.0,0.0,0.0
