Date/Time,LIVING:AFN Zone Infiltration Air Change Rate [ach](RunPeriod),ATTIC:AFN Zone Infiltration Air Change Rate [ach](RunPeriod),CRAWLSPACE:AFN Zone Infiltration Air Change Rate [ach](RunPeriod),Facility:Facility Heating Setpoint Not Met Time [hr](RunPeriod),Facility:Facility Cooling Setpoint Not Met Time [hr](RunPeriod),DX_HEATING_COIL:Heating Coil Electricity Energy [J](RunPeriod),DX_HEATING_COIL:Heating Coil Defrost Electricity Energy [J](RunPeriod),DX_HEATING_COIL:Heating Coil Crankcase Heater Electricity Energy [J](RunPeriod),HEATING_RESISTANCE_BACKUP:Heating Coil Electricity Energy [J](RunPeriod),Electricity:Facility [J](RunPeriod),Heating:Electricity [J](RunPeriod),Cooling:Electricity [J](RunPeriod),Fans:Electricity [J](RunPeriod),InteriorLights:Electricity [J](RunPeriod),ExteriorLights:Electricity [J](RunPeriod),InteriorEquipment:Electricity [J](RunPeriod),electric_mels:InteriorEquipment:Electricity [J](RunPeriod),NaturalGas:Facility [J](RunPeriod),InteriorEquipment:NaturalGas [J](RunPeriod),gas_mels:InteriorEquipment:NaturalGas [J](RunPeriod)
 January,0.36063000716479565,0.656127714472467,0.5886963187275657,0.0,0.0,683068527.31246,27217506.676360976,44311199.354875766,18961552.143524572,1212967964.7110424,773558785.4872209,0.0,56938879.22382264,0.0,0.0,382470299.9999985,382470299.9999985,0.0,0.0,0.0
 August,0.14112275041019312,0.5846409282530948,0.4406732081836734,0.0,0.8333333333333333,0.0,0.0,0.0,0.0,949516659.7824328,0.0,534505176.7121292,44433783.07030452,0.0,0.0,370577700.00000197,370577700.00000197,0.0,0.0,0.0
 December,0.21896592118030395,0.6888608815495528,0.545316359837303,0.0,14.833333333333332,7461067157.256644,321844170.8761514,1721580085.4891603,24429088.52309017,38852818730.58805,9528920502.145079,7696232038.039945,1338619164.351224,0.0,0.0,20289047026.05183,20289047026.05183,0.0,0.0,0.0
