Date/Time,LIVING:AFN Zone Infiltration Air Change Rate [ach](RunPeriod),ATTIC:AFN Zone Infiltration Air Change Rate [ach](RunPeriod),Facility:Facility Heating Setpoint Not Met Time [hr](RunPeriod),Facility:Facility Cooling Setpoint Not Met Time [hr](RunPeriod),DX_HEATING_COIL:Heating Coil Electricity Energy [J](RunPeriod),DX_HEATING_COIL:Heating Coil Defrost Electricity Energy [J](RunPeriod),DX_HEATING_COIL:Heating Coil Crankcase Heater Electricity Energy [J](RunPeriod),HEATING_RESISTANCE_BACKUP:Heating Coil Electricity Energy [J](RunPeriod),Electricity:Facility [J](RunPeriod),Heating:Electricity [J](RunPeriod),Cooling:Electricity [J](RunPeriod),Fans:Electricity [J](RunPeriod),Pumps:Electricity [J](RunPeriod),WaterSystems:Electricity [J](RunPeriod),InteriorLights:Electricity [J](RunPeriod),ExteriorLights:Electricity [J](RunPeriod),InteriorEquipment:Electricity [J](RunPeriod),electric_mels:InteriorEquipment:Electricity [J](RunPeriod),NaturalGas:Facility [J](RunPeriod),InteriorEquipment:NaturalGas [J](RunPeriod),gas_mels:InteriorEquipment:NaturalGas [J](RunPeriod)
 July,0.09414194080959414,2.063237463771935,0.0,0.0,0.0,0.0,0.0,0.0,138512569.96019257,0.0,8412218.768194367,805244.5603857684,0.0,25558860.812144914,60536245.81946747,43200000.0,0.0,0.0,25337243.401759499,25337243.401759499,25337243.401759499
 December,0.12141842804774955,0.7458890171627429,0.0,0.0,0.0,0.0,17280000.0,253574267.47337035,426780167.7599083,270854267.4733704,0.0,16383318.6215837,0.0,35806335.84548679,60536245.81946747,43200000.0,0.0,0.0,25337243.401759499,25337243.401759499,25337243.401759499
 December,0.10290145824833223,1.6113327026101792,0.0,0.0,4572626697.628609,240937866.86590616,2775643683.528607,4254344411.9451639,62277295208.32682,11843552659.968287,534911590.9786153,705013080.575468,0.0,11330088152.702265,22095729724.107828,15768000000.0,0.0,0.0,9248093841.647692,9248093841.647692,9248093841.647692
