Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),LIVING:Zone Mean Air Temperature [C](Hourly),FAN:Fan Electricity Rate [W](Hourly),DX_HEATING_COIL:Heating Coil Electricity Rate [W](Hourly),DX_HEATING_COIL:Heating Coil Defrost Electricity Rate [W](Hourly),DX_HEATING_COIL:Heating Coil Crankcase Heater Electricity Rate [W](Hourly),HEATING_RESISTANCE_BACKUP:Heating Coil Electricity Rate [W](Hourly)
 01/01  01:00:00,12.2,20.540804465395617,27.486504111481874,490.8364636246626,0.0,0.0,0.0
 01/01  02:00:00,11.7,20.197258337433773,28.010156762348718,493.37307202827884,0.0,0.0,0.0
 01/01  03:00:00,11.1,20.803529216359884,39.54067755469111,686.7570872957554,0.0,0.0,0.0
 01/01  04:00:00,11.7,20.67310858422249,30.65732234023476,542.5815792268133,0.0,0.0,0.0
 01/01  05:00:00,11.7,20.09749684180394,25.525836039779577,450.7052029265923,0.0,0.0,0.0
 01/01  06:00:00,11.7,20.71642227549652,42.2271352427862,737.7571818283483,0.0,0.0,0.0
 01/01  07:00:00,12.2,20.83549721145592,36.56607411815017,650.3087751182107,0.0,0.0,0.0
 01/01  08:00:00,12.2,20.668944490505613,24.80043415532956,442.05149949217525,0.0,0.0,0.0
 01/01  09:00:00,11.1,20.31599621073054,0.0,0.0,0.0,0.0,0.0
 01/01  10:00:00,12.2,20.42977585934373,21.349941079616073,376.9764543088691,0.0,0.0,0.0
 01/01  11:00:00,13.3,21.223236230401128,12.88368952006355,231.40692443681084,0.0,0.0,0.0
 01/01  12:00:00,13.9,20.78434153129374,1.7681286380906283,32.47710457911143,0.0,0.0,0.0
 01/01  13:00:00,15.6,20.243756533498267,0.0,0.0,0.0,0.0,0.0
 01/01  14:00:00,15.6,20.452944063336616,3.5238413862776214,65.2778310877245,0.0,0.0,0.0
 01/01  15:00:00,15.6,20.576274315672343,4.955219096815315,92.10625081779321,0.0,0.0,0.0
 01/01  16:00:00,15.0,20.72880797048898,6.496416100953182,119.90025629891286,0.0,0.0,0.0
 01/01  17:00:00,13.3,20.64042440786759,6.997932463744918,126.36830174207576,0.0,0.0,0.0
 01/01  18:00:00,10.0,20.242876435472425,7.037930621567473,121.61987014222393,0.0,0.0,0.0
 01/01  19:00:00,10.6,20.419623615138367,18.77903295965777,324.41104133050317,0.0,0.0,0.0
 01/01  20:00:00,10.0,20.79305239684004,23.311024668536923,401.0738808226985,0.0,0.0,0.0
 01/01  21:00:00,10.0,20.332014810400484,23.465051443310514,406.5738577029248,0.0,0.0,0.0
 01/01  22:00:00,10.0,20.40041265030405,31.32862774259782,538.0751214251101,0.0,0.0,0.0
 01/01  23:00:00,10.0,20.534640797588732,40.36767371779161,694.1759868750831,0.0,0.0,0.0
 01/01  24:00:00,9.4,20.931882763809607,40.38403965356913,691.2966322863641,0.0,146.19665693286774,0.0
