Date/Time,Electricity:Facility [J](RunPeriod),Heating:Electricity [J](RunPeriod),Cooling:Electricity [J](RunPeriod),Fans:Electricity [J](RunPeriod),InteriorLights:Electricity [J](RunPeriod),ExteriorLights:Electricity [J](RunPeriod),InteriorEquipment:Electricity [J](RunPeriod),electric_mels:InteriorEquipment:Electricity [J](RunPeriod),NaturalGas:Facility [J](RunPeriod),InteriorEquipment:NaturalGas [J](RunPeriod),gas_mels:InteriorEquipment:NaturalGas [J](RunPeriod)
 January,1221294785.497976,927328718.3479967,0.0,9173667.149975695,0.0,0.0,284792400.0,284792400.0,0.0,0.0,0.0
 August,766639019.8582938,0.0,347297191.2633981,23760328.59489644,0.0,0.0,395581499.99999905,395581499.99999905,0.0,0.0,0.0
 December,28944286924.63938,6734831639.576352,4427286847.673966,412011265.9610104,0.0,0.0,17370157171.428604,17370157171.428604,0.0,0.0,0.0
